Country_Name,Country_Code,year,Total_Revenue_excl_SC,Tax_Revenue_incl_SC,Tax_Revenue,Total_Non_Tax_Revenue,Direct_Taxes,Income_Taxes,PIT,CIT,Indirect_Taxes,Tax_on_Goods_and_Services,Value_Added_Tax,Excise_Taxes,Trade_Taxes,Export_Taxes,Social_Contributions,Property_Tax,Other_Taxes
Zambia,ZMB,2019,,,0.161135255596172,,,,,,,,,,,,,,
Afghanistan,AFG,2020,,,0.069531360875277,,,,,,,,,,,,,,
Angola,AGO,2020,,,0.167929952876922,,,,,,,,,,,,,,
Burkina Faso,BFA,2020,,,0.148363524999905,,,,,,,,,,,,,,
Burundi,BDI,2020,,,0.165685949957439,,,,,,,,,,,,,,
Cape Verde,CPV,2020,,,0.19037416042147,,,,,,,,,,,,,,
Cameroon,CMR,2020,,,0.107345367046272,,,,,,,,,,,,,,
Central African Republic,CAF,2020,,,0.0708164377148254,,,,,,,,,,,,,,
Chad,TCD,2020,,,0.132968519271336,,,,,,,,,,,,,,
Comoros,COM,2020,,,0.0714881397707298,,,,,,,,,,,,,,
"Congo, Rep.",COG,2020,,,0.232869581206087,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,2020,,,0.118773339000876,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2020,,,0.0590752705575364,,,,,,,,,,,,,,
Djibouti,DJI,2020,,,0.106473162322613,,,,,,,,,,,,,,
Dominica,DMA,2020,,,0.215563601097332,,,,,,,,,,,,,,
Ethiopia,ETH,2020,,,0.0923071224250657,,,,,,,,,,,,,,
"Gambia, The",GMB,2020,,,0.105372629605761,,,,,,,,,,,,,,
Grenada,GRD,2020,,,0.211880355002801,,,,,,,,,,,,,,
Guinea,GIN,2020,,,0.119041046717606,,,,,,,,,,,,,,
Guinea-Bissau,GNB,2020,,,0.080576863767589,,,,,,,,,,,,,,
Kenya,KEN,2020,,,0.133838687396159,,,,,,,,,,,,,,
Lesotho,LSO,2020,,,0.436343682508791,,,,,,,,,,,,,,
Madagascar,MDG,2020,,,0.0887874740496214,,,,,,,,,,,,,,
Malawi,MWI,2020,,,0.159862003038628,,,,,,,,,,,,,,
Maldives,MDV,2020,,,0.188114757623503,,,,,,,,,,,,,,
Mali,MLI,2020,,,0.140802822019329,,,,,,,,,,,,,,
Mauritania,MRT,2020,,,0.128643805889406,,,,,,,,,,,,,,
Mozambique,MOZ,2020,,,0.184101688668743,,,,,,,,,,,,,,
Myanmar,MMR,2020,,,0.0613607630527089,,,,,,,,,,,,,,
Nepal,NPL,2020,,,0.175861019386641,,,,,,,,,,,,,,
Niger,NER,2020,,,0.0933457752804111,,,,,,,,,,,,,,
Papua New Guinea,PNG,2020,,,0.118197005862563,,,,,,,,,,,,,,
Sao Tome and Principe,STP,2020,,,0.144834952815969,,,,,,,,,,,,,,
Sierra Leone,SLE,2020,,,0.111356653561106,,,,,,,,,,,,,,
St. Lucia,LCA,2020,,,0.178593232421681,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,2020,,,0.260807566512752,,,,,,,,,,,,,,
Tajikistan,TJK,2020,,,0.165824973098506,,,,,,,,,,,,,,
Tanzania,TZA,2020,,,0.119649381211526,,,,,,,,,,,,,,
Togo,TGO,2020,,,0.122103460935562,,,,,,,,,,,,,,
Tonga,TON,2020,,,0.205433099527852,,,,,,,,,,,,,,
Uganda,UGA,2020,,,0.112699229291335,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,2020,,,0.0281431111522388,,,,,,,,,,,,,,
Zambia,ZMB,2020,,,0.154168306840378,,,,,,,,,,,,,,
Pakistan,PAK,2011,0.12802484162218786,0.12802484162218786,0.10240365141916496,0.0256211902030229,0.037726442859280694,0.03690203022896194,,,0.06467720855988428,0.053792038709033776,0.04037062902179877,0.0062956552102558985,0.010885169850850501,,,0.000824412630318751,0.0071257544769791036
Pakistan,PAK,2012,0.13322773161797555,0.13322773161797555,0.09824140087554724,0.03498633074242831,0.03398525864379523,0.03316751541141785,,,0.064256142231752,0.053552666845349775,0.03758259626552309,0.005554766371839543,0.010703475386402216,,,0.0008177432323773787,0.010415304207987145
Pakistan,PAK,2013,0.14451495887798482,0.14451495887798482,0.10189157296674481,0.04262338591124002,0.03635984743136398,0.0354940998847789,,,0.06553172553538081,0.05595657356271603,0.03981524891731893,0.005742778815209185,0.009575151972664786,,,0.0008657475465850847,0.01039854583018792
Pakistan,PAK,2014,0.1432438873301024,0.1432438873301024,0.10995867798710054,0.03328520934300186,0.038972196917246654,0.037898116095179096,,,0.07098648106985389,0.059830995153591096,0.0396758007506468,0.0061948037750974745,0.011155485916262798,,,0.0010740808220675582,0.013960390627846818
Pakistan,PAK,2015,0.15294328655936168,0.15294328655936168,0.12589138808639427,0.027051898472967392,0.042335465676159034,0.04111507772733526,,,0.08355592241023524,0.06958632549181455,0.0499875154766818,0.006791202366212684,0.013969596918420691,,,0.0012203879488237722,0.012807607648920064
