Identifier,year,Country_Code,GDP_Constant_USD,GDP_LCU,GDP_PC,agri_val_lcu,agri_vol_lcu,manu_val_lcu,manu_vol_lcu,serv_val_lcu,serv_vol_lcu,gdp_val_usd,gdp_val_lcu,gdp_vol_usd15,gdp_vol_lcu,_merge1,multiplier,_merge,gdp_vol_usd10
,1973,SUR,2060680031,678900,5594.444408,,,,,,,,,,,1,0.992768109,3,
,1974,SUR,2068922751,819700,5666.744503,,,,,,,,,,,1,0.992768109,3,
,1975,SUR,2126852588,931000,5864.688072,,,,,,,,,,,1,0.992768109,3,
,1976,SUR,2314015616,1011000,6403.558783,,,,,,,,,,,1,0.992768109,3,
,1977,SUR,2550045209,1283000,7062.995845,,,,,,,,,,,1,0.992768109,3,
,1978,SUR,2718348193,1471000,7520.529946,,,,,,,,,,,1,0.992768109,3,
,1979,SUR,2702038103,1565000,7461.617131,,,,,,,,,,,1,0.992768109,3,
SUR1980,1980,SUR,2464258750,1590000,6792.764564,120000,687180000,520000,1902430000,770000,2135060000,794900000,1590000,2829560000,5848550000,3,0.992768109,3,2809096960
SUR1981,1981,SUR,2639221122,1778000,7264.077951,140000,776570000,580000,1978960000,890000,2348840000,889050000,1780000,2836780000,5863450000,3,0.992768109,3,2816264704
SUR1982,1982,SUR,2528373835,1830000,6945.471372,140000,754220000,540000,1687400000,1000000,2376610000,915150000,1830000,2779550000,5745170000,3,0.992768109,3,2759448576
SUR1983,1983,SUR,2429767255,1767000,6651.42966,130000,687180000,480000,1501530000,1010000,2340510000,883600000,1770000,2694990000,5570380000,3,0.992768109,3,2675500032
SUR1984,1984,SUR,2383601677,1728000,6483.168354,130000,715110000,490000,1552550000,970000,2207250000,864150000,1730000,2589770000,5352900000,3,0.992768109,3,2571041024
SUR1985,1985,SUR,2431273711,1746000,6545.006893,140000,720700000,470000,1629090000,1040000,2251670000,873250000,1750000,2541650000,5253440000,3,0.992768109,3,2523269120
SUR1986,1986,SUR,2450723900,1782000,6502.888022,170000,703940000,460000,1763930000,1120000,2221130000,891000000,1780000,2451540000,5067180000,3,0.992768109,3,2433810688
SUR1987,1987,SUR,2298779019,1960000,5991.802558,200000,743050000,460000,1450510000,1290000,2257220000,979850000,1960000,2104310000,4349500000,3,0.992768109,3,2089091840
SUR1988,1988,SUR,2478083782,2322000,6331.478705,230000,737460000,600000,1745710000,1480000,2334960000,1160900000,2320000,2288910000,4731050000,3,0.992768109,3,2272356864
SUR1989,1989,SUR,2582163301,2713000,6463.617046,240000,720700000,680000,1789450000,1770000,2498770000,542520000,2710000,2541120000,5252340000,3,0.992768109,3,2522742784
SUR1990,1990,SUR,2465965952,3884000,6051.866023,310000,726290000,870000,1800380000,1980000,2321080000,388300000,3880000,2528700000,5226680000,3,0.992768109,3,2510412800
SUR1991,1991,SUR,2532547033,4481000,6099.34837,400000,816500000,810000,1825130000,2430000,2344580000,448300000,4480000,2599050000,5372090000,3,0.992768109,3,2580253952
SUR1992,1992,SUR,2542677221,6069000,6014.427046,680000,835000000,1020000,1808630000,3200000,2377490000,404600000,6070000,2593820000,5361270000,3,0.992768109,3,2575061760
SUR1993,1993,SUR,2372317847,14578000,5516.517914,2750000,774860000,2350000,1610650000,7230000,2344580000,428790000,14580000,2405640000,4972330000,3,0.992768109,3,2388242688
SUR1994,1994,SUR,2452976654,81136000,5612.743667,13240000,740170000,22150000,1653960000,29650000,2222360000,605490000,81140000,2483760000,5133790000,3,0.992768109,3,2465797632
SUR1995,1995,SUR,2452976654,305683000,5528.158617,42750000,691590000,89330000,1641580000,101380000,2352810000,693970000,306740000,2510990000,5190080000,3,0.992768109,3,2492830720
SUR1996,1996,SUR,2477506421,345426000,5505.129413,51070000,700850000,90710000,1742640000,126240000,2346930000,860630000,345110000,2542990000,5256220000,3,0.992768109,3,2524599296
SUR1997,1997,SUR,2618724287,370569000,5743.395796,43360000,682340000,100670000,1703450000,158490000,2429200000,929610000,371840000,2688870000,5557740000,3,0.992768109,3,2669424384
SUR1998,1998,SUR,2678954945,444340000,5804.131522,37270000,638390000,94020000,1829250000,207570000,2493840000,945000000,378000000,2730930000,5644680000,3,0.992768109,3,2711180288
SUR1999,1999,SUR,2641449576,762210000,5656.172607,64380000,666150000,166820000,1711700000,354870000,2445650000,885440000,761480000,2707140000,5595510000,3,0.992768109,3,2687562240
SUR2000,2000,SUR,2696920017,1250927000,5709.096334,119330000,705470000,311360000,1915870000,575550000,2449180000,892160000,1177660000,2705280000,5591670000,3,0.992768109,3,2685715712
SUR2001,2001,SUR,2810190658,1818729000,5882.259509,165410000,786430000,450470000,2148910000,772510000,2498540000,763470000,1664360000,2828460000,5846260000,3,0.992768109,3,2808004864
SUR2002,2002,SUR,2888875996,2569900000,5980.56491,172310000,756360000,736610000,2122100000,1125160000,2640740000,1078400000,2534250000,2950080000,6097650000,3,0.992768109,3,2928745216
SUR2003,2003,SUR,3070875184,3314169000,6288.498775,214750000,784110000,888170000,2227270000,1425750000,2858160000,1271200000,3306380000,3127380000,6464120000,3,0.992768109,3,3104763136
SUR2004,2004,SUR,3331899575,4057509000,6749.791493,212000000,791050000,1259000000,2542800000,1681000000,3020340000,1484090000,4057510000,3416860000,7062440000,3,0.992768109,3,3392149760
SUR2005,2005,SUR,3481835056,4899000000,6978.380537,241000000,751730000,1658000000,2802650000,2026000000,3235410000,1793750000,4900000000,3573030000,7385250000,3,0.992768109,3,3547190272
SUR2006,2006,SUR,3683781489,7206309000,7304.640802,734000000,792000000,2677000000,2886000000,3245000000,3381000000,2626380000,7206000000,3710310000,7669000000,3,0.992768109,3,3683477504
SUR2007,2007,SUR,3871615502,8060530000,7595.796593,835000000,835000000,3001000000,3001000000,3577000000,3577000000,2936610000,8061000000,3899960000,8061000000,3,0.992768109,3,3871756032
SUR2008,2008,SUR,4032262091,9697980000,7827.385705,886000000,761000000,3902000000,3246000000,4248000000,3715000000,3532980000,9698000000,4061560000,8395000000,3,0.992768109,3,4032187136
SUR2009,2009,SUR,4153929455,10638400000,7978.828001,1069000000,993000000,3666000000,2954000000,5034000000,4006000000,3875450000,10638000000,4183960000,8648000000,3,0.992768109,3,4153702144
SUR2010,2010,SUR,4368398048,11993000000,8303.31332,1163000000,1021000000,4239000000,3165000000,5736000000,4178000000,4368420000,11993000000,4400220000,9095000000,3,0.992768109,3,4368398336
SUR2011,2011,SUR,4624018823,14452000000,8698.484774,1291000000,1065000000,5098000000,3344000000,6739000000,4356000000,4422680000,14452000000,4657600000,9627000000,3,0.992768109,3,4623916544
SUR2012,2012,SUR,4748421116,16434000000,8841.229685,1408000000,1173000000,5818000000,2985000000,7777000000,4744000000,4958710000,16434000000,4782910000,9886000000,3,0.992768109,3,4748320768
SUR2013,2013,SUR,4887713258,16981000000,9008.945439,1475000000,1071000000,5503000000,3152000000,8564000000,4933000000,5149610000,16981000000,4923210000,10176000000,3,0.992768109,3,4887605760
SUR2014,2014,SUR,4900201616,17294000000,8943.148763,1623000000,1108000000,5231000000,3053000000,9037000000,4998000000,5235210000,17294000000,4935790000,10202000000,3,0.992768109,3,4900094976
SUR2015,2015,SUR,4733050948,16357000000,8555.644438,1519000000,1154000000,4159000000,3071000000,9094000000,4660000000,4767430000,16357000000,4767430000,9854000000,3,0.992768109,3,4732952576
SUR2016,2016,SUR,4469836830,19727000000,8005.180867,1948000000,1166000000,5977000000,3013000000,10485000000,3919000000,2657860000,19720000000,4502300000,9306000000,3,0.992768109,3,4469740032
SUR2017,2017,SUR,4545246714,22978000000,8067.501916,2888000000,1304000000,7413000000,3160000000,11772020000,3779760000,3161570000,23569020000,4581500000,9469700000,3,0.992768109,3,4548366848
,2018,SUR,,25576000000,,2411000000,1360000000,9693000000,3254000000,13646640000,3839980000,3705630000,27673640000,4702740000,9720290000,3,0.992768109,3,4668730368
,2019,SUR,,,,2019450000,1423920000,9777460000,3325590000,14687440000,3898910000,3794370000,28985040000,4810910000,9943870000,3,0.992768109,3,4776118272
,2020,SUR,,,,1709670000,1452400000,9582890000,3292330000,14955130000,3843150000,3925140000,30681010000,4777350000,9874510000,2,0.992768109,3,4742800896
,2021,SUR,,,,1460180000,1494520000,9649040000,3338420000,15587970000,3866580000,4221580000,34188790000,4840810000,10005670000,2,0.992768109,3,4805801984
,2022,SUR,,,,1235970000,1561770000,9743590000,3405190000,16268830000,3906550000,4666250000,38284190000,4938570000,10207730000,2,0.992768109,3,4902854656
,1960,SVK,,,,,,,,,,,,,,1,,3,
,1961,SVK,,,,,,,,,,,,,,1,,3,
,1962,SVK,,,,,,,,,,,,,,1,,3,
,1963,SVK,,,,,,,,,,,,,,1,,3,
,1964,SVK,,,,,,,,,,,,,,1,,3,
,1965,SVK,,,,,,,,,,,,,,1,,3,
,1966,SVK,,,,,,,,,,,,,,1,,3,
,1967,SVK,,,,,,,,,,,,,,1,,3,
,1968,SVK,,,,,,,,,,,,,,1,,3,
,1969,SVK,,,,,,,,,,,,,,1,,3,
,1970,SVK,,,,,,,,,,,,,,1,,3,
,1971,SVK,,,,,,,,,,,,,,1,,3,
,1972,SVK,,,,,,,,,,,,,,1,,3,
,1973,SVK,,,,,,,,,,,,,,1,,3,
,1974,SVK,,,,,,,,,,,,,,1,,3,
,1975,SVK,,,,,,,,,,,,,,1,,3,
,1976,SVK,,,,,,,,,,,,,,1,,3,
,1977,SVK,,,,,,,,,,,,,,1,,3,
,1978,SVK,,,,,,,,,,,,,,1,,3,
,1979,SVK,,,,,,,,,,,,,,1,,3,
SVK1980,1980,SVK,,,,,,,,,,,,,,1,,3,
SVK1981,1981,SVK,,,,,,,,,,,,,,1,,3,
SVK1982,1982,SVK,,,,,,,,,,,,,,1,,3,
SVK1983,1983,SVK,,,,,,,,,,,,,,1,,3,
SVK1984,1984,SVK,,,,,,,,,,,,,,1,,3,
SVK1985,1985,SVK,,,,,,,,,,,,,,1,,3,
SVK1986,1986,SVK,,,,,,,,,,,,,,1,,3,
SVK1987,1987,SVK,,,,,,,,,,,,,,1,,3,
SVK1988,1988,SVK,,,,,,,,,,,,,,1,,3,
SVK1989,1989,SVK,,,,,,,,,,,,,,1,,3,
SVK1990,1990,SVK,,9998223400,,,,,,,,,,,,1,,3,
SVK1991,1991,SVK,,11496932500,,,,,,,,,,,,1,,3,
SVK1992,1992,SVK,40719116152,11926842500,7675.587812,,,,,,,,,,,1,,3,
SVK1993,1993,SVK,41493319725,14046889300,7791.726432,,,,,,,,,,,1,,3,
SVK1994,1994,SVK,44068200327,16924895600,8242.699587,,,,,,,,,,,1,,3,
SVK1995,1995,SVK,46643323563,19685778000,8698.868381,,,,,,,,,,,1,,3,
SVK1996,1996,SVK,49795081605,21951490000,9267.027026,,,,,,,,,,,1,,3,
SVK1997,1997,SVK,52816419598,24415614000,9811.176769,,,,,,,,,,,1,,3,
SVK1998,1998,SVK,54935315958,26664053000,10191.10526,,,,,,,,,,,1,,3,
SVK1999,1999,SVK,54822660414,28547609000,10159.83269,,,,,,,,,,,1,,3,
SVK2000,2000,SVK,55486109654,31601286000,10296.71418,,,,,,,,,,,1,,3,
SVK2001,2001,SVK,57326288833,34310622000,10657.68847,,,,,,,,,,,1,,3,
SVK2002,2002,SVK,59919037775,37279842000,11143.76389,,,,,,,,,,,1,,3,
SVK2003,2003,SVK,63165880223,41404346000,11755.3478,,,,,,,,,,,1,,3,
SVK2004,2004,SVK,66487670526,46101527000,12376.06203,,,,,,,,,,,1,,3,
SVK2005,2005,SVK,70976227122,50415092000,13210.26925,,,,,,,,,,,1,,3,
SVK2006,2006,SVK,76975767929,56272653000,14326.25988,,,,,,,,,,,1,,3,
SVK2007,2007,SVK,85288825295,63053882000,15868.80441,,,,,,,,,,,1,,3,
SVK2008,2008,SVK,90090397692,68491623000,16747.81473,,,,,,,,,,,1,,3,
SVK2009,2009,SVK,85205207757,64023061000,15818.56395,,,,,,,,,,,1,,3,
SVK2010,2010,SVK,89501012916,67577288000,16600.61359,,,,,,,,,,,1,,3,
SVK2011,2011,SVK,92024135539,70627205000,17046.60794,,,,,,,,,,,1,,3,
SVK2012,2012,SVK,93549112293,72703513000,17299.62933,,,,,,,,,,,1,,3,
SVK2013,2013,SVK,94943598803,74169873000,17538.64883,,,,,,,,,,,1,,3,
SVK2014,2014,SVK,97554865847,76087789000,18003.54034,,,,,,,,,,,1,,3,
SVK2015,2015,SVK,1.01311E+11,79138242000,18678.935,,,,,,,,,,,1,,3,
SVK2016,2016,SVK,1.04679E+11,81226073000,19275.08676,,,,,,,,,,,1,,3,
SVK2017,2017,SVK,1.08238E+11,84850874000,19897.15351,,,,,,,,,,,1,,3,
,2018,SVK,,90201788000,,,,,,,,,,,,1,,3,
,2019,SVK,,,,,,,,,,,,,,1,,3,
,1960,SVN,,,,,,,,,,,,,,1,,3,
,1961,SVN,,,,,,,,,,,,,,1,,3,
,1962,SVN,,,,,,,,,,,,,,1,,3,
,1963,SVN,,,,,,,,,,,,,,1,,3,
,1964,SVN,,,,,,,,,,,,,,1,,3,
,1965,SVN,,,,,,,,,,,,,,1,,3,
,1966,SVN,,,,,,,,,,,,,,1,,3,
,1967,SVN,,,,,,,,,,,,,,1,,3,
,1968,SVN,,,,,,,,,,,,,,1,,3,
,1969,SVN,,,,,,,,,,,,,,1,,3,
,1970,SVN,,,,,,,,,,,,,,1,,3,
,1971,SVN,,,,,,,,,,,,,,1,,3,
,1972,SVN,,,,,,,,,,,,,,1,,3,
,1973,SVN,,,,,,,,,,,,,,1,,3,
,1974,SVN,,,,,,,,,,,,,,1,,3,
,1975,SVN,,,,,,,,,,,,,,1,,3,
,1976,SVN,,,,,,,,,,,,,,1,,3,
,1977,SVN,,,,,,,,,,,,,,1,,3,
,1978,SVN,,,,,,,,,,,,,,1,,3,
,1979,SVN,,,,,,,,,,,,,,1,,3,
SVN1980,1980,SVN,,,,,,,,,,,,,,1,,3,
SVN1981,1981,SVN,,,,,,,,,,,,,,1,,3,
SVN1982,1982,SVN,,,,,,,,,,,,,,1,,3,
SVN1983,1983,SVN,,,,,,,,,,,,,,1,,3,
SVN1984,1984,SVN,,,,,,,,,,,,,,1,,3,
SVN1985,1985,SVN,,,,,,,,,,,,,,1,,3,
SVN1986,1986,SVN,,,,,,,,,,,,,,1,,3,
SVN1987,1987,SVN,,,,,,,,,,,,,,1,,3,
SVN1988,1988,SVN,,,,,,,,,,,,,,1,,3,
SVN1989,1989,SVN,,,,,,,,,,,,,,1,,3,
SVN1990,1990,SVN,,855770500,,,,,,,,,,,,1,,3,
SVN1991,1991,SVN,,1519668700,,,,,,,,,,,,1,,3,
SVN1992,1992,SVN,,4427401700,,,,,,,,,,,,1,,3,
SVN1993,1993,SVN,,6241611500,,,,,,,,,,,,1,,3,
SVN1994,1994,SVN,,8059178900,,,,,,,,,,,,1,,3,
SVN1995,1995,SVN,29973079669,10521653200,15062.81794,,,,,,,,,,,1,,3,
SVN1996,1996,SVN,31027017316,12131917000,15602.2229,,,,,,,,,,,1,,3,
SVN1997,1997,SVN,32613857010,13827227300,16422.24551,,,,,,,,,,,1,,3,
SVN1998,1998,SVN,33685428176,15337351800,16998.85709,,,,,,,,,,,1,,3,
SVN1999,1999,SVN,35462116831,17210361200,17882.65865,,,,,,,,,,,1,,3,
SVN2000,2000,SVN,36935721677,18901973500,18570.69607,,,,,,,,,,,1,,3,
SVN2001,2001,SVN,38025091121,21146767100,19088.32622,,,,,,,,,,,1,,3,
SVN2002,2002,SVN,39483849699,23622485700,19796.06709,,,,,,,,,,,1,,3,
SVN2003,2003,SVN,40606013482,25667504400,20346.41582,,,,,,,,,,,1,,3,
SVN2004,2004,SVN,42373104165,27672698600,21218.25215,,,,,,,,,,,1,,3,
SVN2005,2005,SVN,44069302645,29226601800,22029.43035,,,,,,,,,,,1,,3,
SVN2006,2006,SVN,46561862055,31555381200,23201.25791,,,,,,,,,,,1,,3,
SVN2007,2007,SVN,49794021536,35152591200,24673.44469,,,,,,,,,,,1,,3,
SVN2008,2008,SVN,51437289128,37951190000,25447.4259,,,,,,,,,,,1,,3,
SVN2009,2009,SVN,47426581432,36166202600,23252.097,,,,,,,,,,,1,,3,
SVN2010,2010,SVN,48013606745,36252431400,23437.47202,,,,,,,,,,,1,,3,
SVN2011,2011,SVN,48325391228,36896300700,23540.71462,,,,,,,,,,,1,,3,
SVN2012,2012,SVN,47035305258,36076089800,22864.20508,,,,,,,,,,,1,,3,
SVN2013,2013,SVN,46502839741,36239200700,22574.7091,,,,,,,,,,,1,,3,
SVN2014,2014,SVN,47888250500,37603289700,23224.40106,,,,,,,,,,,1,,3,
SVN2015,2015,SVN,48969999339,38863344500,23731.16728,,,,,,,,,,,1,,3,
SVN2016,2016,SVN,50511749002,40357222300,24460.3979,,,,,,,,,,,1,,3,
SVN2017,2017,SVN,53037744699,42999657900,25662.41491,,,,,,,,,,,1,,3,
,2018,SVN,,45947563200,,,,,,,,,,,,1,,3,
,2019,SVN,,,,,,,,,,,,,,1,,3,
,1800,SWE,,,,,,,,,,,,,,1,,3,
,1801,SWE,,,,,,,,,,,,,,1,,3,
,1802,SWE,,,,,,,,,,,,,,1,,3,
,1803,SWE,,,,,,,,,,,,,,1,,3,
,1804,SWE,,,,,,,,,,,,,,1,,3,
,1805,SWE,,,,,,,,,,,,,,1,,3,
,1806,SWE,,,,,,,,,,,,,,1,,3,
,1807,SWE,,,,,,,,,,,,,,1,,3,
,1808,SWE,,,,,,,,,,,,,,1,,3,
,1809,SWE,,,,,,,,,,,,,,1,,3,
,1810,SWE,,,,,,,,,,,,,,1,,3,
,1811,SWE,,,,,,,,,,,,,,1,,3,
,1812,SWE,,,,,,,,,,,,,,1,,3,
,1813,SWE,,,,,,,,,,,,,,1,,3,
,1814,SWE,,,,,,,,,,,,,,1,,3,
,1815,SWE,,,,,,,,,,,,,,1,,3,
,1816,SWE,,,,,,,,,,,,,,1,,3,
,1817,SWE,,,,,,,,,,,,,,1,,3,
,1818,SWE,,,,,,,,,,,,,,1,,3,
,1819,SWE,,,,,,,,,,,,,,1,,3,
,1820,SWE,,,,,,,,,,,,,,1,,3,
,1821,SWE,,,,,,,,,,,,,,1,,3,
,1822,SWE,,,,,,,,,,,,,,1,,3,
,1823,SWE,,,,,,,,,,,,,,1,,3,
,1824,SWE,,,,,,,,,,,,,,1,,3,
,1825,SWE,,,,,,,,,,,,,,1,,3,
,1826,SWE,,,,,,,,,,,,,,1,,3,
,1827,SWE,,,,,,,,,,,,,,1,,3,
,1828,SWE,,,,,,,,,,,,,,1,,3,
,1829,SWE,,,,,,,,,,,,,,1,,3,
,1830,SWE,,,,,,,,,,,,,,1,,3,
,1831,SWE,,,,,,,,,,,,,,1,,3,
,1832,SWE,,,,,,,,,,,,,,1,,3,
,1833,SWE,,,,,,,,,,,,,,1,,3,
,1834,SWE,,,,,,,,,,,,,,1,,3,
,1835,SWE,,,,,,,,,,,,,,1,,3,
,1836,SWE,,,,,,,,,,,,,,1,,3,
,1837,SWE,,,,,,,,,,,,,,1,,3,
,1838,SWE,,,,,,,,,,,,,,1,,3,
,1839,SWE,,,,,,,,,,,,,,1,,3,
,1840,SWE,,,,,,,,,,,,,,1,,3,
,1841,SWE,,,,,,,,,,,,,,1,,3,
,1842,SWE,,,,,,,,,,,,,,1,,3,
,1843,SWE,,,,,,,,,,,,,,1,,3,
,1844,SWE,,,,,,,,,,,,,,1,,3,
,1845,SWE,,,,,,,,,,,,,,1,,3,
,1846,SWE,,,,,,,,,,,,,,1,,3,
,1847,SWE,,,,,,,,,,,,,,1,,3,
,1848,SWE,,,,,,,,,,,,,,1,,3,
,1849,SWE,,,,,,,,,,,,,,1,,3,
,1850,SWE,,,,,,,,,,,,,,1,,3,
,1851,SWE,,,,,,,,,,,,,,1,,3,
,1852,SWE,,,,,,,,,,,,,,1,,3,
,1853,SWE,,,,,,,,,,,,,,1,,3,
,1854,SWE,,,,,,,,,,,,,,1,,3,
,1855,SWE,,,,,,,,,,,,,,1,,3,
,1856,SWE,,,,,,,,,,,,,,1,,3,
,1857,SWE,,,,,,,,,,,,,,1,,3,
,1858,SWE,,,,,,,,,,,,,,1,,3,
,1859,SWE,,,,,,,,,,,,,,1,,3,
,1860,SWE,,,,,,,,,,,,,,1,,3,
,1861,SWE,,,,,,,,,,,,,,1,,3,
,1862,SWE,,,,,,,,,,,,,,1,,3,
,1863,SWE,,,,,,,,,,,,,,1,,3,
,1864,SWE,,,,,,,,,,,,,,1,,3,
,1865,SWE,,,,,,,,,,,,,,1,,3,
,1866,SWE,,,,,,,,,,,,,,1,,3,
,1867,SWE,,,,,,,,,,,,,,1,,3,
,1868,SWE,,,,,,,,,,,,,,1,,3,
,1869,SWE,,,,,,,,,,,,,,1,,3,
,1870,SWE,,,,,,,,,,,,,,1,,3,
,1871,SWE,,,,,,,,,,,,,,1,,3,
,1872,SWE,,,,,,,,,,,,,,1,,3,
,1873,SWE,,,,,,,,,,,,,,1,,3,
,1874,SWE,,,,,,,,,,,,,,1,,3,
,1875,SWE,,,,,,,,,,,,,,1,,3,
,1876,SWE,,,,,,,,,,,,,,1,,3,
,1877,SWE,,,,,,,,,,,,,,1,,3,
,1878,SWE,,,,,,,,,,,,,,1,,3,
,1879,SWE,,,,,,,,,,,,,,1,,3,
,1880,SWE,,,,,,,,,,,,,,1,,3,
,1881,SWE,,,,,,,,,,,,,,1,,3,
,1882,SWE,,,,,,,,,,,,,,1,,3,
,1883,SWE,,,,,,,,,,,,,,1,,3,
,1884,SWE,,,,,,,,,,,,,,1,,3,
,1885,SWE,,,,,,,,,,,,,,1,,3,
,1886,SWE,,,,,,,,,,,,,,1,,3,
,1887,SWE,,,,,,,,,,,,,,1,,3,
,1888,SWE,,,,,,,,,,,,,,1,,3,
,1889,SWE,,,,,,,,,,,,,,1,,3,
,1890,SWE,,,,,,,,,,,,,,1,,3,
,1891,SWE,,,,,,,,,,,,,,1,,3,
,1892,SWE,,,,,,,,,,,,,,1,,3,
,1893,SWE,,,,,,,,,,,,,,1,,3,
,1894,SWE,,,,,,,,,,,,,,1,,3,
,1895,SWE,,,,,,,,,,,,,,1,,3,
,1896,SWE,,,,,,,,,,,,,,1,,3,
,1897,SWE,,,,,,,,,,,,,,1,,3,
,1898,SWE,,,,,,,,,,,,,,1,,3,
,1899,SWE,,,,,,,,,,,,,,1,,3,
,1900,SWE,,,,,,,,,,,,,,1,,3,
,1901,SWE,,,,,,,,,,,,,,1,,3,
,1902,SWE,,,,,,,,,,,,,,1,,3,
,1903,SWE,,,,,,,,,,,,,,1,,3,
,1904,SWE,,,,,,,,,,,,,,1,,3,
,1905,SWE,,,,,,,,,,,,,,1,,3,
,1906,SWE,,,,,,,,,,,,,,1,,3,
,1907,SWE,,,,,,,,,,,,,,1,,3,
,1908,SWE,,,,,,,,,,,,,,1,,3,
,1909,SWE,,,,,,,,,,,,,,1,,3,
,1910,SWE,,,,,,,,,,,,,,1,,3,
,1911,SWE,,,,,,,,,,,,,,1,,3,
,1912,SWE,,,,,,,,,,,,,,1,,3,
,1913,SWE,,,,,,,,,,,,,,1,,3,
,1914,SWE,,,,,,,,,,,,,,1,,3,
,1915,SWE,,,,,,,,,,,,,,1,,3,
,1916,SWE,,,,,,,,,,,,,,1,,3,
,1917,SWE,,,,,,,,,,,,,,1,,3,
,1918,SWE,,,,,,,,,,,,,,1,,3,
,1919,SWE,,,,,,,,,,,,,,1,,3,
,1920,SWE,,,,,,,,,,,,,,1,,3,
,1921,SWE,,,,,,,,,,,,,,1,,3,
,1922,SWE,,,,,,,,,,,,,,1,,3,
,1923,SWE,,,,,,,,,,,,,,1,,3,
,1924,SWE,,,,,,,,,,,,,,1,,3,
,1925,SWE,,,,,,,,,,,,,,1,,3,
,1926,SWE,,,,,,,,,,,,,,1,,3,
,1927,SWE,,,,,,,,,,,,,,1,,3,
,1928,SWE,,,,,,,,,,,,,,1,,3,
,1929,SWE,,,,,,,,,,,,,,1,,3,
,1930,SWE,,,,,,,,,,,,,,1,,3,
,1931,SWE,,,,,,,,,,,,,,1,,3,
,1932,SWE,,,,,,,,,,,,,,1,,3,
,1933,SWE,,,,,,,,,,,,,,1,,3,
,1934,SWE,,,,,,,,,,,,,,1,,3,
,1935,SWE,,,,,,,,,,,,,,1,,3,
,1936,SWE,,,,,,,,,,,,,,1,,3,
,1937,SWE,,,,,,,,,,,,,,1,,3,
,1938,SWE,,,,,,,,,,,,,,1,,3,
,1939,SWE,,,,,,,,,,,,,,1,,3,
,1940,SWE,,,,,,,,,,,,,,1,,3,
,1941,SWE,,,,,,,,,,,,,,1,,3,
,1942,SWE,,,,,,,,,,,,,,1,,3,
,1943,SWE,,,,,,,,,,,,,,1,,3,
,1944,SWE,,,,,,,,,,,,,,1,,3,
,1945,SWE,,,,,,,,,,,,,,1,,3,
,1946,SWE,,,,,,,,,,,,,,1,,3,
,1947,SWE,,,,,,,,,,,,,,1,,3,
,1948,SWE,,,,,,,,,,,,,,1,,3,
,1949,SWE,,,,,,,,,,,,,,1,,3,
,1950,SWE,,,,,,,,,,,,,,1,,3,
,1951,SWE,,,,,,,,,,,,,,1,,3,
,1952,SWE,,,,,,,,,,,,,,1,,3,
,1953,SWE,,,,,,,,,,,,,,1,,3,
,1954,SWE,,,,,,,,,,,,,,1,,3,
,1955,SWE,,,,,,,,,,,,,,1,,3,
,1956,SWE,,,,,,,,,,,,,,1,,3,
,1957,SWE,,,,,,,,,,,,,,1,,3,
,1958,SWE,,,,,,,,,,,,,,1,,3,
,1959,SWE,,,,,,,,,,,,,,1,,3,
,1960,SWE,1.35793E+11,76785287168,18142.87588,,,,,,,,,,,1,,3,
,1961,SWE,1.43508E+11,83532652544,19083.55897,,,,,,,,,,,1,,3,
,1962,SWE,1.4962E+11,90590552064,19786.85153,,,,,,,,,,,1,,3,
,1963,SWE,1.57592E+11,98053709824,20723.93784,,,,,,,,,,,1,,3,
,1964,SWE,1.68342E+11,1.09347E+11,21972.8347,,,,,,,,,,,1,,3,
,1965,SWE,1.74775E+11,1.20331E+11,22598.66626,,,,,,,,,,,1,,3,
,1966,SWE,1.78429E+11,1.30893E+11,22852.67116,,,,,,,,,,,1,,3,
,1967,SWE,1.84434E+11,1.42074E+11,23441.23789,,,,,,,,,,,1,,3,
,1968,SWE,1.91144E+11,1.50765E+11,24157.94022,,,,,,,,,,,1,,3,
,1969,SWE,2.0072E+11,1.63728E+11,25190.51956,,,,,,,,,,,1,,3,
,1970,SWE,2.12847E+11,1.94499E+11,26464.33574,,,,,,,,,,,1,,3,
,1971,SWE,2.14858E+11,2.10296E+11,26531.14094,,,,,,,,,,,1,,3,
,1972,SWE,2.19776E+11,2.30109E+11,27058.29384,,,,,,,,,,,1,,3,
,1973,SWE,2.28496E+11,2.56067E+11,28083.51421,,,,,,,,,,,1,,3,
,1974,SWE,2.35804E+11,2.89251E+11,28897.70718,,,,,,,,,,,1,,3,
,1975,SWE,2.41824E+11,3.39684E+11,29517.92516,,,,,,,,,,,1,,3,
,1976,SWE,2.44382E+11,3.84193E+11,29721.96431,,,,,,,,,,,1,,3,
,1977,SWE,2.40482E+11,4.17869E+11,29143.83431,,,,,,,,,,,1,,3,
,1978,SWE,2.44694E+11,4.65789E+11,29568.09094,,,,,,,,,,,1,,3,
,1979,SWE,2.5409E+11,5.22095E+11,30636.57753,,,,,,,,,,,1,,3,
SWE1980,1980,SWE,2.58409E+11,5.93182E+11,31094.20624,,,,,,,,,,,1,,3,
SWE1981,1981,SWE,2.59585E+11,6.48122E+11,31198.19672,,,,,,,,,,,1,,3,
SWE1982,1982,SWE,2.62826E+11,7.09268E+11,31569.69716,,,,,,,,,,,1,,3,
SWE1983,1983,SWE,2.67821E+11,7.94691E+11,32155.16194,,,,,,,,,,,1,,3,
