year,Country_Code,Total_Revenue,Tax_Revenue,Income_Taxes,PIT,CIT,Tax_on_Goods_and_Services,Value_Added_Tax,Excise_Taxes,Trade_Taxes,Social_Contributions,Property_Tax,Other_Taxes,Direct_Taxes,Indirect_Taxes,Total_Non_Tax_Revenue,GDP_Current_LCU,GDP_Constant_USD,Tax_Revenue_real_USD,Tax_Revenue_current_LCU,gr_Tax_Revenue,outlier
1999,ABW,0.22658884565499354,0.19737354085603115,0.10019455252918288,0.07422178988326848,0.025972762645914395,0.03261997405966277,,0.03261997405966277,0.03858625162127108,0.06426718547341115,0.008592736705577173,0.005447470817120623,0.18498702983138782,0.07665369649805448,0.029215304798962383,3083810000.0,2399076806.9701953,473514284.1772886,608662499.0272374,0.11233389380557557,0
2000,ABW,0.21127348643006263,0.18625111840143155,0.09230539815090963,0.06802863107664778,0.024276767074261858,0.03176260065612884,,0.03176260065612884,0.038681777512675215,0.05669549657023561,0.007277065314643602,0.0051595586042350134,0.1673426781986281,0.07560393677303907,0.02502236802863108,3353480000.0,2581804607.8140316,480863995.6993327,624589400.5368327,0.015521625783293747,0
2001,ABW,0.2155522827687776,0.1785861561119293,0.0891899852724595,0.06268041237113402,0.026509572901325478,0.0308100147275405,,0.0308100147275405,0.03617083946980854,0.05072164948453608,0.006774668630338734,0.0030633284241531667,0.1592636229749632,0.07004418262150221,0.03696612665684831,3437000000.0,2505092564.794573,447374851.85123694,613800618.556701,-0.06964369166252848,0
2002,ABW,0.19359339407744874,0.17357630979498861,0.08582004555808656,0.0635250569476082,0.02229498861047836,0.031036446469248292,,0.031036446469248292,0.033855353075170846,0.051452164009111616,0.007830296127562643,0.0031605922551252844,0.1569760820045558,0.06805239179954442,0.020017084282460136,3475000000.0,2423084691.9637628,420590099.15179664,603177676.5375854,-0.059870939523321454,0
2003,ABW,0.2536212079803225,0.18786553703197595,0.09289423339710302,0.0640338890407215,0.028860344356381525,0.03265919650177644,,0.03265919650177644,0.035228204427439194,0.05435911451216179,0.01153320579393277,0.003990161246242143,0.17031975949713038,0.07187756217545778,0.06578300081989615,3618000000.0,2470953875.24177,464207076.7535372,679697512.981689,0.10370424241964527,0
2004,ABW,0.19169970267591677,0.1751982160555005,0.0797571853320119,0.06132309217046582,0.018434093161546088,0.030450941526263632,,0.030450941526263632,0.03932111000991081,0.0486372646184341,0.008448959365708624,0.003790882061446978,0.15029732408325078,0.07353815659068386,0.016476709613478694,3989000000.0,2666444959.292544,467156400.0782354,698865683.8453915,0.006353464805673559,0
2005,ABW,0.2016808712121212,0.18451704545454545,0.08633996212121212,0.06370738636363638,0.022632575757575758,0.02940340909090909,,0.02940340909090909,0.042021780303030304,0.04412878787878788,0.010037878787878788,0.0034327651515151515,0.1537878787878788,0.0748816287878788,0.017140151515151518,4172000000.0,2698824916.2910776,497979199.75314057,769805113.6363636,0.0659796155414829,0
2006,ABW,0.2154489934403981,0.1923094322551459,0.08984392671341325,0.06946392218954989,0.020380004523863376,0.025718163311467996,,0.025718163311467996,0.05082560506672698,0.0440624293146347,0.010020357385206966,0.0032798009500113095,0.15654829224157432,0.07982356932820628,0.023139561185252205,4340000000.0,2727178974.028193,524462240.1535331,834622935.9873332,0.05318101722626323,0
2007,ABW,0.2086167327352389,0.18406008762779053,0.06532443146254956,,,,,,,0.042520342165658254,0.012226163154600459,,0.16019194658877528,0.03546839140413102,0.02455664510744836,4681000000.0,2776274358.207612,511001301.650481,861585270.1856874,-0.025666172838508805,0
2008,ABW,0.21436588720770292,0.19215680880330124,0.06956179996069954,,,,,,,,0.014484181568088035,,,0.043426999410493224,0.022209078404401648,4914000000.0,2773756053.9767356,532996111.7310069,944258558.4594223,0.0430425715345244,0
2009,ABW,0.23094027565084224,0.2035405819295559,0.07438197330999781,,,,,,,,0.014678407350689126,,,0.045941807044410414,0.028378254211332308,4473000000.0,2481963892.1005044,505180374.92628217,910437022.9709035,-0.05218750417219331,0
2010,ABW,0.26889890710382514,0.24356785063752276,0.0808287795992714,,,,,,,,0.014614071038251367,,,0.07695810564663023,0.024356785063752277,4279000000.0,2390502793.296089,582249627.3061228,1042226832.8779598,0.152557890616964,0
2011,ABW,0.20780601440067767,0.18170944515036003,0.07539178314273613,,,,,,,,0.012565014824227023,,,0.029013130029648455,0.026096569250317662,4564000000.0,2472880828.3629756,449345803.24479896,829321907.6662432,-0.22825918270867096,0
2012,ABW,0.21793420209356976,0.1966250801110874,0.08822901089510789,,,,,,,,0.014528946806237985,,,0.029053621021149327,0.02130912198248238,4537000000.0,2439005748.5223866,479569700.6946169,892087988.4640036,0.0672620000711397,0
2013,ABW,0.22941183698545972,0.1933884906819578,0.08335039934466516,,,,,,,,0.015167724759369242,,,0.028466106901494984,0.036023346303501944,4882851000.0,2541400876.222348,491477679.67044497,944287185.1148883,0.0248305490496592,0
2014,ABW,0.22377902321857485,0.20056044835868694,0.088871096877502,,,,,,,,0.015612489991993595,,,0.02902321857485989,0.02321857485988791,4995620000.0,2549025078.851015,511233612.6918969,1001923787.0296236,0.040197009627576774,0
2015,ABW,0.22662141779788839,0.19683257918552036,0.09313725490196079,,,,,,,,0.013951734539969835,,,0.02790346907993967,0.029788838612368026,5303600000.0,2694319530.67228,530329862.3721456,1043921266.9683257,0.037353274914177614,0
2016,ABW,0.236659801535293,0.199962553828871,0.09398988953379517,,,,,,,,0.016289084441115896,,,0.026961243212881483,0.03669724770642202,5340710000.0,2750900229.6530194,550077035.2498455,1067942010.8593895,0.037235641963233146,0
2017,ABW,0.21969286359530263,0.195483288166215,0.08816621499548329,,,,,,,,0.016982836495031618,,,0.027642276422764227,0.023848238482384824,5535450000.0,2805918209.6096582,548510117.9399549,1082087967.4796748,-0.002848541585050768,0
2018,ABW,0.22627355198883461,0.2016748080949058,0.08705512909979064,,,,,,,,0.017620376831821355,,,0.03279832519190509,0.024773203070481507,5731917606.40279,,,1155983383.2870944,,0
2019,ABW,,,,,,,,,,,,,,,,,,,,,0
2020,ABW,,,,,,,,,,,,,,,,,,,,,0
1980,AFG,0.16275840597758406,,,,,,,,,,,,,,,160599998500.0,,,,,0
1981,AFG,0.17311846689895471,,,,,,,,,,,,,,,172200001500.0,,,,,0
1982,AFG,0.18735632183908046,0.062068965517241385,,,,,,,,,,,,,0.12528735632183907,,,,,,0
1983,AFG,0.19825581395348837,0.07674418604651162,,,,,,,,,,,,,0.12209302325581395,,,,,,0
1984,AFG,0.2534697718183957,0.09527170077628794,,,,,,,,,,,,,0.15819807104210773,,,,,,0
1985,AFG,0.30578856564935447,0.10768040930453925,,,,,,,,,,,,,0.19810815634481527,,,,,,0
1986,AFG,0.35412450898702535,0.12974645875491012,,,,,,,,,,,,,0.2249732174741102,,,,,,0
1987,AFG,0.4099650947915953,0.15467798234207103,,,,,,,,,,,,,0.2552871124495243,,,,,,0
1988,AFG,0.38721163118463026,0.17877012091091166,,,,,,,,,,,,,0.20844151027371857,,,,,,0
1989,AFG,,0.15433741351782862,,,,,,,,,,,,,0.13364082549819645,,,,,,0
1990,AFG,,,,,,,,,,,,,,,,,,,,,0
1991,AFG,,,,,,,,,,,,,,,,,,,,,0
1992,AFG,,,,,,,,,,,,,,,,,,,,,0
1993,AFG,,,,,,,,,,,,,,,,,,,,,0
1994,AFG,,,,,,,,,,,,,,,,,,,,,0
1995,AFG,,,,,,,,,,,,,,,,,,,,,0
1996,AFG,,,,,,,,,,,,,,,,,,,,,0
1997,AFG,,,,,,,,,,,,,,,,,,,,,0
1998,AFG,,,,,,,,,,,,,,,,,,,,,0
1999,AFG,,,,,,,,,,,,,,,,,,,,,0
2000,AFG,,,,,,,,,,,,,,,,,,,,,0
2001,AFG,,,,,,,,,,,,,,,,,,,,,0
2002,AFG,0.03280729038465842,,,,,,,,,,,,,,,182162721300.0,7465114629.203963,,,,0
2003,AFG,0.046345338982696486,0.024799365137969123,0.0016595275597351066,0.0009616666515160468,0.0006978609082190599,0.0014481352510987988,0.0013714589137914577,,0.020747224846259085,0.00032694216478117204,7.235936058323826e-08,0.0009444051215155468,0.001986542083876862,0.023139765218873436,0.021545973844727357,221358563000.0,8124454292.286968,201481308.54116505,5489551830.253141,,0
2004,AFG,0.050628356783964906,0.03948636763697656,0.004116468227935502,0.0015042795312944235,0.0026121886966410787,0.0050307591450387875,0.004971659226270257,,0.028516064588765686,0.001275334064416555,4.841395556638641e-09,0.00182307083384103,0.005391807133747613,0.035369894567645506,0.011141989146988345,249791940700.0,8239343661.258997,325341752.89586526,9863376403.234049,0.6147490566321889,0
2005,AFG,0.07357888808976604,0.046028353129513394,0.0032086416732256353,0.0013250278587263796,0.0006030853551353443,0.005592291172284423,0.004391119789719474,,0.036376569177439776,0.0006543743629601936,3.169986816473505e-05,0.0008191512383988246,0.0038947159043505636,0.04278801158812302,0.027550534960252653,308163225800.0,9164598457.75828,421831374.10389197,14184245778.652372,0.29657927502133696,0
2006,AFG,0.08865195386768146,0.0701255640959814,0.012611806156290756,0.004888969183585538,0.006226831601078026,0.017214144819311945,0.01548793100102077,,0.03343670216328289,0.0010333561016375712,2.1737618451377463e-05,0.0068411733386444275,0.013666899876379705,0.05749202032123927,0.018526389771700062,348048404600.0,9655582953.499466,677103201.2896923,24407090705.28137,0.6051513539695366,0
2007,AFG,0.07791767532506812,0.05968343011214166,0.013234613992561315,0.004755036258318811,0.006793029618007229,0.015336665830430767,0.01392883759852162,,0.030766404757950384,0.0009320958163253372,6.921179896840898e-05,0.00027653373223078634,0.014235921607855063,0.04637960432061194,0.018234245212926468,485419056200.0,10990594706.870234,655956391.0783637,28971474315.814465,-0.031231295570674944,0
