year,Country_Code,Total_Revenue,Tax_Revenue,Income_Taxes,PIT,CIT,Tax_on_Goods_and_Services,Value_Added_Tax,Excise_Taxes,Trade_Taxes,Social_Contributions,Property_Tax,Other_Taxes,Direct_Taxes,Indirect_Taxes,Total_Non_Tax_Revenue,GDP_Current_LCU,GDP_Constant_USD,Tax_Revenue_real_USD,Tax_Revenue_current_LCU,gr_Tax_Revenue,outlier
1999,CAN,0.3925593414225194,0.31462322085859135,0.18108971654777614,0.13573811375789985,0.04190493486650858,0.08531669163533181,0.050873300725248774,0.018058017917910965,0.0021033206671098193,0.048617129165715874,0.03654064369549473,0.002058710426319288,0.2737616272955464,0.08947872272876091,0.07793612056392808,1007917000000.0,1153325227862.1177,362862897887.44824,317114092898.1288,0.051725065190859176,0
2000,CAN,0.3907220420045748,0.30479543518945457,0.17658925384469337,0.12987608379216506,0.043074159863299794,0.08285528311951323,0.05000877792544776,0.01665046425633097,0.0025531837948773585,0.04801601254893452,0.03359394613360817,0.001959638178415471,0.2654433435496849,0.08736810509280607,0.08592660681512021,1106063000000.0,1210043026230.0251,368815590777.7451,337122953431.9537,0.016404798961130673,0
2001,CAN,0.3751829389973264,0.2924755561186153,0.16294952819473324,0.12750122581998008,0.031482516993726735,0.08268448721757213,0.050211594177573524,0.01679211823090499,0.0026071609554930365,0.048380239222744516,0.03561325772799552,0.0017720813601971096,0.2537920649343841,0.08706372953326227,0.0827073828787111,1144535000000.0,1227050514799.1692,358882281701.5202,334748510622.21936,-0.026932996664479125,0
2002,CAN,0.35913158860340627,0.28047282544044105,0.14956912933843794,0.11619362983689233,0.029694476790456482,0.08515850346404846,0.05104179979726729,0.017916759795256722,0.0026765743199658205,0.05033401804488603,0.03463953790347578,0.0016400480861865306,0.24133171761512617,0.08947512587020082,0.07865876316296522,1193687000000.0,1269041977011.5918,355931788894.9644,334796765581.52374,-0.008221338742517514,0
2003,CAN,0.3588177174736003,0.27643286072922896,0.14720272086072922,0.11223240804941223,0.03165012950787009,0.08484757680812911,0.05102409802749552,0.018058959155210202,0.0023861326957561268,0.05056582506475393,0.03404160749153218,0.001134340705319785,0.23863063558477782,0.08836805020920502,0.08238485674437136,1254742000000.0,1317406310832.6917,364174395246.22076,346851920537.1142,0.023157825764443807,0
2004,CAN,0.358311449918771,0.27825856273348654,0.15111362176487764,0.11329460145388663,0.03433553188144311,0.08360156393881997,0.05039280842685273,0.017483999011776333,0.002193557081146639,0.04886889341408818,0.03370666601783295,0.000998098418093477,0.24033423670951468,0.08679321943806009,0.08005288718528446,1335724000000.0,1368969973017.1025,380927617117.0388,371676640448.6236,0.04600329427194105,0
2005,CAN,0.36092124311510354,0.2784004931098277,0.15359166355981682,0.11592749878656998,0.033830429308028334,0.08155175613221814,0.049838516731265686,0.01614543504104559,0.0023410406657334393,0.048205861042916735,0.033380408556616184,0.0010428942240730452,0.24167066313071983,0.08493569102202463,0.08252075000527578,1421573000000.0,1437361808211.554,400162236183.3302,395766624191.61707,0.05049415742514052,0
2006,CAN,0.3653121829480155,0.2795706608312174,0.15851337765602033,0.1161934524923159,0.037663370306027,0.07907567285847922,0.048416668448483226,0.015120093545369504,0.0023606842175598023,0.047675923426433245,0.03298120940799145,0.00022116798075638114,0.24558905920085528,0.08165752505679541,0.0857415221167981,1496574000000.0,1497239679784.7686,418584286700.1481,418398182162.81836,0.046036454345427025,0
2007,CAN,0.36490165625039617,0.27822234258331957,0.15922215623138064,0.12044764207750719,0.03440031438966571,0.0772625622757755,0.04697485009444366,0.014426007504785569,0.002427012157245541,0.046728859830381705,0.032731247543830735,0.00021677674530633977,0.2450448512353739,0.0799063511783274,0.08667931366707658,1577660000000.0,1600079217041.4397,445177788084.1532,438940260999.99994,0.06353201070601888,0
2008,CAN,0.3524867076232318,0.26713370045382123,0.15427265485443925,0.11775995751460434,0.03231605754839956,0.06942845978371072,0.04167532286486747,0.012822900473132816,0.0024103220199874474,0.04521340824602907,0.03440745727321006,0.0003445903538840342,0.24016373714575387,0.07218337215758219,0.08535300716941052,1657040000000.0,1616201978377.6487,431742015164.80804,442651226999.99994,-0.030180690229776985,0
2009,CAN,0.35541618310603124,0.2748524390166292,0.15454603552404653,0.11715541738527234,0.03365620207085717,0.0733283161398306,0.044532445762506916,0.01380547243417996,0.002357238772250259,0.048612251404860855,0.03760004518465249,0.0003754780981716126,0.2474036580476412,0.07606103301025247,0.08056374408940198,1571334000000.0,1568873116946.2776,431208602700.3057,431884982409.75604,-0.0012354888932889496,0
2010,CAN,0.3455699942978902,0.2639797641127217,0.14463000930344228,0.10857646949371266,0.03247261486750098,0.07406013084841391,0.04514083911047088,0.013973505597070918,0.002065364184748357,0.04608931964826985,0.03640813721076799,0.0003577323609735602,0.23358585576663363,0.07648322739413582,0.0815902301851685,1666046000000.0,1617343367486.2585,426945920638.29755,439802430080.9436,-0.009885429083080655,0
2011,CAN,0.34536506149735635,0.26264624871763076,0.1457880443727946,0.111087977858697,0.031595323720730976,0.07286422894377868,0.045072049423356596,0.013343516566519735,0.002170727032907568,0.04538327846859745,0.03494580397506285,0.00036131810649019764,0.23263325366673054,0.07539627408317645,0.08271881277972559,1774063000000.0,1668239244640.1025,438156779568.25684,465950991938.74615,0.026258264543665533,0
2012,CAN,0.345,0.26478170315236427,0.1479635475043783,0.11353546081436078,0.03169165936952714,0.07253772767075307,0.04530452823992994,0.012948945928196147,0.0021978984238178634,0.046993213660245184,0.03519439470227671,0.00037379597197898423,0.23666549474605958,0.07510942206654993,0.0802182968476357,1827205000000.0,1697637332788.0718,449503304310.66266,483810451908.51575,0.02589603829384135,0
2013,CAN,0.34524993087133654,0.26379905007228277,0.1481334535418583,0.11252667209883034,0.03278170587462216,0.07141492022604809,0.04473552372190827,0.012863862794059665,0.002204231830726771,0.04751968405835195,0.03511885871993692,0.00036588250755684057,0.237333699566303,0.0739850345643317,0.0814508807990538,1902249000000.0,1737177385979.8652,458265744228.53973,501811479200.9498,0.01949360512780829,0
2014,CAN,0.3465264549601484,0.2658618822998647,0.1503483748558825,0.11354984309990475,0.03346753772118903,0.07169937540728859,0.04532795478470098,0.012654068374354606,0.0022677828462579577,0.04680153140508296,0.03470139505739636,0.0003614216251441175,0.2383348343275352,0.07432857987869067,0.08066457266028369,1994897000000.0,1787035003652.163,475104489806.70966,530367071414.35315,0.036744499867684466,0
2015,CAN,0.3592907176302727,0.27978642360483114,0.15817664586724542,0.12072925232611885,0.03410994051566488,0.07539485038483953,0.04801612758987962,0.012702568276361006,0.0026029420630614337,0.04841712586161854,0.03657635497678906,0.0003757963063443259,0.2498299607122043,0.0783735887542453,0.07950429402544161,1990442000000.0,1798814724939.9365,503283938618.6529,556898648572.8473,0.05931210800261577,0
2016,CAN,0.3622333318522468,0.2837040162129605,0.16007989227564007,0.11905176397405137,0.037684822318986545,0.07684276785449805,0.04928932975897785,0.012889395914175974,0.002696071171144485,0.04887531078132251,0.03696520779643948,0.0003653346761851161,0.2526751527987598,0.07990417370182765,0.07852931563928632,2025533000000.0,1816827955111.9688,515441387633.24585,574651847071.8865,0.02415624279201345,0
2017,CAN,0.3652388715524329,0.2849463847260632,0.16125033214365797,0.11899397890350549,0.03874338515584124,0.07816045575155094,0.050013102156364446,0.012772706760594962,0.0026127700127064803,0.04626423032364153,0.035930525450332616,0.0003480267583526422,0.25008936252709474,0.08112125252261006,0.08029248682636969,2140641000000.0,1872057348846.8118,533435973553.75757,609967913946.3846,0.03491102257647083,0
2018,CAN,0.37303620387509695,0.2848372405509217,0.1615553001340104,0.11993456527292855,0.0375421572538175,0.07764788563847666,0.049868437635859214,0.012567378102072008,0.002976017067278603,0.04625950196533657,0.0356567778340512,0.0003361465060932157,0.2501366928562144,0.08096004921184848,0.08819896332417523,2231168000000.0,1917539872203.5923,546186765844.83826,635519736325.5188,0.02390313537749389,0
2019,CAN,0.375991533338238,0.28683463524198194,0.16384110381657585,0.12193424185639913,0.03748484448502842,0.07681926767097559,0.04959772840382393,0.012479201197900212,0.0023767586585941116,0.046724428422432934,0.03595186457841962,0.000373911048984944,0.2539891262858602,0.07956993737855465,0.0891568980962561,2310712000000.0,1953233254289.7424,560254948036.7076,662792233669.2706,0.025757090928610893,0
2020,CAN,0.4261998312205657,,,,,,,,,,,,,,,2204061000000.0,1847703996298.686,,,,0
1980,CHE,,0.17285553788464625,0.10224161158692871,0.08781631332953976,0.014425298257388953,0.051884383617608006,0.027741706426212605,0.01666739619961967,0.0046349660280821554,0.0527403689491321,0.014094576652027372,,0.16907655718808817,0.056519349645690165,,205542880000.0,355798872774.126,61501805532.12236,35529225080.7593,,0
1981,CHE,,0.17359115020175,0.10357709570657841,0.08873826903023983,0.014838826676338577,0.05184295235072766,0.02908373758897402,0.015550618851158363,0.004384095751915492,0.052881171510178175,0.013787006392528448,,0.17024527360928504,0.05622704810264315,,220656647000.0,361496407962.182,62752577251.95623,38304041152.39153,0.02033715447883222,0
1982,CHE,,0.17666356474790834,0.10630861661570658,0.09060032848890814,0.015708288126798434,0.051949277195751084,0.029255239312317476,0.015562483650601014,0.0041339857368915345,0.05327438258236881,0.014271685199559157,,0.17385468439763455,0.05608326293264262,,233768963000.0,356762910750.64984,63027007583.049675,41298458331.00189,0.004373212115122982,0
1983,CHE,,0.18055879122707758,0.10798915033114787,0.09230954837421373,0.015679601956934137,0.054448031417446,0.031438246746763404,0.015833527473624653,0.003968782241155523,0.05448131261024395,0.014152827237328186,,0.17662329017872,0.058416813658601525,,240831333000.0,359042909536.91943,64828353744.63914,43484214376.0858,0.02858054397102472,0
1984,CHE,,0.18232335980428324,0.11125953827932353,0.09562938081276819,0.01563015746655535,0.054043453779391494,0.03197483641729608,0.015156398656388948,0.003595907034541677,0.05383375725685882,0.013424460711026542,,0.1785177562472089,0.05763936081393317,,257403422000.0,369844558649.2909,67431302538.270996,46930656724.15976,0.04015139430942449,0
1985,CHE,,0.17823184004975579,0.10615910878592204,0.09052627727879708,0.015632831507124956,0.055481369016042587,0.033186383009859696,0.015596246364351437,0.0034646130206523133,0.05247772879433662,0.013126749227138858,,0.1717635868073975,0.0589459820366949,,272919042000.0,383431153282.49976,68339639981.93989,48642863040.27658,0.013470560547949706,0
1986,CHE,,0.18635643882056685,0.11141067405149382,0.09431349707373898,0.017097176977754838,0.05764280781545373,0.03530696094365814,0.015677643923910238,0.0038609903946092623,0.05384459775246413,0.013441966559010024,,0.17869723836296797,0.061503798210062986,,286427521000.0,390557730839.79803,72782947873.14624,53377612793.76313,0.06501801725002632,0
1987,CHE,,0.18347158032116356,0.10782255948656885,0.0908797352116087,0.01694282427496014,0.058662468801926715,0.03646894992835375,0.015600718480695877,0.0036563132791109136,0.054377148546556606,0.013330238753557084,,0.17552994678668254,0.062318782081037624,,297351115000.0,396749937771.55505,72792338075.27051,54555478979.31004,0.00012901651277763548,0
1988,CHE,,0.18545717438453635,0.11041246527909897,0.09224344583539439,0.018169019443704578,0.05779206778027219,0.03627145085803432,0.015026698628920766,0.003640145605824233,0.05523318493715358,0.01361249571934097,,0.17925814593559353,0.06143221338609642,,315665825000.0,409753799358.8474,75991781822.42009,58542491954.263535,0.043953029010295186,0
1989,CHE,,0.17877519411680157,0.10507681070568461,0.08813650803894363,0.01694030266674098,0.05689888326004758,0.03677292367623635,0.013883714722369706,0.00337926037611872,0.05463137608058597,0.013420239774950646,,0.17312842656122124,0.0602781436361663,,340726640000.0,427499392413.04517,76426286863.45688,60913471206.765564,0.005717789879597257,0
1990,CHE,0.22162568676601418,0.17451831871783843,0.10815718214340761,0.07479615102768156,0.016972505022808823,0.04168384561927244,0.03247131658432775,0.004158252954871787,0.011539153572210819,0.05370902861716598,0.012760689862173586,0.0003774475207740128,0.1746269006227472,0.05360044671225728,0.04818490723690086,369509226000.0,443208394942.938,77347983927.07326,64486128872.249794,0.012059948238268836,0
1991,CHE,0.22159258563204107,0.17124847788270375,0.10727883739231278,0.07623065254307489,0.016445395336315442,0.04009981258283631,0.031009870464711726,0.004007243000331345,0.011459909811961565,0.05550481227220013,0.012020501988071568,0.00038941351888667995,0.1748041516525845,0.05194913591368456,0.051568071259940354,385929295000.0,439149418937.3205,75203669556.08994,66089804339.094955,-0.0277229510339283,0
1992,CHE,0.22831188093913599,0.17486101945483778,0.11151759419428421,0.08047310893845525,0.01752580896715869,0.039031020039067166,0.02998832303311564,0.0039038282264066593,0.011387344067912853,0.05667595337341655,0.012551179762294853,0.0003738839314063925,0.1807447273299956,0.05079224803838641,0.054885251256728156,393956520000.0,438957366091.77264,76756532532.0178,68887638708.08018,0.02064876601227139,0
1993,CHE,0.22613840145860123,0.17277702603543527,0.10789806456748147,0.08391040198592639,0.016370142452410148,0.03858972611428529,0.028861019976170875,0.0044588076979521375,0.01277823241606949,0.06381120516181668,0.013118314847933854,0.00039268560228242243,0.184827584577232,0.051760644132637194,0.055016484880443944,402596439000.0,438404351195.42456,75746200000.53998,69559415422.87653,-0.013162821432252447,0
1994,CHE,0.23428339985296934,0.17825055621738212,0.1130902588564122,0.08507606287864634,0.016603517089278652,0.03727617254506149,0.027777651343292277,0.004286503509567909,0.013338464039363448,0.06206322802607731,0.014098260622720842,0.000447400153824131,0.18925174750521034,0.05106203673824907,0.05754706023646213,412537285000.0,443971024342.0704,79138082033.37494,73535000511.65869,0.044779566932872994,0
1995,CHE,0.24654215448545938,0.1810733074652732,0.10787291058763264,0.08352686823327213,0.016475415369074663,0.05431007920796819,0.0341669279803524,0.014689631152740443,0.0028656480619301443,0.06794021701403434,0.01559055057796204,0.0004341190297801853,0.19140367817962903,0.05760984629967852,0.06700077077563489,417579199000.0,446105932598.43604,80777876695.47905,75612446691.6295,0.020720677327162873,0
1996,CHE,0.2507117148344852,0.18512702486461335,0.11171412935866723,0.08465832939617901,0.016651636629542665,0.05378705416178974,0.03369614507088065,0.014468303731472624,0.0032251205481468445,0.06816335906135076,0.015975109270870678,0.00042561152513882923,0.19585259769088867,0.057437786235075415,0.06699406696565297,420822455000.0,448309293902.9119,82994165799.40163,77905609090.37263,0.02743683288776788,0
1997,CHE,0.24811002779340008,0.18232217241242513,0.10823640258658308,0.08312374247116232,0.017681666390521773,0.055395611396460834,0.036004321862041125,0.013764838898625264,0.0025517094924612403,0.06763713860995661,0.015696456866556675,0.0004419944039820871,0.19156999806309635,0.058389315292904156,0.0670404579493558,428309625000.0,458482185473.7678,83591468067.97377,78090341295.15115,0.007196918757106818,0
1998,CHE,0.258639105528802,0.19250413564648006,0.11373187206400885,0.08016666099051173,0.01854692931370746,0.05918344651586258,0.038585422725962056,0.014822004863329543,0.002347918781034381,0.06481701438791751,0.016781701892884148,0.0004591963926900207,0.1953305883448105,0.061990561689586984,0.06742397925705942,440568637000.0,472536183755.97644,90965169615.63051,84811284658.63283,0.0882111741554854,0
1999,CHE,0.26119499889494374,0.19332071634433998,0.10927163398751176,0.08209905992083778,0.021417639823101704,0.06288865721155242,0.041734989652655145,0.015270482050091419,0.0024532047747359577,0.06614134673986083,0.018255855123777462,0.0004513652467624084,0.19366883585115005,0.0657932272330508,0.06902713080517299,448437466000.0,480784465400.367,92945597258.42949,86692252162.7606,0.02177127411697466,0
2000,CHE,0.2690815613862538,0.2034983364531447,0.11829953361464514,0.07943798978393986,0.023783176285203635,0.06573752762883762,0.04496117897141407,0.014404562327485009,0.0023183434330615424,0.06584245270048754,0.016692839239823596,0.00045009465190308485,0.20083482555495627,0.06850596571380226,0.06664257114756174,472595737000.0,499902423278.63556,101729311526.09813,96172446294.34789,0.09450382295404558,0
2001,CHE,0.2593087042532147,0.1953642556874382,0.11095438097593141,0.08092189045499505,0.026299666172106828,0.06462408712495879,0.04330573689416419,0.01418073277283218,0.0021980526706231423,0.06768126030333003,0.017160476425980876,0.0004272584899439499,0.19579611770524233,0.06724939828552588,0.0650363357237059,484723494000.0,507779971959.6331,99202056274.88197,94697644619.52441,-0.024842940675636083,0
2002,CHE,0.26235935850748054,0.1997451711452302,0.1161633806424427,0.08547225796856571,0.02309466021924271,0.06290381536847192,0.04168860264272775,0.013745109177251143,0.0022545004244806585,0.06930739422582373,0.017966349321760472,0.00045712332247516634,0.20343712419002688,0.06561543911542775,0.06359940180244197,483439959000.0,507752011245.7529,101421012385.61777,96564797348.89807,0.022368045523040614,0
2003,CHE,0.2603339191312753,0.19538328146296904,0.11248472599982426,0.08545295599771947,0.021796277185962918,0.06306788240174431,0.041464180839911643,0.013988517679177541,0.002226993977860925,0.0669671530833066,0.017125294005856617,0.00047838507768293756,0.19657717308898745,0.06577326145728818,0.06574336737091842,488937338000.0,507514147844.80383,99159779594.80019,95530181528.20883,-0.022295506006388854,0
2004,CHE,0.2609348208914628,0.19615278475408437,0.11257471177651289,0.0841944672208446,0.021127997633460332,0.06365662938837259,0.0415711639523595,0.0142616555056791,0.0020929819789592377,0.06352296953080173,0.017354474685768406,0.00047398493911917874,0.19345215599308302,0.06622359630645101,0.06552932861348967,504278198000.0,521833802215.7504,102359153483.43153,98915572828.47154,0.032264834610414184,0
2005,CHE,0.26232788762223697,0.19766282848208214,0.11551148205916309,0.08408296442415762,0.02174828352103738,0.0636265721647514,0.040762959607312424,0.013899924306718351,0.0018618597609927306,0.06227365223906844,0.016198886008976152,0.0004640284881987293,0.19398402030720766,0.06595246041394286,0.0654037663141959,523662569000.0,536876383960.36633,106120504598.83836,103508624558.7335,0.03674660240342509,0
2006,CHE,0.2602747085711001,0.1969916146814046,0.11621882860674707,0.08046582627819063,0.026520060441850773,0.0625384517255753,0.04031053707723046,0.013310670034928347,0.0018460457661956863,0.06044594011872763,0.015945323841830648,0.0004429629443302526,0.19261009256730535,0.06482746043610124,0.06399444452429894,556438829000.0,558432011619.9521,110006423658.79927,109613783396.13998,0.03661798513539516,0
2007,CHE,0.2567976811926644,0.19584992857034425,0.1167222373083754,0.0802203862092695,0.027050375195440648,0.06083398466159884,0.03783266570077805,0.013110347433170683,0.0017475691147276686,0.059554515079500284,0.016130600734367697,0.0004155384379253522,0.19240735312224336,0.06299709221425186,0.06173687912280675,592442267000.0,580745403737.1875,113738945839.4839,116029775674.00282,0.033930038415407315,0
2008,CHE,0.2658495833771955,0.19932441838808676,0.12072266606204402,0.0796786910999004,0.028446268209534144,0.060577801170916566,0.037642614561149215,0.012826584502765338,0.0016415246208287152,0.05990745548330674,0.015571749006016532,0.0008106775282809553,0.19620187055136729,0.06303000332002624,0.06726351291166305,617696476000.0,596747909749.7762,118946430035.18063,123121990819.07079,0.04578453015597561,0
2009,CHE,0.26651651402432397,0.19920448146062417,0.12010115230972399,0.08339572403845204,0.02716540864347557,0.06037930881176088,0.03692351910581556,0.013033454525096246,0.0016961100078708771,0.06302702444582763,0.01606676579362492,0.0009611428910163311,0.19919494254917652,0.06303656171064809,0.06780269454077219,607377277000.0,584337741980.1752,116402696889.03279,120992275515.75089,-0.021385535870185324,0
2010,CHE,0.2634911509210104,0.1966629191145831,0.11726466284754582,0.0815744776276071,0.025841693094092236,0.061090447002541494,0.03719653257332617,0.01315228876879475,0.0017114077415127363,0.061485183677234455,0.015666230362328754,0.000930171160654361,0.19441607688710902,0.0637320259047086,0.06746210036802248,629325240000.0,603434493402.6786,118673188967.00041,123764938770.8856,0.01950549376130084,0
2011,CHE,0.26341477415459125,0.19696905147892893,0.11820325072592888,0.08091817638550608,0.027065596509924277,0.06107200621622928,0.03804850499997659,0.012472895274323883,0.0016269825543022854,0.06438472124486856,0.01514374874200932,0.0009230632404591645,0.19773172071280679,0.06362205201099073,0.06711236021675668,641200305000.0,615023126905.3691,121140521944.1555,126296615883.84993,0.020790989090561762,0
2012,CHE,0.26125845195592506,0.19525036118153338,0.11753054409803192,0.0814018448752268,0.02668370355082263,0.06017009570925579,0.03702092080498045,0.012623755117380146,0.001600519362102587,0.06512150793675242,0.015026353160068878,0.000922848852074214,0.19767840519485322,0.0626934639234326,0.0667467478259798,648980519000.0,622509149394.1659,121545136258.02002,126713680734.52899,0.0033400410314481377,0
2013,CHE,0.26364419762311364,0.19629502342248042,0.11876800778077103,0.08055999013790298,0.026717254283281172,0.059433776472243176,0.03689838863620207,0.012177610014566256,0.0015928421141794876,0.06504140568159644,0.015507460857911687,0.0009929361973750486,0.19931687432027917,0.06201955478379771,0.0680781344300631,660648765000.0,633849198063.6232,124421443180.21935,129682064799.70776,0.023664516826847004,0
2014,CHE,0.26185705308383,0.19536141632150983,0.1178324276062063,0.08005938281802462,0.026740624312905203,0.058810220702277746,0.03641147990563403,0.011991959876634912,0.001582386009115705,0.06463322211063637,0.016029110535354555,0.0011072714685555708,0.19849476025219723,0.061499878179949015,0.06702160523172554,672818206000.0,649358506468.3939,126859597524.08574,131442717651.05736,0.019595933639307006,0
2015,CHE,0.272143716234313,0.20195132414023736,0.1238947154248983,0.0827087291006027,0.028584326358359096,0.058883237125941665,0.03642348663873915,0.011884142723332599,0.0015573197276697007,0.06549487937945862,0.01644548732829533,0.0011705645334323769,0.20583508213265225,0.061611121387043735,0.07068715753399318,675735646000.0,660123368612.6085,133312788387.2303,136465708478.4587,0.05086876349201219,0
2016,CHE,0.2700559390048154,0.20222432511308913,0.12413110462571136,0.08261972858602072,0.030201813804173354,0.05782595067853495,0.03534266160805486,0.011769000437764483,0.0016504888370056936,0.06534427987742594,0.017327566029476143,0.0012892164015759521,0.20680295053261347,0.0607656559171166,0.06839279439661461,685440984000.0,673624122427.9374,136223183537.88657,138612840394.25174,0.021831327555781987,0
2017,CHE,0.27842572656678916,0.20949228727504854,0.12972256957302986,0.08278495438649074,0.029447706932302378,0.05914334933276463,0.036355507267469084,0.011661717938335665,0.0015866512580279297,0.0651974889874824,0.017657547807367037,0.0013821693038590281,0.2125776063678793,0.06211216989465159,0.06948170056038838,693694125000.0,684299849661.3641,143355540687.53104,145323568915.51343,0.05235788038723088,0
2018,CHE,0.27390299605913243,0.20503891433126065,0.12805165480333153,0.0823285583756627,0.030677923643261225,0.05669411619310529,0.03426691809716363,0.011722146620268667,0.001529519014199897,0.06398193283028719,0.017346413088457063,0.0014172112321668108,0.20938000072207577,0.059640846439472005,0.06934098641108885,719613789000.0,704920576240.9458,144536149642.21017,147548830034.36487,0.00823553068836369,0
2019,CHE,0.2763276312516406,0.2097273184548719,0.1308218377772189,0.08400330663016455,0.03139136290609638,0.05821818536644361,0.03520611740323709,0.012044437481188905,0.0015715715014107472,0.06470944945844655,0.017672416849795706,0.0014433069600029685,0.21320370408546113,0.06123306382785733,0.06708683271282478,726920940000.0,712547329373.3336,149440640661.64966,152455179474.89484,0.033932625378358505,0
2020,CHE,,,,,,,,,,,,,,,,702224121000.0,692095426032.1669,,,,0
1980,CHL,,,,,,,,,,,,,,,,1132431685000.0,59061276084.079796,,,,0
1981,CHL,0.25491477550161884,0.20560551085870538,0.04970740465297967,0.025435888190265852,0.023655526258460475,0.12053876606645182,0.10677664345435287,0.013431591282987402,0.0160533056888949,0.038844943246268374,0.0002103381185255298,0.019095696331853453,0.08876268601777357,0.15568776808720017,0.049309264642913485,1345885243700.0,62915243091.14456,12935720696.55441,276721423088.13165,,0
1982,CHL,0.26461053996480505,0.20782779167052576,0.05449044487666327,0.03407582353122781,0.02037603037880893,0.12149208113364823,0.10201907937390016,0.0191411194467599,0.010126269642802013,0.024173381494859682,-2.315457997591924e-05,0.021742150597388165,0.07864067179154703,0.15336050137383841,0.056782748294279276,1289341223100.0,55985566287.31747,11635356606.917025,267960939106.64767,-0.10052505926351318,0
1983,CHL,0.24779125095932464,0.19185878741366078,0.037599386032233305,0.01916193399846508,0.018437452033768228,0.1036438986953185,0.07774059861857252,0.025510360706062933,0.018204144282425172,0.021930928626247122,0.01461857252494244,0.017792785878741366,0.07414888718342287,0.13964082885648504,0.055932463545663856,1603846028300.0,53176534993.465004,10202385522.706295,307711954187.8539,-0.12315661071864803,0
1984,CHL,0.24709810379140695,0.19077252568519099,0.03114045278672957,0.012259185549617626,0.018881267237111945,0.11071655874003657,0.08386959903825755,0.026493377918312504,0.026801499186761897,0.02301817410367018,0.006521058320789599,0.011046905149161,0.06522573671290169,0.14856496307595948,0.05632557810621597,1932426506200.0,55358731548.50915,10560925036.237555,368653885288.7834,0.03514271370487809,0
1985,CHL,0.24930668003418816,0.1862028425217012,0.03054935464443234,0.009142086415256285,0.021407268229176057,0.10745467725008925,0.07962450728301519,0.027483960777383885,0.029312378060435143,0.01969064766362892,0.00010097768032630216,0.019513936723057894,0.05034097998838757,0.15628099203358228,0.06310383751248697,2847686144400.0,57578570293.990585,10721293457.076632,530247254696.9436,0.015185073304545549,0
1986,CHL,0.23654392123407408,0.1832902115995133,0.029945596688250843,0.010419143252730655,0.01952645343552019,0.1115617526537348,0.08074905948002181,0.03048263709214998,0.0226284211851251,0.019201991524831125,0.001169181712655413,0.018256576647133687,0.05031676992573738,0.1524467504859936,0.05325370963456079,3644650048600.0,60674968647.94453,11121127842.275589,668028678614.0704,0.037293483925211035,0
1987,CHL,0.22104398274139833,0.17115961704088803,0.02478682206915536,,,0.1037205257659078,0.07719658247989172,0.02652394328601607,0.024813932004112367,0.01755264019485787,,0.017838337201712514,0.04233946226401323,0.14637279497173267,0.049884365700510296,4883059000100.0,64594855902.11418,11056030799.01721,835782508445.1776,-0.00585345696781947,0
1988,CHL,0.1941317551191106,0.14527723829408393,0.026031980382155113,,,0.08827871786991771,0.06886680966064804,0.019411908209269683,0.01807965630752366,0.014553386707896247,,0.012886883734487424,0.04058536709005136,0.1192452579119288,0.04885451682502669,6380116701600.0,69339419416.17743,10073439357.697437,926885734402.408,-0.08887379740359591,0
1989,CHL,0.1852272569503608,0.14037160307309002,0.025606559156477936,,,0.0810769193875529,0.06447708371986767,0.016599835667685223,0.02075736750233814,0.016117693238772834,,0.01293075702672104,0.04172425239525077,0.11476504391661208,0.04485565387727077,7977983648900.0,76220235503.48752,10699156644.232994,1119882354086.9932,0.06211555599998975,0
1990,CHL,0.20508557155877497,0.13353981693977937,0.023635919082969477,0.011585322581767329,0.03389693246411699,0.08225349536882888,0.06458771693550551,0.01766577843332336,0.022113332743607352,0.01585889116275741,,0.005537039926767961,0.03949481024572689,0.10990386803920418,0.07025485107596831,10096424395700.0,78761086957.45828,10517741134.277023,1348274665548.1006,-0.01695605700415237,0
1991,CHL,0.20185532002159312,0.1520640133660246,0.037264503735068025,0.012638221643188665,0.047104779439483456,0.08881539384837162,0.07033089355131535,0.018484500297056276,0.020828417579700047,0.014210674724883665,,0.005155683123886039,0.051475178459951684,0.1147995322494549,0.04813691429398619,13212666666500.0,84907911073.89786,12911437724.422432,2009171120575.4836,0.22758656631550078,0
1992,CHL,0.2014996438459865,0.1568450238280447,0.03767084216267446,0.013325107516786925,0.05338232462767749,0.09348434263506283,0.07560430245969797,0.017880040175364872,0.01995811390371622,0.014672114779944505,,0.005731713205117888,0.05234295694261897,0.11917416974389695,0.04354687672302543,16665745886300.0,94389329346.47006,14804496610.460255,2613939310648.8613,0.14661875202767205,0
1993,CHL,0.19766020697534709,0.16309109574184158,0.03794473060518248,0.01438877499102867,0.05447197096387577,0.09564202741078898,0.07788819372876493,0.017753833682024052,0.020646940401375838,0.013811800973401879,,0.008857357340847593,0.05175653157858436,0.12514634514483577,0.0337620913046564,19924680966000.0,100608438212.43446,16408340428.941301,3249538051051.5547,0.10833491071542656,0
1994,CHL,0.19374535632387951,0.15644297430294332,0.03671099176629084,0.01460908112405819,0.0547263507445925,0.09318483570710347,0.07630630281497927,0.0168785328921242,0.01788808006103921,0.013039296698973944,,0.008659025097832333,0.04975028846526478,0.1197319658683815,0.03653005768471882,23953800140800.0,105669241836.51328,16531210485.24115,3747403739885.0146,0.007488268349377325,0
