,Country_Code,year,Tax_Revenue_real_USD,Tax_Revenue_real_USD_lag
3764,KSV,2000,,
3765,KSV,2001,,
3766,KSV,2002,,
3767,KSV,2003,,
3768,KSV,2004,,
3769,KSV,2005,,
3770,KSV,2006,,
3771,KSV,2007,,
3772,KSV,2008,,
3773,KSV,2009,,
3774,KSV,2010,,
3775,KSV,2011,,
3776,KSV,2012,,
3777,KSV,2013,,
3778,KSV,2014,,
3779,KSV,2015,,
3780,KSV,2016,,
3781,KSV,2017,,
3782,KSV,2018,,
3783,KWT,1980,,
3784,KWT,1981,,
3785,KWT,1982,,
3786,KWT,1983,,
3787,KWT,1984,,
3788,KWT,1985,,
3789,KWT,1986,,
3790,KWT,1987,,
3791,KWT,1988,,
3792,KWT,1989,,
3793,KWT,1990,,
3794,KWT,1991,,
3795,KWT,1992,37807875.68662426,
3796,KWT,1993,645000308.57874,37807875.68662426
3797,KWT,1994,910832004.3231837,645000308.57874
3798,KWT,1995,769406881.7587345,910832004.3231837
3799,KWT,1996,651784445.6498146,769406881.7587345
3800,KWT,1997,811791831.8315862,651784445.6498146
3801,KWT,1998,1070740118.3197762,811791831.8315862
3802,KWT,1999,891266584.2757683,1070740118.3197762
3803,KWT,2000,618363743.9002615,891266584.2757683
3804,KWT,2001,642732463.9168319,618363743.9002615
3805,KWT,2002,722791187.856088,642732463.9168319
3806,KWT,2003,845932333.4302744,722791187.856088
3807,KWT,2004,1051435708.292704,845932333.4302744
3808,KWT,2005,1061938442.1960074,1051435708.292704
3809,KWT,2006,965796813.7254323,1061938442.1960074
3810,KWT,2007,1089764362.6846337,965796813.7254323
3811,KWT,2008,1136731397.6848447,1089764362.6846337
3812,KWT,2009,1345188956.4046106,1136731397.6848447
3813,KWT,2010,1046761388.1353666,1345188956.4046106
3814,KWT,2011,892918113.0516474,1046761388.1353666
3815,KWT,2012,830731043.0314109,892918113.0516474
3816,KWT,2013,828880300.9988761,830731043.0314109
3817,KWT,2014,1185268521.6393077,828880300.9988761
3818,KWT,2015,1600832100.3832216,1185268521.6393077
3819,KWT,2016,2147875558.4213614,1600832100.3832216
3820,KWT,2017,2267809731.1199965,2147875558.4213614
3821,KWT,2018,1945639183.7933621,2267809731.1199965
3822,LAO,1980,,
3823,LAO,1981,,
3824,LAO,1982,,
3825,LAO,1983,,
3826,LAO,1984,24374179.361643463,
3827,LAO,1985,13258875.880747193,24374179.361643463
3828,LAO,1986,11834712.268730069,13258875.880747193
3829,LAO,1987,10085702.469300883,11834712.268730069
3830,LAO,1988,73963905.9168671,10085702.469300883
3831,LAO,1989,59238960.88761955,73963905.9168671
3832,LAO,1990,60395174.387424335,59238960.88761955
3833,LAO,1991,77337750.36560135,60395174.387424335
3834,LAO,1992,78025368.48304379,77337750.36560135
3835,LAO,1993,75056368.7451344,78025368.48304379
3836,LAO,1994,96002251.13031763,75056368.7451344
3837,LAO,1995,101109304.75624509,96002251.13031763
3838,LAO,1996,116372957.63942167,101109304.75624509
3839,LAO,1997,108925035.78562522,116372957.63942167
3840,LAO,1998,181453000.90364116,108925035.78562522
3841,LAO,1999,223902221.3149789,181453000.90364116
3842,LAO,2000,277303764.0849775,223902221.3149789
3843,LAO,2001,328793558.8101499,277303764.0849775
3844,LAO,2002,308256790.6033564,328793558.8101499
3845,LAO,2003,306985041.60849863,308256790.6033564
3846,LAO,2004,330216195.4339832,306985041.60849863
3847,LAO,2005,367454604.30796474,330216195.4339832
3848,LAO,2006,431185436.3980277,367454604.30796474
3849,LAO,2007,524434453.07786983,431185436.3980277
3850,LAO,2008,612238349.8702601,524434453.07786983
3851,LAO,2009,708567031.4349443,612238349.8702601
3852,LAO,2010,862622951.5826446,708567031.4349443
3853,LAO,2011,974772214.5531914,862622951.5826446
3854,LAO,2012,1112612702.7642374,974772214.5531914
3855,LAO,2013,1213120542.5063488,1112612702.7642374
3856,LAO,2014,1403538823.1356626,1213120542.5063488
3857,LAO,2015,1428226394.2362754,1403538823.1356626
3858,LAO,2016,1379880265.9450285,1428226394.2362754
3859,LAO,2017,1452427465.0035443,1379880265.9450285
3860,LAO,2018,,1452427465.0035443
3861,LBN,1980,,
3862,LBN,1981,,
3863,LBN,1982,,
3864,LBN,1983,,
3865,LBN,1984,,
3866,LBN,1985,,
3867,LBN,1986,,
3868,LBN,1987,,
3869,LBN,1988,71900531.07439886,
3870,LBN,1989,95134640.47800362,71900531.07439886
3871,LBN,1990,177739592.59232455,95134640.47800362
3872,LBN,1991,683698982.2322986,177739592.59232455
3873,LBN,1992,803836643.119674,683698982.2322986
3874,LBN,1993,1517796390.4857287,803836643.119674
3875,LBN,1994,1928290660.7471602,1517796390.4857287
3876,LBN,1995,2210218057.381039,1928290660.7471602
3877,LBN,1996,2966912009.1293406,2210218057.381039
3878,LBN,1997,2547437360.226957,2966912009.1293406
3879,LBN,1998,2787145079.6687837,2547437360.226957
3880,LBN,1999,2964439039.351616,2787145079.6687837
3881,LBN,2000,2655583646.392052,2964439039.351616
3882,LBN,2001,2758727688.0900245,2655583646.392052
3883,LBN,2002,3466576495.5407414,2758727688.0900245
3884,LBN,2003,3865353737.9284916,3466576495.5407414
3885,LBN,2004,4295506257.228838,3865353737.9284916
3886,LBN,2005,4051339913.511172,4295506257.228838
3887,LBN,2006,4070703179.9116898,4051339913.511172
3888,LBN,2007,4428855688.57258,4070703179.9116898
3889,LBN,2008,5305885020.647292,4428855688.57258
3890,LBN,2009,6004308650.796083,5305885020.647292
3891,LBN,2010,6500694911.542817,6004308650.796083
3892,LBN,2011,6350701635.0389805,6500694911.542817
3893,LBN,2012,6046854245.911415,6350701635.0389805
3894,LBN,2013,5772666257.474002,6046854245.911415
3895,LBN,2014,5873344206.911517,5772666257.474002
3896,LBN,2015,5646800233.689583,5873344206.911517
3897,LBN,2016,5757986526.1918,5646800233.689583
3898,LBN,2017,6541696618.237098,5757986526.1918
3899,LBN,2018,6416582067.012086,6541696618.237098
3900,LBR,1980,,
3901,LBR,1981,,
3902,LBR,1982,,
3903,LBR,1983,,
3904,LBR,1984,,
3905,LBR,1985,,
3906,LBR,1986,,
3907,LBR,1987,,
3908,LBR,1988,,
3909,LBR,1989,,
3910,LBR,1990,,
3911,LBR,1991,,
3912,LBR,1992,,
3913,LBR,1993,,
3914,LBR,1994,,
3915,LBR,1995,,
3916,LBR,1996,,
3917,LBR,1997,,
3918,LBR,1998,,
3919,LBR,1999,,
3920,LBR,2000,148756567.7619172,
3921,LBR,2001,120659130.41594324,148756567.7619172
3922,LBR,2002,141715673.3525099,120659130.41594324
3923,LBR,2003,74867729.18982242,141715673.3525099
3924,LBR,2004,95727323.99749471,74867729.18982242
3925,LBR,2005,120376029.61477858,95727323.99749471
3926,LBR,2006,190642372.86707908,120376029.61477858
3927,LBR,2007,205200026.74227303,190642372.86707908
3928,LBR,2008,190645799.7741563,205200026.74227303
3929,LBR,2009,202372802.50394616,190645799.7741563
3930,LBR,2010,207800000.00000003,202372802.50394616
3931,LBR,2011,242689895.89731273,207800000.00000003
3932,LBR,2012,306312259.6484153,242689895.89731273
3933,LBR,2013,305538702.04487514,306312259.6484153
3934,LBR,2014,314468777.2335276,305538702.04487514
3935,LBR,2015,298148013.62008065,314468777.2335276
3936,LBR,2016,307729840.2487774,298148013.62008065
3937,LBR,2017,302099616.81168514,307729840.2487774
3938,LBR,2018,301954632.7688959,302099616.81168514
3939,LBY,1980,,
3940,LBY,1981,,
3941,LBY,1982,,
3942,LBY,1983,,
3943,LBY,1984,,
3944,LBY,1985,,
3945,LBY,1986,,
3946,LBY,1987,,
3947,LBY,1988,,
3948,LBY,1989,,
3949,LBY,1990,,
3950,LBY,1991,,
3951,LBY,1992,,
3952,LBY,1993,,
3953,LBY,1994,,
3954,LBY,1995,,
3955,LBY,1996,,
3956,LBY,1997,,
3957,LBY,1998,,
3958,LBY,1999,6965242813.099479,
3959,LBY,2000,5049601879.425324,6965242813.099479
3960,LBY,2001,4699683152.137979,5049601879.425324
3961,LBY,2002,2065831684.25742,4699683152.137979
3962,LBY,2003,1138877227.3883407,2065831684.25742
3963,LBY,2004,2071636974.9191456,1138877227.3883407
3964,LBY,2005,1520629704.238975,2071636974.9191456
3965,LBY,2006,1625893774.1897044,1520629704.238975
3966,LBY,2007,2075395983.58542,1625893774.1897044
3967,LBY,2008,2804844626.820506,2075395983.58542
3968,LBY,2009,4862894739.9692,2804844626.820506
3969,LBY,2010,3116736896.454993,4862894739.9692
3970,LBY,2011,506028485.86660457,3116736896.454993
3971,LBY,2012,754580768.1107789,506028485.86660457
3972,LBY,2013,,754580768.1107789
3973,LBY,2014,,
3974,LBY,2015,,
3975,LBY,2016,,
3976,LBY,2017,,
3977,LBY,2018,,
3978,LCA,1980,,
3979,LCA,1981,,
3980,LCA,1982,,
3981,LCA,1983,,
3982,LCA,1984,,
3983,LCA,1985,,
3984,LCA,1986,,
3985,LCA,1987,,
3986,LCA,1988,,
3987,LCA,1989,175093633.3006229,
3988,LCA,1990,169877673.2140336,175093633.3006229
3989,LCA,1991,182869522.59132835,169877673.2140336
3990,LCA,1992,196342038.0874459,182869522.59132835
3991,LCA,1993,180144269.2779274,196342038.0874459
3992,LCA,1994,178544231.14373186,180144269.2779274
3993,LCA,1995,180956249.95805427,178544231.14373186
3994,LCA,1996,179515737.14151788,180956249.95805427
3995,LCA,1997,186631952.96522442,179515737.14151788
3996,LCA,1998,208295951.89147112,186631952.96522442
3997,LCA,1999,211885520.82358482,208295951.89147112
3998,LCA,2000,243324301.05027223,211885520.82358482
3999,LCA,2001,223348966.16885906,243324301.05027223
4000,LCA,2002,225547066.89200205,223348966.16885906
4001,LCA,2003,222948767.0002053,225547066.89200205
4002,LCA,2004,255145492.15963167,222948767.0002053
4003,LCA,2005,256008281.5785542,255145492.15963167
4004,LCA,2006,273729141.38225156,256008281.5785542
4005,LCA,2007,268068336.31395248,273729141.38225156
4006,LCA,2008,310922439.3034178,268068336.31395248
4007,LCA,2009,299990091.26282823,310922439.3034178
4008,LCA,2010,280474420.82602865,299990091.26282823
4009,LCA,2011,300772415.5855362,280474420.82602865
4010,LCA,2012,298342177.1357749,300772415.5855362
4011,LCA,2013,281758942.1245231,298342177.1357749
4012,LCA,2014,286762543.9507568,281758942.1245231
4013,LCA,2015,284153435.72713614,286762543.9507568
4014,LCA,2016,303950212.71798277,284153435.72713614
4015,LCA,2017,297048383.98534006,303950212.71798277
4016,LCA,2018,,297048383.98534006
4017,LKA,1980,2095149371.6567848,
4018,LKA,1981,1967209133.9408808,2095149371.6567848
4019,LKA,1982,1888230548.448704,1967209133.9408808
4020,LKA,1983,2181028389.487947,1888230548.448704
4021,LKA,1984,2724028760.4511905,2181028389.487947
4022,LKA,1985,2753497179.1732845,2724028760.4511905
4023,LKA,1986,2674236894.6997685,2753497179.1732845
4024,LKA,1987,2787162090.4626417,2674236894.6997685
4025,LKA,1988,2590771535.6983857,2787162090.4626417
4026,LKA,1989,3087146614.80738,2590771535.6983857
4027,LKA,1990,3312290247.3672385,3087146614.80738
4028,LKA,1991,3334227339.1940293,3312290247.3672385
4029,LKA,1992,3414115706.197944,3334227339.1940293
4030,LKA,1993,3551411327.6444683,3414115706.197944
4031,LKA,1994,3685455809.6903543,3551411327.6444683
4032,LKA,1995,4020427990.340413,3685455809.6903543
4033,LKA,1996,3984824976.367969,4020427990.340413
4034,LKA,1997,4004182979.873113,3984824976.367969
4035,LKA,1998,3791291206.900504,4004182979.873113
4036,LKA,1999,4100649713.7266135,3791291206.900504
4037,LKA,2000,4199221132.1907864,4100649713.7266135
4038,LKA,2001,4169321818.268416,4199221132.1907864
4039,LKA,2002,4155272405.1518703,4169321818.268416
4040,LKA,2003,4127509920.938258,4155272405.1518703
4041,LKA,2004,4610874677.225786,4127509920.938258
4042,LKA,2005,4995642958.182347,4610874677.225786
4043,LKA,2006,5709586053.420431,4995642958.182347
4044,LKA,2007,5948888261.650575,5709586053.420431
4045,LKA,2008,5884361087.360437,5948888261.650575
4046,LKA,2009,5873714773.321808,5884361087.360437
4047,LKA,2010,6410027471.059249,5873714773.321808
4048,LKA,2011,6921938925.413044,6410027471.059249
4049,LKA,2012,6985785288.912605,6921938925.413044
4050,LKA,2013,7277276963.904273,6985785288.912605
4051,LKA,2014,7383990730.850737,7277276963.904273
4052,LKA,2015,9468910675.349186,7383990730.850737
4053,LKA,2016,9751042546.466831,9468910675.349186
4054,LKA,2017,10287542738.776287,9751042546.466831
4055,LKA,2018,10108419602.834677,10287542738.776287
4056,LSO,1980,,
4057,LSO,1981,,
4058,LSO,1982,213671088.5247603,
4059,LSO,1983,264351434.68237224,213671088.5247603
4060,LSO,1984,304198813.2683614,264351434.68237224
4061,LSO,1985,287033388.3163668,304198813.2683614
4062,LSO,1986,274137291.00673443,287033388.3163668
4063,LSO,1987,266996333.93269342,274137291.00673443
4064,LSO,1988,286473995.7205538,266996333.93269342
4065,LSO,1989,342509697.25707036,286473995.7205538
4066,LSO,1990,383495582.90640706,342509697.25707036
4067,LSO,1991,425435246.0057769,383495582.90640706
4068,LSO,1992,477543941.4267025,425435246.0057769
4069,LSO,1993,538755234.1116196,477543941.4267025
4070,LSO,1994,575224962.3896453,538755234.1116196
4071,LSO,1995,576587853.8472924,575224962.3896453
4072,LSO,1996,596606680.2704335,576587853.8472924
4073,LSO,1997,628356630.5342067,596606680.2704335
4074,LSO,1998,547225289.9767283,628356630.5342067
4075,LSO,1999,564734743.4648436,547225289.9767283
4076,LSO,2000,545770124.5322834,564734743.4648436
4077,LSO,2001,611111254.7711713,545770124.5322834
4078,LSO,2002,597092882.6927015,611111254.7711713
4079,LSO,2003,665834449.7745878,597092882.6927015
4080,LSO,2004,790646273.6286108,665834449.7745878
4081,LSO,2005,804790898.5927763,790646273.6286108
4082,LSO,2006,1094922309.684285,804790898.5927763
4083,LSO,2007,1061167780.8388577,1094922309.684285
4084,LSO,2008,1181926465.2480466,1061167780.8388577
4085,LSO,2009,1350135338.1592793,1181926465.2480466
4086,LSO,2010,856551749.9098018,1350135338.1592793
4087,LSO,2011,864232614.0256239,856551749.9098018
4088,LSO,2012,1254145531.108159,864232614.0256239
4089,LSO,2013,1213220707.9093103,1254145531.108159
4090,LSO,2014,1243193807.1293092,1213220707.9093103
4091,LSO,2015,909885257.658132,1243193807.1293092
4092,LSO,2016,800681600.3448833,909885257.658132
4093,LSO,2017,874182307.7502438,800681600.3448833
4094,LSO,2018,876370295.6131551,874182307.7502438
4095,LTU,1980,,
4096,LTU,1981,,
4097,LTU,1982,,
4098,LTU,1983,,
4099,LTU,1984,,
4100,LTU,1985,,
4101,LTU,1986,,
4102,LTU,1987,,
4103,LTU,1988,,
4104,LTU,1989,,
4105,LTU,1990,,
4106,LTU,1991,,
4107,LTU,1992,,
4108,LTU,1993,,
4109,LTU,1994,,
4110,LTU,1995,3953420149.570723,
4111,LTU,1996,3978455905.799747,3953420149.570723
4112,LTU,1997,4903250093.961686,3978455905.799747
4113,LTU,1998,5389215871.24723,4903250093.961686
4114,LTU,1999,5343841670.409415,5389215871.24723
4115,LTU,2000,5065843483.16654,5343841670.409415
4116,LTU,2001,5154544472.798679,5065843483.16654
4117,LTU,2002,5465981676.258323,5154544472.798679
4118,LTU,2003,5955926827.215405,5465981676.258323
4119,LTU,2004,6482587960.536471,5955926827.215405
4120,LTU,2005,7134990388.319659,6482587960.536471
4121,LTU,2006,7927366049.006881,7134990388.319659
4122,LTU,2007,8758778781.666597,7927366049.006881
4123,LTU,2008,9055920528.233057,8758778781.666597
4124,LTU,2009,6473071625.7178955,9055920528.233057
4125,LTU,2010,6168023226.487858,6473071625.7178955
4126,LTU,2011,6355796935.295747,6168023226.487858
4127,LTU,2012,6617439100.553822,6355796935.295747
4128,LTU,2013,6840320710.871185,6617439100.553822
4129,LTU,2014,7195693793.71613,6840320710.871185
4130,LTU,2015,7747033857.770988,7195693793.71613
4131,LTU,2016,8048308386.651791,7747033857.770988
4132,LTU,2017,8243843190.824894,8048308386.651791
4133,LTU,2018,8676412185.058691,8243843190.824894
4134,LUX,1980,3651458410.348485,
4135,LUX,1981,3658631633.758461,3651458410.348485
4136,LUX,1982,4259602902.3919787,3658631633.758461
4137,LUX,1983,4757729787.660224,4259602902.3919787
4138,LUX,1984,4807810767.448543,4757729787.660224
4139,LUX,1985,5123435226.777885,4807810767.448543
4140,LUX,1986,5298064456.017577,5123435226.777885
4141,LUX,1987,5485259330.1153965,5298064456.017577
4142,LUX,1988,5749250079.49744,5485259330.1153965
4143,LUX,1989,6198982377.342126,5749250079.49744
4144,LUX,1990,6391450125.787091,6198982377.342126
4145,LUX,1991,6382977507.317839,6391450125.787091
4146,LUX,1992,6566113536.717626,6382977507.317839
4147,LUX,1993,7479808454.8949795,6566113536.717626
4148,LUX,1994,8008125344.342224,7479808454.8949795
4149,LUX,1995,8133871223.303116,8008125344.342224
4150,LUX,1996,8435826310.249372,8133871223.303116
4151,LUX,1997,9433585436.906897,8435826310.249372
4152,LUX,1998,10012269882.692432,9433585436.906897
4153,LUX,1999,10516391571.175308,10012269882.692432
4154,LUX,2000,11128011491.787523,10516391571.175308
4155,LUX,2001,11310463997.663708,11128011491.787523
4156,LUX,2002,11673493588.011683,11310463997.663708
4157,LUX,2003,11830638066.883991,11673493588.011683
4158,LUX,2004,11872114532.83094,11830638066.883991
4159,LUX,2005,12836521298.732763,11872114532.83094
4160,LUX,2006,12781053164.093168,12836521298.732763
4161,LUX,2007,14038774849.143774,12781053164.093168
4162,LUX,2008,13906524302.955374,14038774849.143774
4163,LUX,2009,13577503954.59771,13906524302.955374
4164,LUX,2010,14135796855.560654,13577503954.59771
4165,LUX,2011,14310232765.432465,14135796855.560654
4166,LUX,2012,14770828202.985064,14310232765.432465
4167,LUX,2013,15295872411.93291,14770828202.985064
4168,LUX,2014,15791901239.339483,15295872411.93291
4169,LUX,2015,16254115383.475601,15791901239.339483
4170,LUX,2016,17000121509.256983,16254115383.475601
4171,LUX,2017,17553359997.911934,17000121509.256983
4172,LUX,2018,18959250829.864536,17553359997.911934
4173,LVA,1980,,
4174,LVA,1981,,
4175,LVA,1982,,
4176,LVA,1983,,
4177,LVA,1984,,
4178,LVA,1985,,
4179,LVA,1986,,
4180,LVA,1987,,
4181,LVA,1988,,
4182,LVA,1989,,
4183,LVA,1990,,
4184,LVA,1991,,
4185,LVA,1992,,
4186,LVA,1993,,
4187,LVA,1994,,
4188,LVA,1995,2398280254.9925904,
4189,LVA,1996,2472918883.377752,2398280254.9925904
4190,LVA,1997,2863430635.436714,2472918883.377752
4191,LVA,1998,3208128395.0972223,2863430635.436714
4192,LVA,1999,3105885026.535523,3208128395.0972223
4193,LVA,2000,3180808108.7749996,3105885026.535523
4194,LVA,2001,3328875793.1383286,3180808108.7749996
4195,LVA,2002,3522667522.239006,3328875793.1383286
4196,LVA,2003,3865724994.283216,3522667522.239006
4197,LVA,2004,4267412753.442245,3865724994.283216
4198,LVA,2005,4878113233.650117,4267412753.442245
4199,LVA,2006,5649521123.342218,4878113233.650117
4200,LVA,2007,6152212873.61327,5649521123.342218
4201,LVA,2008,5811729951.4885645,6152212873.61327
4202,LVA,2009,4729217992.711675,5811729951.4885645
4203,LVA,2010,4795119572.921465,4729217992.711675
4204,LVA,2011,4997675645.8634615,4795119572.921465
4205,LVA,2012,5415078557.626478,4997675645.8634615
4206,LVA,2013,5662024037.213329,5415078557.626478
4207,LVA,2014,5848846399.215367,5662024037.213329
4208,LVA,2015,6191056719.913019,5848846399.215367
4209,LVA,2016,6687490215.750589,6191056719.913019
4210,LVA,2017,6905204436.361619,6687490215.750589
4211,LVA,2018,6891570229.1941395,6905204436.361619
4212,MAC,1980,,
4213,MAC,1981,,
4214,MAC,1982,,
4215,MAC,1983,,
4216,MAC,1984,,
4217,MAC,1985,,
4218,MAC,1986,,
4219,MAC,1987,,
4220,MAC,1988,,
4221,MAC,1989,,
4222,MAC,1990,,
4223,MAC,1991,,
4224,MAC,1992,,
4225,MAC,1993,,
4226,MAC,1994,,
4227,MAC,1995,,
4228,MAC,1996,1364815756.1149611,
4229,MAC,1997,1671947217.4239056,1364815756.1149611
4230,MAC,1998,1421647267.2223501,1671947217.4239056
4231,MAC,1999,1335020434.3953588,1421647267.2223501
4232,MAC,2000,1498816063.068409,1335020434.3953588
4233,MAC,2001,1552333956.3804963,1498816063.068409
4234,MAC,2002,1856762891.9687002,1552333956.3804963
4235,MAC,2003,2338224716.0824003,1856762891.9687002
4236,MAC,2004,3249576937.091726,2338224716.0824003
4237,MAC,2005,3466798276.4507318,3249576937.091726
4238,MAC,2006,3819158365.681768,3466798276.4507318
4239,MAC,2007,5343726616.307815,3819158365.681768
4240,MAC,2008,6235850832.152093,5343726616.307815
4241,MAC,2009,6431841527.663424,6235850832.152093
4242,MAC,2010,9350373485.192938,6431841527.663424
4243,MAC,2011,12471819767.880419,9350373485.192938
4244,MAC,2012,13405912083.815916,12471819767.880419
4245,MAC,2013,14689908167.154713,13405912083.815916
4246,MAC,2014,13890275072.23891,14689908167.154713
4247,MAC,2015,9136635325.0044,13890275072.23891
4248,MAC,2016,8583065922.344494,9136635325.0044
4249,MAC,2017,9861378223.617962,8583065922.344494
4250,MAC,2018,10691975386.03633,9861378223.617962
4251,MAR,1980,4450167703.433982,
4252,MAR,1981,4500235759.542464,4450167703.433982
4253,MAR,1982,4934446413.67412,4500235759.542464
4254,MAR,1983,4942363163.148944,4934446413.67412
4255,MAR,1984,5177749701.336461,4942363163.148944
4256,MAR,1985,5279209050.3797245,5177749701.336461
4257,MAR,1986,5714526843.388068,5279209050.3797245
4258,MAR,1987,6199766579.602315,5714526843.388068
4259,MAR,1988,7266022635.487066,6199766579.602315
4260,MAR,1989,7592282237.84412,7266022635.487066
4261,MAR,1990,8065598163.325421,7592282237.84412
4262,MAR,1991,8526647455.919007,8065598163.325421
4263,MAR,1992,9361377624.882103,8526647455.919007
4264,MAR,1993,9110396872.959396,9361377624.882103
4265,MAR,1994,9381970087.813057,9110396872.959396
4266,MAR,1995,8637727525.556517,9381970087.813057
4267,MAR,1996,9547229177.71542,8637727525.556517
4268,MAR,1997,10103905715.693266,9547229177.71542
4269,MAR,1998,10701145857.707033,10103905715.693266
4270,MAR,1999,11216462299.838087,10701145857.707033
4271,MAR,2000,11907030353.779085,11216462299.838087
4272,MAR,2001,12100290741.68359,11907030353.779085
4273,MAR,2002,12141017257.514202,12100290741.68359
4274,MAR,2003,12674012344.371244,12141017257.514202
4275,MAR,2004,13415627184.744316,12674012344.371244
4276,MAR,2005,15313196385.468338,13415627184.744316
4277,MAR,2006,16848630815.101809,15313196385.468338
4278,MAR,2007,19439455125.379215,16848630815.101809
4279,MAR,2008,22819481658.41269,19439455125.379215
4280,MAR,2009,21061553972.26177,22819481658.41269
4281,MAR,2010,21271346971.119377,21061553972.26177
4282,MAR,2011,22855658854.84301,21271346971.119377
4283,MAR,2012,24156920029.76731,22855658854.84301
4284,MAR,2013,23610263455.099598,24156920029.76731
4285,MAR,2014,23891136549.788677,23610263455.099598
4286,MAR,2015,24050340661.822372,23891136549.788677
4287,MAR,2016,24580417525.896816,24050340661.822372
4288,MAR,2017,25976219956.011013,24580417525.896816
4289,MAR,2018,26838298898.190475,25976219956.011013
4290,MDA,1980,,
4291,MDA,1981,,
4292,MDA,1982,,
4293,MDA,1983,,
4294,MDA,1984,,
4295,MDA,1985,,
4296,MDA,1986,,
4297,MDA,1987,,
4298,MDA,1988,,
4299,MDA,1989,,
4300,MDA,1990,,
4301,MDA,1991,,
4302,MDA,1992,,
4303,MDA,1993,,
4304,MDA,1994,,
4305,MDA,1995,943804070.4876748,
4306,MDA,1996,798530537.6016545,943804070.4876748
4307,MDA,1997,984904578.4864461,798530537.6016545
4308,MDA,1998,841054536.1459081,984904578.4864461
4309,MDA,1999,635018783.6105201,841054536.1459081
4310,MDA,2000,642304502.8430359,635018783.6105201
4311,MDA,2001,655727973.2646635,642304502.8430359
4312,MDA,2002,719138364.9894779,655727973.2646635
4313,MDA,2003,890350118.9762712,719138364.9894779
4314,MDA,2004,994406485.9663432,890350118.9762712
4315,MDA,2005,1156894260.9976964,994406485.9663432
4316,MDA,2006,1284375934.1111577,1156894260.9976964
4317,MDA,2007,1372047157.5906446,1284375934.1111577
4318,MDA,2008,1411937550.8088222,1372047157.5906446
4319,MDA,2009,1172256854.2973747,1411937550.8088222
4320,MDA,2010,1265250934.768222,1172256854.2973747
4321,MDA,2011,1338273155.4204578,1265250934.768222
4322,MDA,2012,1424760321.4550204,1338273155.4204578
4323,MDA,2013,1535070517.93774,1424760321.4550204
4324,MDA,2014,1604743446.6355708,1535070517.93774
4325,MDA,2015,1529315427.2287083,1604743446.6355708
4326,MDA,2016,1588937594.6477454,1529315427.2287083
4327,MDA,2017,1763789962.3843288,1588937594.6477454
4328,MDA,2018,1891809202.5325305,1763789962.3843288
4329,MDG,1980,605719945.4367661,
4330,MDG,1981,493357951.78816825,605719945.4367661
4331,MDG,1982,452837457.2051862,493357951.78816825
4332,MDG,1983,426215984.75867265,452837457.2051862
4333,MDG,1984,457483373.77739924,426215984.75867265
4334,MDG,1985,491331959.83740854,457483373.77739924
4335,MDG,1986,464530974.7175325,491331959.83740854
4336,MDG,1987,553035111.4681543,464530974.7175325
4337,MDG,1988,547231323.3810505,553035111.4681543
4338,MDG,1989,480043509.38968223,547231323.3810505
4339,MDG,1990,528318572.85087633,480043509.38968223
4340,MDG,1991,359145176.2577574,528318572.85087633
4341,MDG,1992,459604872.49961007,359145176.2577574
4342,MDG,1993,442286712.522494,459604872.49961007
4343,MDG,1994,416546695.9350549,442286712.522494
4344,MDG,1995,458131334.2816994,416546695.9350549
4345,MDG,1996,476582285.86011446,458131334.2816994
4346,MDG,1997,545610841.6586647,476582285.86011446
4347,MDG,1998,591465919.6222434,545610841.6586647
4348,MDG,1999,700459368.7562782,591465919.6222434
4349,MDG,2000,751065951.0840296,700459368.7562782
4350,MDG,2001,684453087.252338,751065951.0840296
4351,MDG,2002,472130316.4026215,684453087.252338
4352,MDG,2003,676397704.85123,472130316.4026215
4353,MDG,2004,773766990.2164016,676397704.85123
4354,MDG,2005,753028396.5248426,773766990.2164016
4355,MDG,2006,837997652.0493417,753028396.5248426
4356,MDG,2007,949219240.8651788,837997652.0493417
4357,MDG,2008,1154497031.3371568,949219240.8651788
4358,MDG,2009,801183251.8508903,1154497031.3371568
4359,MDG,2010,835468187.773932,801183251.8508903
4360,MDG,2011,883254381.6283692,835468187.773932
4361,MDG,2012,873994540.650227,883254381.6283692
4362,MDG,2013,941828690.6300113,873994540.650227
4363,MDG,2014,936171565.8019488,941828690.6300113
4364,MDG,2015,1017353807.9662848,936171565.8019488
4365,MDG,2016,1098424022.371434,1017353807.9662848
4366,MDG,2017,1212811529.4339144,1098424022.371434
4367,MDG,2018,1303674322.1744645,1212811529.4339144
4368,MDV,1980,,
4369,MDV,1981,,
4370,MDV,1982,,
4371,MDV,1983,,
4372,MDV,1984,,
4373,MDV,1985,,
4374,MDV,1986,,
4375,MDV,1987,,
4376,MDV,1988,,
4377,MDV,1989,,
4378,MDV,1990,,
4379,MDV,1991,,
4380,MDV,1992,,
4381,MDV,1993,,
4382,MDV,1994,,
4383,MDV,1995,135981738.2317452,
4384,MDV,1996,144669967.38869688,135981738.2317452
4385,MDV,1997,153576431.2894257,144669967.38869688
4386,MDV,1998,162297711.67141286,153576431.2894257
4387,MDV,1999,171030242.23923805,162297711.67141286
4388,MDV,2000,173902598.13468325,171030242.23923805
4389,MDV,2001,165628809.33553663,173902598.13468325
4390,MDV,2002,171636549.9537548,165628809.33553663
4391,MDV,2003,178659779.94574594,171636549.9537548
4392,MDV,2004,210737719.20057106,178659779.94574594
4393,MDV,2005,201327126.46781,210737719.20057106
