year,Country_Code,agri_val_lcu,agri_vol_lcu,manu_val_lcu,manu_vol_lcu,serv_val_lcu,serv_vol_lcu,gdp_val_usd,gdp_val_lcu,gdp_vol_usd15,gdp_vol_lcu
1980,AFG,,,,,,,4672.75,160600,,
1981,AFG,,,,,,,4465.57,172200,,
1982,AFG,,,,,,,4335.67,170289.4,,
1983,AFG,,,,,,,4287.02,168378.7,,
1984,AFG,,,,,,,4238.37,166468.1,,
1985,AFG,,,,,,,4189.73,164557.4,,
1986,AFG,,,,,,,4141.08,162646.8,,
1987,AFG,,,,,,,4092.43,160736.1,,
1988,AFG,,,,,,,4043.79,158825.5,,
1989,AFG,,,,,,,3995.14,156914.8,,
1990,AFG,,,,,,,3946.5,155004.2,,
1991,AFG,,,,,,,3897.85,153093.5,,
1992,AFG,,,,,,,3849.2,151182.9,,
1993,AFG,,,,,,,3800.56,149272.2,,
1994,AFG,,,,,,,3796.17,147361.6,,
1995,AFG,,,,,,,3977.64,145450.9,,
1996,AFG,,,,,,,3021.9,143540.3,,
1997,AFG,,,,,,,2981.68,141629.6,,
1998,AFG,,,,,,,2941.45,139719,,
1999,AFG,,,,,,,2956.02,137808.3,,
2000,AFG,,,,,,,2869.61,135897.7,,
2001,AFG,,,,,,,4081.24,133987,,
2002,AFG,70365.62,70365.62,43373.18,43373.18,65853.93,65853.93,4055.18,182162.7,6939.25,185470.3
2003,AFG,82829.84,72334.67,50272.44,47827.47,82887.28,73461.26,4515.56,221358.6,7525.21,201131.7
2004,AFG,74240.83,56250.07,65512.41,56185.83,102691.7,82855.37,5226.77,249791.9,7604.65,203254.7
2005,AFG,95884.54,66205.27,82625.03,63485.34,120207.66,87319.84,6209.14,308163.2,8454.49,225969
2006,AFG,99667.03,62822.68,98187.13,72162.23,138631.24,93197.34,6971.29,348048.4,8924.06,238519.6
2007,AFG,146135.46,72057.89,130491.52,77670.46,195598.08,111539.64,9747.89,485419.1,10150.24,271292.7
2008,AFG,128206.85,61309.5,138628.1,82130.16,233881.91,128108.24,10109.22,515046.9,10516.81,281090.1
2009,AFG,179210.5,88630.82,133942.97,87145.96,276756.64,151146.43,12439.09,611692.1,12727.51,340177.1
2010,AFG,190345.68,82980.49,153608.2,92610.54,354977.25,178889.98,15856.57,726231.08,13800.86,368865.19
2011,AFG,201903.6,76680.34,193371.12,101693.47,422595.56,196404.53,17804.28,850347.27,14644.59,391416.38
2012,AFG,250931.9,90655.17,217670.3,108195.83,520357.92,223228.16,19907.32,1028793.94,16758.51,447916.36
2013,AFG,259770.06,90659.95,232825.17,113671.61,599956.24,240699.23,20561.06,1138809.93,17412.18,465387.66
2014,AFG,260435.54,90568.65,249760.51,116815.51,623421.36,251603.28,20484.86,1176468.92,17880.66,477908.95
2015,AFG,252307.52,85444.98,270523.17,121688.03,650938.01,256975.28,18114.9,1222755.91,18114.9,484169.75
2016,AFG,277047.36,90547.54,286800.51,120756,693393.82,262062.06,19703.13,1314198.91,18543.63,495628.64
2017,AFG,281517.82,94022.45,304367.22,121259.71,724278.14,268607.03,19864.1,1376582.14,19040.66,508913.24
2018,AFG,301684.85,94774.63,321704.35,124291.2,730111.67,271292.17,19527.86,1411864,19386.49,518156.28
2019,AFG,333885.21,101835.34,341096.72,126714.88,784744.04,276189.16,19373.49,1504351.6,19957.23,533410.8
2020,AFG,360924.8,106876.19,345930.85,122976.79,767600.62,255504.67,18896.48,1540062.78,19190.87,512927.83
2021,AFG,388481.29,111685.62,372342.6,126666.1,839096.31,263023,19609,1678530.08,19824.17,529854.44
2022,AFG,417941.65,116655.63,400770.88,130466.08,949278.95,280324.77,20596.35,1851611.44,20855.02,557406.87
1980,AGO,,,,,,,5785.95,0,24184.35,338376.7
1981,AGO,,,,,,,5418.06,0,23120.23,323488.1
1982,AGO,,,,,,,5418.06,0,23120.23,323488.1
1983,AGO,,,,,,,5618.73,0,24091.28,337074.6
1984,AGO,,,,,,,5953.18,0,25536.76,357299.1
1985,AGO,0,47964.43,0,149307,0,154717.17,7357.86,0,26430.55,369804.6
1986,AGO,0,46568.2,0,140905.9,0,173181.2,7357.86,0,27197.03,380528.9
1987,AGO,0,48738.56,0,171186.5,0,170592.14,7357.86,0,28307.43,396065
1988,AGO,0,47755.91,0,193719.7,0,171628.49,7357.86,0,30042.36,420339.4
1989,AGO,0,49526.09,0,192187,0,172986.51,11036.79,0,30054.86,420514.3
1990,AGO,0,49174.6,0,189600.7,0,174508.4,11036.79,0,29017.93,406006.1
1991,AGO,0,47740.6,0,173502,0,185943.1,35.16,0,29305.61,410031.1
1992,AGO,0,34808.96,0,172306.4,0,172065.24,57.16,0,27594.67,386092.4
1993,AGO,0,18728.08,0.01,142889.6,0.01,124346.52,394.2,0.03,20976.52,293494.2
1994,AGO,0.04,21000.5,0.42,163392.1,0.22,112909.3,6816.35,0.68,21257.47,297425.2
1995,AGO,1,25634.4,9.05,179348.1,4.96,123348,5362.61,15.02,24446.09,342038.9
1996,AGO,58.71,29420.8,566.64,199216.6,210.15,136519.8,7526.96,835.49,27757.16,388366
1997,AGO,157.7,32454.19,1064.35,215419.7,529.74,146221.81,7649.72,1751.79,29776.3,416616.8
1998,AGO,329.98,34394.09,1409.71,239298,816.11,147915.91,6506.62,2555.8,31173.15,436160.9
1999,AGO,1080.1,35093.68,12486.3,256587.2,3604.6,144294.82,6152.94,17171,31853.18,445675.7
2000,AGO,5192.6,38489.35,66112.3,266605.5,20361.2,144371.75,9129.63,91666.1,32826.18,459289.4
2001,AGO,16077.1,45417.43,127893,272472.7,53140.7,150540.47,8936.06,197110.8,34206.85,478607.1
2002,AGO,38855.49,38855.49,373119.9,373119.9,248035.61,248035.61,15285.59,665385,47556.17,665385
2003,AGO,82372.81,41972.8,705893,372796.7,536898.19,260908.5,17812.7,1328940,48978.01,685278.68
2004,AGO,122990.5,45781.04,1074883,427974.1,778158.5,277906.06,23552.05,1967571,54342.6,760337.62
2005,AGO,163064,47863.68,1946365,515691.4,1119742,299830.02,36970.92,3222352,62509.7,874608.08
2006,AGO,218540.5,55666.94,2446265,583728.4,1535830.5,324980.46,52381.01,4209762,69728.12,975605.05
2007,AGO,262446,58771.67,3098097,699300.2,1680432,339907.13,65266.45,5006335,79497.12,1112288.56
2008,AGO,319235.7,61565.07,4002940,766200.6,2191267.3,385234.33,88538.61,6643353,88373.78,1236486.89
2009,AGO,369286.7,65094.37,2457174,736338.6,2620970.3,422190.03,70307.17,5577341,89132.51,1247102.81
2010,AGO,475984.6,70652.07,4033234,754968.5,3108776.4,461583.43,83799.49,7701651,93463.65,1307702.2
2011,AGO,613851.6,77121.11,5883312,744294.3,3951271.4,518274.59,111789.81,10500942,96708.69,1353105.36
2012,AGO,742009.2,82604.71,6958224,823823.7,4690700.8,551647.59,128115.93,12224950,104969.69,1468689.61
2013,AGO,858663.9,85925.15,7041230,850181.3,5474085.1,594827.55,136709.87,13195004,110170.51,1541457.17
2014,AGO,1081030,100810.5,6618099,836413.5,6548442,665974,145712.2,14323859,115483.63,1615795.94
2015,AGO,1272620,111107.6,5849788,899091.8,6567511,619283.6,116573.26,13950287,116573.26,1631041.61
2016,AGO,1627016,115426.6,7057325,908175.1,7459781,572050.3,101165.9,16549558,113565.55,1588959.03
2017,AGO,1975098.78,115969.54,8538491.58,872454.65,9395282.58,616404.3,122123.86,20262296,113398.48,1586621.46
2018,AGO,2244637.17,110171.06,13013101.25,825006.93,11053189,650392.55,105902.28,26778000,112037.7,1567582
2019,AGO,2667480.25,111823.63,15730296.66,800339.79,13310883.7,656457.94,86357.04,31505278.73,110782.35,1550017.74
2020,AGO,3286442.14,112941.86,14673522.02,784711.09,17517539.51,635360.29,52130.02,29427395.69,108235.68,1514385.84
2021,AGO,4031335.37,114635.99,20849128.2,790858.94,19319987.71,636779.89,53890.44,37825699.34,108895.98,1523624.44
2022,AGO,4749110.29,117387.26,24845818.7,799740.59,22060182.1,644881.74,56392.06,44611757.21,110283.99,1543044.94
1980,ALB,5220.8,91787.56,6992.1,143563.82,3325.1,232044.39,1579.52,14991.97,4927.32,586178.71
1981,ALB,5207.7,93594.93,6911.4,145065.35,3953.9,259995.02,1809.8,15514.16,5210.43,619858.39
1982,ALB,5244.4,94272.92,7246.3,152121.23,4053.3,266202.81,1862.84,15968.78,5364.06,638135.53
1983,ALB,5702.9,102530.89,7241.5,152046.35,3779.6,262395.58,1883.11,16142.52,5423.33,645186.53
1984,ALB,5464.8,98278.38,7264.4,152570.55,3780.8,259333.1,1859.01,15935.96,5355.45,637111.4
1985,ALB,5834.6,104561.42,7301.7,152816.79,3726.7,261761.38,1898.76,16276.69,5450.82,648456.08
1986,ALB,5912.6,108540.42,7686.4,164786.75,3791,273978.4,2099.21,16778.61,5758.09,685011.12
1987,ALB,5728,105151.57,7901.9,169406.77,3623.1,266243.1,2082.67,16646.37,5712.73,679614.33
1988,ALB,5357.5,98350.47,7874.7,168824.19,3775.8,266629.44,2053.08,16409.89,5631.6,669963.53
1989,ALB,6034,110768.22,8369.1,179423.17,4277.9,298294.41,2255.12,18024.72,6185.56,735864.81
1990,ALB,6036,114794.92,8104,168674.31,2673,210904.27,1803.13,16228.43,5593.25,665401.05
1991,ALB,6446,94820.36,7004,100882.29,2954,181068,1082.22,15833.65,3938.26,468515.54
1992,ALB,27490,112360.24,12414,59258.9,13327.99,188978.94,652.17,48934.32,3654.71,434782.43
1993,ALB,68487.01,124053.5,28705,60723.09,28147.99,218356.05,1185.32,120976.3,4005.56,476521.54
1994,ALB,100749.01,134345.11,40830,63587.76,46311.98,254648.08,1880.95,177981.8,4338.02,516072.84
1995,ALB,125435.01,152088.69,50563,71599.78,48746.98,244977.01,2392.76,221803.3,4914.98,584710.52
1996,ALB,121742.51,156626.32,58090.43,96671.26,132984.34,250412.67,3199.64,334359.1,5362.24,637919.18
1997,ALB,104510.74,129843.22,60001.42,80512.55,140202.03,247745.58,2224.65,331324.2,4781.09,568782.41
1998,ALB,110780.83,137893.5,59062.27,93695.8,169311.18,257758.22,2554.87,384848.4,5211.81,620023.17
1999,ALB,114974.47,145339.74,73354.63,112370.97,207752.77,314662.24,3221.67,443593.6,5915.47,703733.58
2000,ALB,122870.74,155077.51,97210.78,137952.74,222045.2,317196.52,3487.59,501199,6309.83,750648.84
2001,ALB,127994.14,159264.6,122469.32,165518.99,253229.58,339804.81,3926.89,563448.8,6810.85,810252.84
2002,ALB,134462.43,162449.89,141063.22,176787.82,267251.87,350786.48,4355.87,610494.3,7099.04,844537.64
2003,ALB,148954.57,167160.94,163033.71,204255.55,284049.95,354095.24,5561.46,677737.5,7508.91,893296.95
2004,ALB,151495.69,177692.08,181946.6,221607.71,314096.27,376461.11,7177.03,737655.6,7937.63,944300.24
2005,ALB,151546.63,178935.92,201697.84,239657.36,350249.77,413517.85,8052.08,804163.2,8391.73,998321.97
2006,ALB,154547.36,184482.94,220873.43,263831.62,379844.06,435414.41,8896.07,872735.1,8847.49,1052540.94
2007,ALB,165622.99,189463.98,244667.63,277110.65,431008.71,473379.97,10677.32,965527.8,9369.49,1114640.86
2008,ALB,181954.36,202915.92,271909.11,291121.56,483053.87,496637.36,12881.35,1080676,9721.86,1156560.91
2009,ALB,192117.29,206771.32,279276.91,296504.1,518401.59,532202.21,12044.22,1143937,10047.8,1195335.78
2010,ALB,222588.78,222588.78,309136.21,309136.2,545759.54,545759.52,11926.97,1239646,10420.26,1239645.58
2011,ALB,237061.71,233213.02,318450.12,316136.61,575608.98,562322.21,12890.87,1300624,10685.49,1271198.56
2012,ALB,250125.96,245793.15,305460.46,296691.29,599160.12,580290.44,12319.78,1332811,10836.96,1289218.13
2013,ALB,264140.17,248583.03,311340.19,304079.4,602218.03,582077.12,12776.28,1350053,10945.54,1302135.94
2014,ALB,278923.54,253460.13,300114.1,293856.75,638805.55,610784.15,13228.25,1395305,11139.77,1325242.17
2015,ALB,283709.06,255406.29,312157.63,301446.28,663859.39,627662.8,11386.93,1434307,11386.93,1354646.01
2016,ALB,292286.76,260635.45,311310.7,307186.36,687605.77,654290.49,11861.35,1472479,11764.39,1399549.87
2017,ALB,294965.74,262812.62,316075.35,313022.89,744084.99,693875.7,13025.06,1551281,12213.91,1453027.81
2018,ALB,300476.41,265250.17,347455.13,341572.93,784509.84,720779.89,15129.32,1633966.78,12742.98,1515968.21
2019,ALB,306187.17,268282.11,351110.17,340059.63,807449.22,743928.22,15265.74,1677705.05,13027.2,1549780.13
2020,ALB,314421.58,271425.68,359959.7,340127.64,804363.52,722946.84,15362.06,1688289.93,12839.03,1527395.38
2021,ALB,327144.51,275520.78,395956.03,363596.44,897131.42,781584.2,16774.13,1843476.92,13681.59,1627630.38
2022,ALB,340412.68,279702.65,427810.69,381776.27,957336.16,808651.26,17923.35,1962305.29,14154.72,1683916.32
1980,ARE,793,,117452,,43393,,43599.22,161638,100655.91,384806.9
1981,ARE,993,,123808,,56302,,49333.42,181103,105345.67,402735.8
1982,ARE,1096,,108086,,61970,,46622.72,171152,98267.16,375674.7
1983,ARE,1148,,96485,,59498,,42803.32,157131,93603.56,357845.8
1984,ARE,1293,,96400,,55784,,41807.95,153477,97363.57,372220.3
1985,ARE,1380,,91300,,56376,,40603.65,149056,93863.88,358841
1986,ARE,1476,,64988,,58143,,33943.61,124607,79823.57,305165
1987,ARE,1527,,73037,,59005,,36384.91,133569,82523.21,315485.7
1988,ARE,1595,,70598,,60975,,36275.67,133168,80362,307223.4
1989,ARE,1816,,83837,,66565,,41465,152218,90276.98,345128.3
1990,ARE,1970,,109632,,74523,,50701.44,186125,106822.91,408383.3
1991,ARE,2456,,88527,,98265,,51552.17,189248,107741.69,411895.8
1992,ARE,2745,,110105,,86262,,54239.17,199112,111345.57,425673.4
1993,ARE,3024,4104.42,105122,578592.2,96054,,55625.17,204200,112749.86,431042
1994,ARE,3985,5399.65,100713,591503.7,113011,,59305.09,217709,120525.45,460768
1995,ARE,4313,5798.96,109921,612069,127111,,65743.67,241345,128585.88,491583
1996,ARE,4841,6483.2,125228,621855.1,140011,,73571.23,270080,136041.82,520087
1997,ARE,5800,7708.2,131478,676944.3,152140,,78836.22,289418,147184.14,562684
1998,ARE,6061,8029.25,111231,644992.3,160622,,75674.34,277914,147613.9,564327
1999,ARE,7236,9465.95,130317,633023.1,172573,,84445.47,310126,151897.98,580705
2000,ARE,8670,11252.79,185907,720431.5,188602,,104337.37,383179,190430.88,728016
2001,ARE,8492,10999.96,188478,723911.2,182442,,103311.64,379412,192814.61,737129
2002,ARE,8886,11353.12,191752,697772.4,202662,,109816.2,403300,197593.33,755398
2003,ARE,8803,10999.96,224317,746964.5,223542,,124346.36,456662,215007.69,821973
2004,ARE,9041,10783.25,280554,816741,253290,,147824.37,542885,235598.88,900693
2005,ARE,9256,10349.84,369093,848295,284967,,180617.56,663318,247065.03,944528
2006,ARE,8926,9455.91,472329,964809.2,334468,,222116.54,815723,271354.37,1037386
2007,ARE,9251,9281.34,519445,939502.5,418501,,257916.13,947197,280122.63,1070907
2008,ARE,9585,8270.04,672185,964621.2,476811,4538.46,315474.74,1158581,289127.62,1105333
2009,ARE,9655,8236.93,484618,900711.9,436879.7,17234.87,253547.45,931153,274010.41,1047540
2010,ARE,8125,8125,559256,559256,496864,496864,289787.34,1064244,278379.76,1064244
2011,ARE,8653,8558,747595,606666,531573,522775,350666.03,1287821,297672.23,1137999
2012,ARE,8789,8752,790518,627655,576375,552627,374590.61,1375684,311021.72,1189034
2013,ARE,9223,8796,636705,646605,786742,593719,390107.56,1432670,326738.72,1249120
2014,ARE,9468,8784,620098,657111,850955,636741,403137.1,1480521,340737.17,1302636
2015,ARE,9746,8897,403150,693756,902355,666495,358135.06,1315251,358135.06,1369148
2016,ARE,10176,9203,370956,709870,930116,691984,357045.06,1311248,369097.41,1411057
2017,ARE,10912,9507,416989,702310,959206,706166,377701.02,1387107,370909.08,1417983
2018,ARE,11238,10189,529053,716221,980781,716053,414178.9,1521072,377312.44,1442463
2019,ARE,10658.5,10573.91,735369.88,729533.61,733374.7,727554.26,402832.7,1479403.08,383903.81,1467661.79
2020,ARE,10204.18,10563.34,704604.54,729404.28,687659.81,711863.15,381883.87,1402468.53,379762.81,1451830.77
2021,ARE,11213.09,10668.97,780117.07,742261.72,753414.37,716854.78,420624.79,1544744.53,384459.32,1469785.48
2022,ARE,11398.78,10992.08,786870.78,758795.35,761039.59,733885.81,424590.65,1559309.15,393323.52,1503673.24
1980,ARG,0,24889.78,0,117701.21,0,158986.97,129304.63,0,312114.42,349179
1981,ARG,0,25759.45,0,105150.34,0,155309.26,105018.12,0.01,295916.34,331057.34
1982,ARG,0,27685.8,0.01,101775.66,0.01,154298.96,52148.65,0.02,293739.4,328621.89
1983,ARG,0.01,28247.13,0.05,107248.84,0.05,160250.57,64330.7,0.1,306514.4,342913.96
1984,ARG,0.07,28348.34,0.31,107972,0.41,163476.61,80000,0.8,311328.94,348300.24
1985,ARG,0.41,27867.81,2.08,98631.33,2.82,157199.42,88333.33,5.3,295174.01,330226.86
1986,ARG,0.78,27917.61,3.73,107143.48,5.47,165273.67,111111.11,10,313337.17,350546.96
1987,ARG,1.89,27156.02,8.83,110740.04,12.62,170268.93,110952.38,23.3,321812.54,360028.8
1988,ARG,9.97,29292.16,42.74,106806.58,58.35,169629.39,126250,111.1,318304.99,356104.72
1989,ARG,311.95,26885.02,1373.78,97633.22,1558.31,160235.73,76635.96,3244,295524.07,330618.49
1990,ARG,5599,29165,24827,92433.95,38496,157495.64,141352.37,68922,288232.85,322461.42
1991,ARG,12150,30358.77,59194.4,102312.79,109554,172282.25,189710.03,180898,314557.48,351912.18
1992,ARG,13577.4,30415.85,69541.5,113584.34,143519.01,184242.06,228779.37,226638,339524.83,379844.48
1993,ARG,12148.85,31153.63,64657.48,119797.74,144402.6,197672.05,236753.59,236505,367389.55,411018.23
1994,ARG,13084.82,33420.87,68876.94,127232.81,158559.34,210301.38,257695.12,257440,388831.15,435006.08
1995,ARG,13808.48,35276.56,67865.47,122714.22,160660.32,205370.12,258096.32,258031.8,377768.09,422629.25
1996,ARG,15269.96,34962.57,72371.59,130314.46,166966.58,217029.67,272242.36,272149.8,398646.16,445986.66
1997,ARG,15293.02,35175.46,79596.59,141223.26,178202.6,234120.88,293005.5,292859,430980.53,482160.84
1998,ARG,15702.92,38093.64,79855.46,143971.61,183971.81,245127.15,299097.85,298948.3,447574.06,500724.89
1999,ARG,12638.96,38998.12,74264.97,134437.1,180002.32,240364.49,283664.83,283523,432421.63,483773.07
2000,ARG,13300.48,38309.46,73866.93,131485.74,180382.17,241189.16,284345.97,284203.8,429009.83,479956.11
2001,ARG,12275.65,38880.7,67828.29,124659.67,174871.22,230701.52,268831.22,268696.8,410095.47,458795.61
2002,ARG,31903.94,37850.17,95517.37,110502.85,171220.21,208288.2,102041.62,312580,365417.68,408812.19
2003,ARG,38824.56,40412.78,122716.03,126151.55,191832.99,217131.77,129595.81,375909.5,397709.79,444939.09
2004,ARG,40567.69,40567.69,139795.27,139795.27,232064.5,232064.5,165947.8,485115.2,433621.29,485115.2
2005,ARG,46246.27,48189.75,166759.21,148930.03,282450.31,253183.56,200622.04,582538.2,472003.98,528055.94
2006,ARG,49652.06,47936.48,209067.53,161834.7,348997.13,274717.9,234391.5,715904.3,509986.85,570549.4
2007,ARG,66846.14,52029.1,245909.23,171598.75,444079.91,299686.11,289755.04,896980.2,555924.69,621942.5
2008,ARG,84142.08,50891.84,302040.31,176870.33,577756.85,315057.11,365644.91,1149646.1,578479.85,647176.16
2009,ARG,65811.09,37608.33,315528.99,165491.66,665221.19,308583.82,336359.11,1247929.3,544242.37,608872.88
2010,ARG,118516.72,52472.63,419730.37,180063.03,855706.19,330461.87,426486.9,1661720.9,599349.08,670523.68
2011,ARG,152504.1,51198.35,549390.76,190562.36,1128993.81,351759.56,530158.12,2179024.1,635333.71,710781.6
2012,ARG,152517.43,44606.48,644417.48,186367.84,1415454.92,354111.97,581431.45,2637913.8,628812.51,703485.99
2013,ARG,202670.38,49725.8,803790.97,187395.09,1805377.59,360874.66,613316.33,3348308.5,643937.49,720407.11
2014,ARG,307380.5,51269.41,1111682.88,180907.41,2424193.24,354940.52,567049.86,4579086.4,627757.82,702306.05
2015,ARG,307055.42,55136.13,1378651.25,183421.67,3323504.38,364382.43,644902.89,5954510.9,644902.89,721487.15
2016,ARG,515458.47,52535.39,1814647.13,172737.07,4617827.11,364350.6,557532.13,8228159.6,631486.79,706477.85
2017,ARG,583161.67,54135.14,2327913.6,176992.5,6064095.75,372720,642695.48,10644778.8,648338.59,725330.85
2018,ARG,890533.87,46405.08,3354552.38,171445.55,8103930.8,370561.08,519871.7,14605790.3,632248.17,707329.64
2019,ARG,1574436.28,55546.88,5134911.62,166130.74,11475408.47,356358.23,444533.31,21444286.68,618473.19,691918.84
2020,ARG,2170124.24,56713.37,6829432.45,157824.2,16378628.95,333152.16,441853.53,29842441.52,586004.16,655594.01
2021,ARG,2886048.23,58017.77,9307013.95,160507.21,23354499.09,341402.22,482358.56,42351555.31,599097.73,670242.48
2022,ARG,3501353.71,58655.97,11808270.46,162914.77,31528070.35,351227.14,518894.53,56949311.7,612868.79,685648.9
1980,ARM,,,,,,,,,,
1981,ARM,,,,,,,,,,
1982,ARM,,,,,,,,,,
1983,ARM,,,,,,,,,,
1984,ARM,,,,,,,,,,
1985,ARM,,,,,,,,,,
1986,ARM,,,,,,,,,,
1987,ARM,,,,,,,,,,
1988,ARM,,,,,,,,,,
1989,ARM,,,,,,,,,,
1990,ARM,8.04,390602.3,24.04,1477212,16.48,400177.7,103.24,50.31,5458.64,2608765.38
1991,ARM,18.82,382790.2,37.11,1241452,23.15,403257.8,94.63,79.69,4819.98,2303539.86
1992,ARM,88.36,349487.5,112.15,335780.1,98.2,636074.4,58.22,310.19,2805.23,1340660.14
1993,ARM,2077.81,329217.2,1090.14,338078.3,1077.11,491757.5,463.31,4218.41,2558.37,1222682.06
1994,ARM,81304,339422.9,67003,367597.3,41842.9,526894.8,648.07,187065,2696.52,1288706.92
1995,ARM,212510,352999.9,160867,370469.5,154397,609479.6,1286.63,522255.7,2882.58,1377627.69
1996,ARM,230068,360041.1,203578,392625.5,221973.8,642877.4,1596.96,661208.7,3051.65,1458431.07
1997,ARM,236581,343840.9,245692,400175.3,294340.8,674055.8,1638.67,804334.7,3153,1506866.73
1998,ARM,294710,388056.2,266617,403786.9,348419.7,704424.9,1892.17,955384.6,3383.17,1616868
1999,ARM,266206.1,393489,290896.4,428072.3,391045.1,735008.7,1845.48,987443.3,3494.82,1670224.65
2000,ARM,239409.5,389160.6,365306,529626.3,378699.1,689919.1,1911.56,1031338,3701.01,1768767.9
2001,ARM,300906.9,436393.6,386721,556929.2,427087.1,758541.2,2118.4,1175877,4054.7,1937802.7
2002,ARM,319486.4,453277.7,479632.8,675764.4,492295.8,882855.9,2376.32,1362472,4589.37,2193327.2
2003,ARM,349770,472375.7,620126.4,842887.8,580034.6,993884.5,2807.1,1624643,5233.75,2501287.77
2004,ARM,431110.3,541049.4,718814,905126.5,684528.7,1121993.1,3576.61,1907945,5781.61,2763118.62
2005,ARM,428298.8,602069.8,928617.4,1039062,794409.8,1307070.2,4900.47,2242881,6583.27,3146244.67
2006,ARM,497121.3,604981.4,1085527,1211208,968263.7,1596767.6,6384.45,2656190,7452.13,3561486.15
2007,ARM,574739.9,667294.5,1244259,1347602,1154784.1,1768425.5,9206.3,3149283,8476.74,4051162.07
2008,ARM,581922.5,687313.3,1377385,1447775,1359955.5,1862770.7,11662.04,3568228,9061.64,4330692.26
2009,ARM,531309.6,728019.8,1005816,1034395,1410802.4,1735429.2,8647.94,3141651,7779.42,3717899.8
2010,ARM,588205,612222.6,1137221,1111141,1497430,1883337.4,9260.29,3460203,7950.56,3799693.59
2011,ARM,767880.6,697933.8,1138888,1130788,1625186.4,1850574.2,10142.11,3777946,8324.24,3978279.19
2012,ARM,764237.5,764237.5,1187232,1187232,1949726.5,1949726.5,10619.32,4266461,9555.49,4566713.02
2013,ARM,839821.1,822319.6,1216768,1193325,2084192.9,2003344.4,11121.47,4555638,9870.82,4717414.55
2014,ARM,872631.1,872481,1220220,1168183,2289397.9,2139378,11609.63,4828626,10226.17,4887241.47
2015,ARM,868671,987648.5,1296653,1208054,2342507.9,2160320.2,10553.41,5043633,10553.41,5043633.2
2016,ARM,830553.4,938266.08,1296068,1204429.84,2431869,2239462.92,10546.21,5067294,10574.52,5053720.76
2017,ARM,834354.6,890414.51,1436170,1312828.52,2721894.4,2498813.4,11527.5,5564494,11367.61,5432750.19
2018,ARM,822444.4,814729.27,1500268,1370592.98,3043217.2,2747134.95,12433.22,6005059,11953.21,5712620.21
2019,ARM,761140,782140.1,1627321.89,1488463.97,3418170.43,3041622.42,13636.96,6551875.1,12861.67,6146783.96
2020,ARM,813617.68,801693.6,1748918.66,1543537.14,3784593.23,3058427.03,13361.08,6814150.83,13083.04,6252579.21
2021,ARM,867356.54,825744.41,1889652.49,1619170.46,4096300.74,3203290.94,14142.49,7396523.73,13675.12,6535546.04
2022,ARM,929133.47,854645.47,2049495.81,1704986.5,4434378.99,3354680.59,15006.77,8043630.48,14319.4,6843458.49
1980,AZE,,,,,,,,,18463.87,10303.38
1981,AZE,,,,,,,,,19171.31,10698.16
1982,AZE,,,,,,,,,19923.17,11117.72
1983,AZE,,,,,,,,,20792.99,11603.1
1984,AZE,,,,,,,,,21684.52,12100.6
1985,AZE,,,,,,,,,21348.21,11912.93
1986,AZE,,,,,,,,,22094.16,12329.19
1987,AZE,,,,,,,,,22667.04,12648.88
1988,AZE,,,,,,,,,23471.73,13097.92
1989,AZE,,,,,,,,,23290.21,12996.63
1990,AZE,0.08,,0.09,,0.1,,808.63,0.3,20565.26,11476.02
1991,AZE,0.16,,0.16,,0.18,,733.14,0.5,20421.3,11395.69
1992,AZE,1.26,918.25,1.76,5453.31,1.39,2405.08,442.8,4.8,15806.08,8820.26
1993,AZE,8.51,768.57,10.09,4082.67,11.27,2107.69,1570,31.4,12154.88,6782.78
1994,AZE,121.2,670.19,103.61,2969.9,142.55,2008.88,1193.12,374.7,9760.36,5446.57
1995,AZE,540.8,623.28,661.4,2572.06,809.6,1769.17,2417.33,2133.8,8608.65,4803.88
1996,AZE,682.1,641.98,960.5,2759.74,843,1665.15,3176.52,2732.6,8720.56,4866.33
1997,AZE,635.7,597.68,1168.3,3249.01,1131.2,1709.5,3962.34,3158.3,9226.36,5148.58
1998,AZE,624.4,634.74,1202.7,3830.8,1491.2,1746.91,4446.37,3440.6,10148.98,5663.43
1999,AZE,694.6,679.81,1476.2,3931.79,1474,2006.79,4581.27,3775.1,10900.02,6082.53
2000,AZE,758.9,812.96,2007,3411.32,1688.4,2133.4,5272.62,4718.1,12109.92,6757.69
2001,AZE,788.7,903.2,2310.3,3693.9,1832.8,2290,5707.6,5315.6,13308.79,7426.7
2002,AZE,846,961,2798.1,4110.7,1967.6,2436.3,6236.11,6062.5,14565,8127.7
2003,AZE,888,1014.9,3468.9,4585.7,2281.5,2641.9,7276.38,7146.5,16051.84,8957.4
2004,AZE,937.3,1065.6,4330.7,5039.4,2712.5,2875.6,8680.37,8530.2,17537.25,9786.3
2005,AZE,1145.5,1145.5,7361.7,7361.6,3141.3,3141.6,13245.44,12522.5,22440.93,12522.7
2006,AZE,1329.3,1155.8,12177.2,11029.1,4407.2,3678.2,20981.81,18746.2,30175.47,16838.8
2007,AZE,1854.8,1202,18763.4,14692.5,6170.1,4132.2,33049.57,28360.5,37859.11,21126.5
2008,AZE,2236,1275.5,26297.3,16113.5,9496,4684.7,48851.29,40137.2,41868.93,23364.1
2009,AZE,2179.5,1320,20030.1,17828.9,11150.8,5074.7,44292.59,35601.5,45791.85,25553.2
