year,Country_Code,agri_val_lcu,agri_vol_lcu,manu_val_lcu,manu_vol_lcu,serv_val_lcu,serv_vol_lcu,gdp_val_usd,gdp_val_lcu,gdp_vol_usd15,gdp_vol_lcu
2022,MAR,166650.39,140957.98,336453.29,238168.36,636046.93,558878.52,135631.96,1265725.56,121442.83,1083679.07
1980,MDA,,,,,,,,,2625.95,35106.91
1981,MDA,,,,,,,,,2607.27,34857.23
1982,MDA,,,,,,,,,2913.13,38946.31
1983,MDA,,,,,,,,,3040.06,40643.26
1984,MDA,,,,,,,,,3142.12,42007.76
1985,MDA,,,,,,,,,2975.88,39785.18
1986,MDA,,,,,,,,,3211.23,42931.63
1987,MDA,,,,,,,,,3249.83,43447.75
1988,MDA,,,,,,,,,3304.84,44183.09
1989,MDA,3.8,,4.07,,2.8,,3223.42,11.6,3471.15,46406.51
1990,MDA,4.39,,4.44,,3.62,,3571.25,12.86,3387.84,45292.75
1991,MDA,10,15340.18,7.78,31220.57,6.2,61503.15,3083.35,25.9,2845.78,38045.91
1992,MDA,90.1,12807.33,55.59,20807.18,35.63,44833.68,2320.44,191.9,2017.66,26974.55
1993,MDA,568.71,8416.64,767.2,29897.64,455.7,42389.45,2371.72,1821,1993.45,26650.85
1994,MDA,1292.83,5082.65,1695.08,17547.8,1547.94,31646.17,1702.3,4736.81,1377.47,18415.74
1995,MDA,1896.84,10047.39,1843.19,19372.07,2147.7,25139.53,1752.98,6479.72,1358.19,18157.92
1996,MDA,2143.1,8812.09,2127.75,19050.98,2924.47,26512.15,1695.12,7797.56,1278.37,17090.77
1997,MDA,2315.19,9872.37,2268.08,16555.57,3417.44,26432.65,1930.08,8916.98,1299.42,17372.27
1998,MDA,2350.59,9257.09,1853.93,13850.09,3949.9,27048.78,1698.72,9122.11,1214.41,16235.74
1999,MDA,3065.74,8880.26,2526.86,13027.14,6099.13,29240.79,1170.78,12321.55,1173.51,15688.88
2000,MDA,4070.46,9086.81,3067.37,15070.6,7263.77,26838.13,5356.57,66600.36,3913.29,52317.64
2001,MDA,4271.36,9757.82,4185.46,15915.92,8749.16,27794.97,4831.82,62170.1,4152,55509.02
2002,MDA,4741.65,10252.65,4597.96,16418.89,10812.37,30503.54,4840.71,65702.92,4475.86,59838.72
2003,MDA,5062.07,9134.61,5709.64,19353.48,13398.37,32525.19,5252.16,73228.72,4771.26,63788.08
2004,MDA,5633.38,10994.56,6636.24,20923.59,15977.78,33384.75,6001.56,73989.07,5124.34,68508.4
2005,MDA,6174.85,11157.41,7216.98,21471.76,18980.96,36171.85,6388.39,80495.65,5508.66,73646.53
2006,MDA,6488.83,10842.65,8403.86,20657.57,23562.55,38767.59,6665.74,87523.89,5773.08,77181.56
2007,MDA,5333.9,7060.75,10388.07,20422.92,29906.69,43919.93,7591.92,92137.03,5946.27,79497.01
2008,MDA,5544.02,9957.55,12031.78,20790.53,35506.88,45511.65,9005.19,93581.97,6410.08,85697.77
2009,MDA,5135,8966.77,10371.49,16659.46,36287.96,44667.06,7410.54,82328.14,6025.48,80555.91
2010,MDA,9629.42,9629.42,17629.42,17629.42,47051.76,47051.76,6976.65,86275.38,6453.28,86275.38
2011,MDA,11244.55,10120.42,20654.11,18949.67,52915.01,49113.44,8415.51,98772.81,6828.75,91295.02
2012,MDA,11020.75,8057.16,22482.59,19136.49,57435.19,50351.8,8708.59,105480.18,6788.48,90756.62
2013,MDA,13806.48,11829.05,25822.99,20306.92,63112.4,52907.44,9493.74,119532.87,7402.42,98964.53
2014,MDA,16317.84,12845.21,29829.82,22116.59,69787.96,54663.34,9508.05,133481.63,7772.51,103912.39
2015,MDA,16769.35,11133.35,33071.14,22663.38,77223.04,55486.2,7746.22,145753.64,7746.22,103560.92
2016,MDA,18330.74,13180.33,35767.48,22815.12,86789.05,57727.05,8071.48,160814.56,8087.74,108126.8
2017,MDA,20521.68,14308.06,39129.53,23689.81,95163.37,59707.26,9674.36,178880.89,8467.12,113198.81
2018,MDA,19772.4,14680.07,43606.24,25648.86,103093.43,61675.23,11456.72,192508.55,8831.21,118066.36
2019,MDA,20718.26,14344.71,47898.37,27459.02,113978.26,64197.88,11937.43,210098.85,9147.41,122293.7
2020,MDA,21546.99,14559.88,49335.32,28304.7,124639.33,63031.03,12066.33,220813.89,9138.26,122171.41
2021,MDA,21870.2,14778.28,52295.44,30022.67,139228.08,65118.7,13010.12,240687.14,9485.51,126813.92
2022,MDA,22198.25,14970.39,55485.46,31798.11,155221.9,67218.16,14016.49,262108.29,9836.48,131506.04
1980,MDG,45563.06,2651623.52,26142.89,1765947.97,79912.3,5235262.66,5201.82,219806.74,6170.04,10238322.84
1981,MDG,57360.86,2533090.94,26353.16,1367805.98,89708.47,4815766.58,4759.33,258651.16,5565.38,9234967.21
1982,MDG,74938.6,2634685.57,31527.1,1171947.1,112478.09,4752241.92,4784.98,334695.61,5459.63,9059502.83
1983,MDG,96028.2,2702416.37,38909.54,1188001.42,133416.24,4745686.13,4686.46,403456.3,5508.77,9141038.35
1984,MDG,106198,2787082.49,41890,1353076.63,152841,4643132.92,3905.94,450466.03,5605.74,9301937.26
1985,MDG,118548,2818224.68,48467,1379092.44,170302,4687790.92,3802.56,503821.81,5670.56,9409499.67
1986,MDG,145902,2909422.92,56457,1452060.6,194243,4695635.66,4347.99,588144.61,5781.71,9593947.02
1987,MDG,173183,2982309.93,71429,1499901.32,234128,4677624.48,3212.9,687055.22,5849.64,9706667.58
1988,MDG,204122,3047831.71,89137,1535843.54,316313,4892216.05,3189.46,897581.23,6048.94,10037366.87
1989,MDG,240085,3206719.63,117654,1559752.04,371216,5087976.76,3175.64,1018387.52,6295.42,10446377.59
1990,MDG,271422,3273403.11,132942,1573371.04,435741,5276358.98,3931.34,1174798.18,6492.4,10773234.83
1991,MDG,301640,3290079.08,140527,1529264.18,472395,4931029.13,3254.71,1194714.03,6082.97,10093836.76
1992,MDG,345423,3346175.2,156457,1543967.94,534604,4960934.12,3714.97,1384914.81,6154.8,10213033.36
1993,MDG,408237,3453825.33,181986,1589056.97,613053,5071968.34,4063.3,1555254.07,6284.05,10427499.21
1994,MDG,668528,3438213.23,252328,1579057.63,793390,5093284.53,3522.23,2160770.68,6281.4,10423109.1
1995,MDG,1144714.05,3502490,539676.55,1626262.8,1427092.07,4940634.6,3838.1,3274384.95,6386.84,10598070.61
1996,MDG,1339210.23,3590084,570014.71,1393256.58,1905921.79,5309068.95,4931.86,4005905.77,6524.43,10826374.72
1997,MDG,1466989.62,3657619.52,574288.27,1428268.86,2066990.87,5584387.65,4262.97,4340454.05,6765.4,11226246.07
1998,MDG,1592518.18,3735812.65,636104.82,1468698.47,2282031.08,5880462.85,4401.97,4790571.87,7030.41,11665986.51
1999,MDG,1789206.85,3868300.45,724664.19,1493766.82,2489415.78,6240403.2,4277.9,5376276.97,7360.79,12214197.7
2000,MDG,1934758.02,3906983.46,872170.6,1607097.05,3030678.64,6555754.17,4629.25,6265668.35,7688.85,12758567.26
2001,MDG,2139170.35,4064077.4,982379.85,1745464.5,3649429.66,6928437.52,5438.33,7166084.52,8148.66,13521559.66
2002,MDG,2496677.44,4011590.28,841124.23,1348133.18,3671094.54,5886206.49,5351.7,7312517.88,7137.57,11843808.45
2003,MDG,2527548.22,4063559.34,952417.27,1484214.72,3937733.38,6647948.71,6372.5,7891241.68,7835.98,13002712.33
2004,MDG,2974034.16,4188290.44,1101818.04,1552934.97,4755782.67,7078772.65,5064.73,9465265.24,8247.91,13686265.38
2005,MDG,3610397.11,4292932.62,1296601.03,1600495.48,6033903.44,7522026.44,5859.27,11736268.68,8640.17,14337162.97
2006,MDG,4135437.7,4385020.25,1511025.28,1655182.75,7190217.38,8092098.57,6395.71,13701545.53,9106.61,15111155.92
2007,MDG,4483449.45,4483449.45,1735391.7,1735391.7,8705320.35,8705320.35,8524.62,15974088.18,9626.65,15974088.18
2008,MDG,4956710.89,4586083.98,2125588.29,1859145.58,9963392.29,9362286.8,10725.14,18322511.69,10272.85,17046371.04
2009,MDG,5731285.12,4837066.92,2089086.69,1753847.68,9905138.81,8827426.23,9616.88,18812596.28,9864.13,16368145.61
2010,MDG,6066670.12,4725438.85,2366402.92,1785311.79,11120707.8,8861486.55,9982.71,20863366.92,9925.21,16469502.03
2011,MDG,6795944.73,4814150.46,2567461.88,1795182.82,12573187.81,8938808.3,11551.82,23393794.99,10081.87,16729461.5
2012,MDG,7116485.64,4914182.36,2851251.42,1959421.74,13892374.83,9157835.33,11578.98,25415471.25,10385.45,17233210.08
2013,MDG,7263786.02,4666561.75,3412985.11,2494159.64,14983666.25,9197918.71,12423.56,27417726.36,10624.36,17629640.59
2014,MDG,7815794.64,4740567.71,4080296.7,2667669.04,16430528.44,9459052.93,12522.96,30240588.29,10979.13,18218329.94
2015,MDG,8550957.78,4668084.55,4183015.37,2846266.31,18310799.86,9704639.76,11323.02,33216184.26,11323.02,18788981.94
2016,MDG,9459625.5,4730892.02,5031092.27,2982508.19,20655759.52,10096449.44,11848.62,37637590.07,11775.17,19539253.44
2017,MDG,10080002.41,4792057.99,5548657.23,3155549.93,22781806.07,10559712.16,13176.31,41058841.43,12238.32,20307794.06
2018,MDG,11009564.54,4967683.75,7726833.15,3411479.71,24121350.95,10811393.37,13850.67,46188508.31,12796.98,21234800.74
2019,MDG,11781863.48,5106778.9,8647624.4,3657106.25,26342129.74,11332880.81,14325.81,50376333.73,13411.23,22254071.17
2020,MDG,12619601.1,5229341.59,9386137.05,3737688.76,28475846.29,11353359.12,14707.48,54304385.3,13578.28,22531267.88
2021,MDG,13778787.18,5396680.52,10586060.81,3976900.84,31576598.86,12092889.51,15668.31,60166143.63,14338.67,23793018.89
2022,MDG,14959632.09,5580167.66,11961825.27,4239376.3,35367746.57,12872604.38,16757.7,66923352.42,15141.63,25125427.94
1980,MDV,,,,,,,42.46,320.6,466.3,6638.91
1981,MDV,,,,,,,44.78,338.1,503.08,7162.46
1982,MDV,,,,,,,47.91,343.7,540.64,7697.19
1983,MDV,,,,,,,57.83,407.7,564.5,8036.98
1984,MDV,,,,,,,109.5,772,662.61,9433.7
1985,MDV,,,,,,,127.19,902.8,754.05,10735.64
1986,MDV,,,,,,,141.89,1014.6,818.87,11658.45
1987,MDV,,,,,,,141.22,1302.5,891.47,12692.13
1988,MDV,,,,,,,168.52,1480.4,969.22,13799.14
1989,MDV,,,,,,,189.52,1713.4,1059.29,15081.41
1990,MDV,,,,,,,215.05,2054.1,1016.4,14470.79
1991,MDV,,,,,,,244.4,2505.8,1086.49,15468.7
1992,MDV,,,,,,,284.87,3010.9,1156.76,16469.09
1993,MDV,,,,,,,322.41,3532.7,1219.42,17361.29
1994,MDV,,,,,,,356.01,4124.7,1310.94,18664.29
1995,MDV,538.36,2297.69,635.31,1040.77,3522.43,14719.85,398.99,4696.1,1407.65,20041.14
1996,MDV,569.16,2342.1,679.05,1033.37,4052.8,16005.19,450.38,5301,1518.27,21616.11
1997,MDV,589.29,2372.02,834.51,1273.02,4558,17321.86,508.22,5981.79,1645.78,23431.41
1998,MDV,606.98,2544.28,946.19,1538.63,4803.77,18495.47,540.1,6356.93,1769.12,25187.52
1999,MDV,637.73,2633.13,1079.51,1736.47,5218.12,19562.01,589.24,6935.35,1878.38,26743.02
2000,MDV,643.8,2611.25,1104.95,1671.21,5599.7,20558.75,624.34,7348.45,1950.62,27771.5
2001,MDV,683.74,2868.12,1310.01,1861.87,7828.14,19046.68,870.03,10651,1873.69,26676.3
2002,MDV,714.68,3387.04,1448.94,1960.94,8437.87,20213.77,897.03,11482,2009.88,28615.23
2003,MDV,715.27,3433.05,1666.62,2272.48,9842.52,23528.98,1052.12,13467.15,2286.24,32549.84
2004,MDV,876.91,3443.66,1736.61,2816.87,11469.12,24617.42,1226.83,15703.42,2424.18,34513.82
2005,MDV,1150.78,3836.91,1747.01,3218.73,10360.44,20269.77,1163.36,14891.04,2105.91,29982.48
2006,MDV,1329.75,3913.99,1919,3620.97,14699.76,26483.4,1575.2,20162.57,2655.8,37811.36
2007,MDV,1474.46,3193.23,2091.52,4133.19,17725.89,29287.94,1868.38,23915.31,2860.66,40728.08
2008,MDV,1999.24,3010.63,3329.12,4551.2,20992.17,32492.58,2271.65,29077.07,3132,44591.27
2009,MDV,1626.92,2939.65,2887.98,3403.25,23393.34,31303.84,2345.29,30019.77,2905.6,41367.84
2010,MDV,1866.51,2835.6,3124.61,3652.07,25738.98,33590.01,2588.18,33128.65,3116.69,44373.26
2011,MDV,2181.78,2837.66,4081.28,4209.04,30408.96,35921.29,2774.35,40511.08,3383.69,48174.6
2012,MDV,2301.8,2832.38,4341.77,4380.96,33470.62,36853.06,2886.17,44345.43,3468.87,49387.34
2013,MDV,2741.01,3027.26,4080.25,4119.02,38266.85,40089.76,3295.01,50633.45,3721.44,52983.27
2014,MDV,3018.02,3018.02,4784.72,4784.72,42880.42,42880.42,3697.35,56866.75,3994.21,56866.75
2015,MDV,3513.93,3005.78,6744.33,5652.78,45675.69,43895.92,4109.42,63146.65,4109.42,58507.1
2016,MDV,3819.6,3050.09,7501.02,6155.93,47065.18,46832.07,4379.14,67300.32,4369.89,62215.45
2017,MDV,3914.8,3302.03,7960.95,6812.93,50761.83,49649.74,4735.99,72872.68,4667.2,66448.38
2018,MDV,4583.83,3460.69,10592.95,7530.12,55674.9,52898.01,5327.46,81993.83,4988.72,71025.89
2019,MDV,4907.45,3668.34,11234.63,7906.63,59704.34,55648.71,5729.99,88127.29,5248.93,74730.61
2020,MDV,5110.72,3741.7,11457.91,7867.09,55185.3,49916.89,5395.49,83090.58,4804.02,68396.31
2021,MDV,5395.38,3872.66,11885.64,7985.1,61820.59,54159.83,6019.57,92701.36,5154.77,73390.01
2022,MDV,5723.42,4027.57,12511.54,8224.65,67657.79,57409.42,6541.62,100740.91,5438.56,77430.36
1980,MEX,298.13,313653.92,1317.84,2859119.21,2825,4164190,223510.5,4470.21,512088.96,7562010.32
1981,MEX,411.29,337988.38,1760.8,3112388.33,3928,4521357,306351.5,6127.03,557012.49,8225395.46
1982,MEX,559.48,330353.25,2746.91,3031112.75,6378,4553421,163297.67,9797.86,553514.93,8173747.12
1983,MEX,1113.14,336964.41,5440.89,2731158.77,11089,4495653,148991,17878.92,530287.82,7830752.69
1984,MEX,1985.63,341715.54,8852.41,2866524.5,18186,4635522,173359.29,29471.08,549432.15,8113456.76
1985,MEX,3279.8,352056.55,14162.32,3023762.55,29066,4674574,182273.62,47391.14,563681.04,8323869.91
1986,MEX,5603.93,347366.06,23623.92,2845179.21,48130,4581952,129822.15,79191.51,542520.92,8011398.76
1987,MEX,13047.3,351721.19,61435.61,2925307.86,113651,4645182,140080.72,193311.4,552588.76,8160070.39
1988,MEX,26742.95,339813.28,122792.24,3006441.53,235318,4704202,183394.36,416305.2,559470.87,8261698.41
1989,MEX,35165.23,335017.98,147826.63,3190891.21,319729,4885118,223113.01,548858,582959.11,8608548.88
1990,MEX,48989.95,359348.42,192128.12,3405059.83,438632,5101689,262952.85,738897.5,612505.28,9044856.8
1991,MEX,61408.91,367403.66,243384.52,3519515.52,570693,5351250,314287.28,949147.6,638366.75,9426752.79
1992,MEX,67424.73,359217.14,289143.67,3673426.9,694678,5558830,364185.76,1125334,661530.89,9768817.27
1993,MEX,79572.56,369721.92,506758.31,3683940.19,905197,5717226,500029.81,1560093,688398.52,10165571.18
1994,MEX,82245.79,370145.46,572604.54,3888576.36,1041457,5983809,527047.93,1781422,722412.85,10667860.25
1995,MEX,102279.05,375365.75,755663.9,3465384.44,1357592,5769329,360040.19,2311458,676964.19,9996720.54
1996,MEX,152050.41,390093.92,1060228.65,3875010.98,1785829,5998667,410943.16,3123168,722816.72,10673824.28
1997,MEX,176343.69,390019.67,1355115.69,4180869.46,2253090,6393397,500318.69,3962524,772306.92,11404645.26
1998,MEX,200038.71,401975.53,1629850.81,4430591.77,2739128,6701970,526271.66,4810123,812188.27,11993572.61
1999,MEX,211236.77,407417.6,1958213.38,4498700.05,3271497,6939095,600257.95,5738466,834552.31,12323822.14
2000,MEX,222436.86,410959.44,2289889.26,4696501.73,3869105,7337041,707577.48,6693683,875799.67,12932921.34
2001,MEX,240589.67,432955.92,2348259.18,4593954.78,4127531,7361070,756892.61,7069377,872258.03,12880621.89
2002,MEX,244410.97,429031.05,2438707.37,4524900.91,4387180,7425741,771786.65,7455459,871910.48,12875489.67
2003,MEX,266554.86,445468.04,2454366.47,4604522.24,4754680,7509115,729268.77,7868810,884521.64,13061718.52
2004,MEX,294796,455970.66,2900212.29,4781935.7,5243010,7812781,781963.42,8828367,919200.12,13573815.06
2005,MEX,293879.7,439348.68,3134961.76,4884760.03,5738131,8023613,877307.16,9562648,940413.48,13887072.52
2006,MEX,326989.18,466935.9,3635279.41,5086479.82,6268667,8377968,975315.5,10630939,982685.8,14511307.25
2007,MEX,366026.86,486682.23,3892419.77,5133607.89,6808726,8634174,1042980.6,11504076,1005203.51,14843825.98
2008,MEX,390428.3,486464.96,4293726.15,5079733.56,7353295,8836558,1108962.75,12353845,1016698.86,15013577.68
2009,MEX,394255.25,476156.11,3879203,4699986.66,7385452,8472404,900278.53,12162763,962958.76,14219998.38
2010,MEX,430284.33,488029.03,4325615.01,4913184.23,8068322,8951187,1057466.53,13366377,1012244.13,14947794.7
2011,MEX,452940.69,469661.57,4921298.33,5053169.75,8786509,9352965,1179853.26,14665576,1049322.71,15495333.6
2012,MEX,502043.66,499515.55,5342678.58,5196909.9,9490217,9734567,1201044.42,15817755,1087542.43,16059723.65
2013,MEX,510905.69,510905.69,5185312.41,5185312.41,9946402,9946402,1274642.68,16277187,1102268.76,16277187.08
2014,MEX,547775.92,530221.27,5503426.1,5319099.68,10518294,10211309,1313822.63,17473841,1133180.12,16733654.74
2015,MEX,592989.95,541188.73,5567915.74,5384711.83,11317458,10645369,1170438.99,18551458,1170438.99,17283855.93
2016,MEX,673818.2,560247.85,5934006.29,5405116.11,12251909,11057381,1077939,20114341.76,1204505.19,17786911.05
2017,MEX,741825.17,579155.88,6748810.97,5393025.4,13209154,11398347,1158485.13,21930123.47,1230017.68,18163653.63
2018,MEX,795383.02,592952.17,7268242.76,5418536.34,14127538,11727948,1225544.04,23589128.89,1256290.36,18551621.81
2019,MEX,841046.44,604040.38,7290356.58,5304013.47,14682883.34,11798310.86,1243665.19,24385824.27,1254420.45,18524008.9
2020,MEX,874688.29,604040.38,7069259,5015146.43,14397295.06,11021150.21,1049980.17,23624553.92,1178943.92,17409448.13
2021,MEX,935164.24,622161.59,7448616.66,5055916.83,15422194.89,11371256.67,1119766.94,25194756.25,1207922.62,17837376.09
2022,MEX,999821.5,640826.43,7851728.06,5120198.26,16524737.1,11713935.33,1188212.99,26734792.36,1238078.87,18282693.07
1980,MHL,,,,,,,,,,
1981,MHL,,,,,,,31.02,31.02,81.27,81.27
1982,MHL,,,,,,,34.92,34.92,85.19,85.19
1983,MHL,,,,,,,41.75,41.75,98.4,98.4
1984,MHL,,,,,,,45.14,45.14,102.21,102.21
1985,MHL,,,,,,,43.88,43.88,95.81,95.81
1986,MHL,,,,,,,55.99,55.99,119.33,119.33
1987,MHL,,,,,,,62.98,62.98,130.5,130.5
1988,MHL,,,,,,,70.69,70.69,140.66,140.66
1989,MHL,,,,,,,72.8,72.8,138.28,138.28
1990,MHL,,,,,,,78.48,78.48,141.99,141.99
1991,MHL,,,,,,,82.51,82.51,142.11,142.11
1992,MHL,,,,,,,91.06,91.06,152.26,152.26
1993,MHL,,,,,,,99.46,99.46,161.4,161.4
1994,MHL,,,,,,,108.07,108.07,170.89,170.89
1995,MHL,,,,,,,120.23,120.23,184.93,184.93
1996,MHL,,,,,,,110.86,110.86,165.87,165.87
1997,MHL,9.48,14.19,10.92,16.76,76.18,108.37,110.71,110.71,155.18,155.18
1998,MHL,8.4,13.6,14.64,20.48,76.61,104.45,112.28,112.28,153.91,153.91
1999,MHL,9.03,13.25,15.63,21.61,75.96,101.34,114.33,114.33,151.98,151.98
2000,MHL,9.24,13.65,14.63,21.13,83.74,107.64,115.35,115.35,154.04,154.04
2001,MHL,9.08,14.14,13,22.71,87.98,113.82,122.82,122.82,164.55,164.55
2002,MHL,8.51,12.38,19.47,24.69,94.02,117.61,131.74,131.74,170.71,170.71
2003,MHL,9.01,13.06,15.59,22.04,97.07,120.23,131.4,131.4,167.95,167.95
2004,MHL,9.59,13.68,14.57,27.46,101.89,121.67,133.81,133.81,169.54,169.54
2005,MHL,9.83,13.64,12.44,22.67,107.44,125.21,141.92,141.92,173.42,173.42
2006,MHL,10.12,13.66,16.66,30.63,108.83,119.77,145.47,145.47,174.58,174.58
2007,MHL,11.05,14.53,20.51,29.39,114.19,126.04,153.88,153.88,179.41,179.41
2008,MHL,12.91,15.3,20.69,26.07,113.87,116.97,153.14,153.14,167.29,167.29
2009,MHL,14.47,16.22,19.36,27.76,114.09,120.68,151.77,151.77,169.71,169.71
2010,MHL,16.79,18.03,21.91,33.33,115.66,124.46,162.16,162.16,182.53,182.53
2011,MHL,23.16,18.79,23.8,31.92,119.04,123.55,174.33,174.33,181.15,181.15
2012,MHL,31.09,21.85,24.37,23.15,121.79,126.88,182.87,182.87,176.86,176.86
2013,MHL,28.47,21.97,23.8,26.17,128.49,130.1,187.71,187.71,183.43,183.43
2014,MHL,21.39,20.66,26.17,26.15,130.27,130.53,184.69,184.69,181.71,181.71
2015,MHL,21.93,21.93,22.77,22.77,135.95,135.95,184.6,184.6,184.6,184.6
2016,MHL,25.26,21.57,31.89,21.48,139.76,139.14,200.56,200.56,187.01,187.01
2017,MHL,31.94,21.96,28.44,22.06,150.26,146.66,212.88,212.88,194.68,194.68
2018,MHL,33.69,22.88,28.28,24.92,157.35,150.74,221.28,221.28,201.69,201.69
2019,MHL,,,,,,,,,206.53,206.53
2020,MHL,,,,,,,,,200.33,200.33
2021,MHL,,,,,,,,,202.34,202.34
2022,MHL,,,,,,,,,206.79,206.79
1980,MKD,,,,,,,0.48,0.05,7535.79,316906.93
1981,MKD,,,,,,,0.67,0.07,7644.6,321482.83
1982,MKD,,,,,,,0.84,0.09,7680.2,322980.13
1983,MKD,,,,,,,1.14,0.12,7603.05,319735.63
1984,MKD,,,,,,,1.79,0.19,7751.43,325975.63
1985,MKD,,,,,,,3.19,0.34,7789.03,327556.53
1986,MKD,,,,,,,6.18,0.67,8066,339204.13
1987,MKD,,,,,,,13.64,1.5,7982.91,335709.93
1988,MKD,,,,,,,41.26,4.58,7822.66,328970.73
1989,MKD,,,,,,,750.54,84.09,7885.05,331594.73
1990,MKD,38.1,25558.63,199.16,67583.21,210.36,161536.36,4708.84,532,7293.77,306729.03
1991,MKD,104.96,30384.24,273.89,57269.18,390.72,156740.88,4948.42,968,6843.68,287801.49
1992,MKD,1796.94,30249.01,4117.08,49530.89,4618.81,152868.6,2441.61,12406,6394.38,268906.75
1993,MKD,6237.86,24556.5,18489.56,43170.01,28042.43,152021.89,2685.71,62233,5916.77,248821.37
1994,MKD,16288.19,26384.25,37379.58,39500.87,69135.53,152837.98,3559.61,154000,5812.74,244446.68
1995,MKD,18920.48,26932.29,42932.26,44244.48,81347.56,155481.33,4707.04,178311,5747.95,241721.76
1996,MKD,19798.47,26379.98,44202.84,44768.8,85475.89,156318.52,4642.02,185593,5816.07,244586.42
1997,MKD,20412.18,27178.55,55184.02,46175.54,84177.5,150494.71,3912.98,195663,5899.82,248108.42
1998,MKD,22276.19,28072.5,56921.21,47654.89,89037.6,155913.31,3765.75,205089,6099.15,256491.35
1999,MKD,23122.81,28324.46,58466.93,49843.32,97726.16,165748.92,3863.62,219847,6363.8,267620.58
2000,MKD,25105,28612,53224,51868,131272,167120,3772.86,248646,6653.3,279795
2001,MKD,24595,25302,51959,50447,137227,164211,3709.64,252393,6449.22,271213
2002,MKD,26299,25309,50108,51619,136796,164199,4018.37,258581,6545.58,275265
2003,MKD,31003,28001,60426,56777,140749,159318,4946.29,268694,6691.03,281382
2004,MKD,32442,29868,59073,58282,152169,167071,5682.79,280786,7003.8,294535
2005,MKD,30031,30031,62806,62806,172010,172010,6258.6,308447,7334.62,308447
2006,MKD,30100,29868,72536,67169,188469,179784,6861.22,334840,7711.4,324292
2007,MKD,33308,30557,76744,60240,211326,202882,8336.48,372889,8210.6,345285
2008,MKD,47478,37428,81041,63546,228631,210789,9909.55,414890,8659.86,364178
2009,MKD,42997,38446,78665,66830,236706,203498,9401.73,414622,8628.8,362872
2010,MKD,44258,33265,92019,72274,240923,213420,9407.17,437296,8918.62,375060
2011,MKD,43405,33875,100228,87133,255742,203470,10494.63,464186,9127.31,383836
2012,MKD,42493,28439,98384,82752,262806,211276,9745.25,466703,9085.67,382085
2013,MKD,50327,30878,111122,89076,275257,216829,10817.71,501891,9351.45,393262
2014,MKD,53701,31842,120420,96728,284007,225004,11362.27,527631,9690.87,407536
2015,MKD,54369,32433,133714,102769,300323,235917,10064.52,558954,10064.52,423249
2016,MKD,54559,32309,142531,99805,318510,246970,10672.47,594795,10351.2,435305
2017,MKD,48664,27961,149947,98833,337116,249739,11307.06,618106,10463.17,440014
2018,MKD,56185.93,30373.58,151079.87,98251.04,363943.97,261045.97,12628.85,658053,10747.75,451981.3
2019,MKD,61170.05,31523.51,167047.45,102459.62,380690.92,268436.59,12694.18,697545.08,11129.36,468029.61
2020,MKD,64840.25,32469.21,169052.01,104874.76,393265.39,263466.06,13062.31,717773.89,11084.84,466157.49
2021,MKD,67304.18,33118.6,179195.14,109922.85,415046.82,272598.57,13806.6,758672.65,11494.98,483405.32
2022,MKD,69861.74,33780.97,190126.04,114126.2,442617.1,282695.88,14653.22,805194.46,11908.8,500807.91
1980,MLI,154626.1,432862.6,54313.71,146695,162846.99,456058.4,1759.69,371786.8,3269.2,1105671.97
1981,MLI,178201,448178.8,60015.95,149610.8,179970.25,436330.4,1538.98,418187.2,3318.53,1122354.4
1982,MLI,177067.2,395936.7,62391.32,138791.8,198821.48,442913.4,1333.74,438280,3073.67,1039542.23
1983,MLI,183170.4,370774.9,80136.52,166010.4,231227.38,410233.4,1297.75,494534.3,3129.64,1058470.98
1984,MLI,197682.7,341048.1,97011.43,180142.6,244043.77,417703.2,1232.92,538737.9,3120.66,1055433.05
1985,MLI,231188.4,440829.4,97200.65,195173.6,270610.05,416504,1392.21,625462.1,3753.74,1269544.9
1986,MLI,228386.2,434856.4,96818.82,205185.9,277680.08,500998.7,1852.14,641415.1,3854.81,1303728.93
1987,MLI,231936.1,445482.6,103528.2,207736.7,260571.5,514488.7,2090.61,628310.8,3849.45,1301914.61
1988,MLI,258066.5,549579.1,97765.02,208983.2,263893.38,513772.7,2169.03,646044.9,4133.91,1398122.46
1989,MLI,265603.3,549305,111038.1,210365.6,282806.9,551739.4,2181.81,696019.3,4306.6,1456527.47
1990,MLI,273220.2,514158.9,119274.6,219922.9,299893.4,574788.2,2681.96,730190.2,4198.83,1420079.39
1991,MLI,301824.3,597945.6,128006.7,248667.4,300638.3,560404,2724.1,768496.3,4691.99,1586870.61
1992,MLI,277197.3,524513.1,121679.5,254235,312397.2,626224.9,2830.69,749256,4540.97,1535794.6
1993,MLI,311604.7,572923.3,124302.4,259225.5,314425.6,606069.2,2818.31,798031.7,4685.02,1584512.59
1994,MLI,425765.7,636124.4,192544.6,236967,470646.7,625294.6,2081.86,1155851,4862.11,1644406.12
1995,MLI,509413.2,614687,235090.9,262020.4,519946.9,648929.6,2706.42,1350908,4906.89,1659551.47
1996,MLI,524544.6,629010.2,242690.4,281724.3,538127,654906.5,2780.44,1422332,5253.11,1776645.86
1997,MLI,566123,629992.1,295746.6,347405.2,576791.4,701115.7,2697.1,1574218,5506.78,1862440.52
1998,MLI,595435.7,698886,334747.1,375690.8,646717.2,734973.2,2920.37,1722871,5923.74,2003458.33
