Country_Code,year,GDP_current_LCU,GDP_constant_USD
ABW,1986,725779516.640253,981607427.198877
ABW,1987,872808399.366085,1139434503.7288926
ABW,1988,1067598256.7353401,1351923640.9107673
ABW,1989,1244594809.82567,1515909822.8663445
ABW,1990,1369147939.77813,1575961100.7655697
ABW,1991,1561128300.0,1701452873.8113868
ABW,1992,1715649100.0,1801538336.9767625
ABW,1993,1938533700.0,1933189215.4481413
ABW,1994,2229782000.0,2091786180.156352
ABW,1995,2363650000.0,2145066984.4277112
ABW,1996,2470130000.0,2170502935.0030136
ABW,1997,2742180000.0,2323455541.521604
ABW,1998,2980530000.0,2369738447.1972575
ABW,1999,3083810000.0,2399076806.9701953
ABW,2000,3353480000.0,2581804607.8140316
ABW,2001,3437000000.0,2505092564.794573
ABW,2002,3475000000.0,2423084691.9637628
ABW,2003,3618000000.0,2470953875.24177
ABW,2004,3989000000.0,2666444959.292544
ABW,2005,4172000000.0,2698824916.2910776
ABW,2006,4340000000.0,2727178974.028193
ABW,2007,4681000000.0,2776274358.207612
ABW,2008,4914000000.0,2773756053.9767356
ABW,2009,4473000000.0,2481963892.1005044
ABW,2010,4279000000.0,2390502793.296089
ABW,2011,4564000000.0,2472880828.3629756
ABW,2012,4537000000.0,2439005748.5223866
ABW,2013,4836000000.0,2541400876.222348
ABW,2014,4950000000.0,2549025078.851015
ABW,2015,5226000000.0,2694319530.67228
ABW,2016,5309000000.0,2750900229.6530194
ABW,2017,5471000000.0,2805918209.6096582
AFG,1960,24200001500.0,
AFG,1961,24700000300.0,
AFG,1962,24600000500.0,
AFG,1963,33800003599.999996,
AFG,1964,36000002000.0,
AFG,1965,45299998700.0,
AFG,1966,62999998500.0,
AFG,1967,75300003800.0,
AFG,1968,61800001500.0,
AFG,1969,63400001500.0,
AFG,1970,78699896800.0,
AFG,1971,82399903700.0,
AFG,1972,71799996400.0,
AFG,1973,77999996900.0,
AFG,1974,96999997400.0,
AFG,1975,106499997700.0,
AFG,1976,115000000500.0,
AFG,1977,132900003800.0,
AFG,1978,148500004900.0,
AFG,1979,161599995900.0,
AFG,1980,160599998500.0,
AFG,1981,172200001500.0,
AFG,2002,182162721300.0,7465114629.457832
AFG,2003,221358563000.0,8124454291.896373
AFG,2004,249791940700.0,8239343660.832765
AFG,2005,308163225800.0,9164598458.537924
AFG,2006,348048404600.0,9655582953.980183
AFG,2007,485419056200.0,10990594706.556444
AFG,2008,515046858600.0,11421973770.823273
AFG,2009,611692107000.0,13865194314.71851
AFG,2010,726231122700.0,15856574731.44105
AFG,2011,850347275400.0,15924179997.791433
AFG,2012,1028794220100.0,17954877146.656403
AFG,2013,1138809791300.0,18960483969.89409
AFG,2014,1176469485800.0,19477070577.85842
AFG,2015,1222756495400.0,19759744157.43774
AFG,2016,1222916881118.13,20206376461.41028
AFG,2017,1285460326468.5498,20741239893.4132
AFG,2018,1327690394725.78,20987900552.523914
AFG,2019,1469596303316.48,21808863988.03027
AGO,1980,177.4288007461,26637104502.15638
AGO,1981,166.0593514683,25465071579.258854
AGO,1982,166.0593514683,25465071579.258854
AGO,1983,173.05593188,26534604949.315945
AGO,1984,183.4414710018,28126681820.582726
AGO,1985,226.0025289364,29111115540.726166
AGO,1986,211.5961352958,29955338398.712425
AGO,1987,241.8694506132,31178339568.741367
AGO,1988,262.3759764481,33089225853.207302
AGO,1989,305.2168832638,33102998072.720352
AGO,1990,335.9646476978,31960911971.979694
AGO,1991,700.0,32277759445.64564
AGO,1992,3800.0,30393293234.84401
AGO,1993,29400.0,23103942843.942657
AGO,1994,678100.0,23413388606.779644
AGO,1995,15015300.0,26925396904.55448
AGO,1996,835493000.0,30572272219.33628
AGO,1997,1751785000.0,32796184094.175266
AGO,1998,2555800000.0,34334701120.351448
AGO,1999,17171000000.0,35083709095.136856
AGO,2000,91666100000.0,36155384575.45097
AGO,2001,197110800000.0,37676079528.68123
AGO,2002,665385000000.0,42824774451.23571
AGO,2003,1328940035000.0,44105170974.61784
AGO,2004,1967571431000.0,48935949384.32106
AGO,2005,3222352000000.0,56290491777.120094
AGO,2006,4209762000000.0,62790739426.97196
AGO,2007,5006335000000.0,71587733475.37476
AGO,2008,6643353030000.0,79581318822.80551
AGO,2009,5577340741700.0,80264693646.79854
AGO,2010,7701651395700.0,83799496611.2004
AGO,2011,10500941840100.0,86708995310.38507
AGO,2012,12224949831600.0,94115840392.85797
AGO,2013,13195003553700.0,98778851724.42079
AGO,2014,14323859000000.0,103542587859.42175
AGO,2015,13950290849400.0,104519586272.32321
AGO,2016,16549565423600.0,101822929058.74231
AGO,2017,20262296106300.0,101673032530.17528
AGO,2018,25627742117300.0,99635881425.75124
AGO,2019,32402258000000.0,99013511554.0281
ALB,1980,14991970000.0,5323398063.85534
ALB,1981,15514160000.0,5629261101.74622
ALB,1982,15968780000.0,5795245314.544259
ALB,1983,16142520000.0,5859279197.391396
ALB,1984,15935960000.0,5785944655.553325
ALB,1985,16276690000.0,5888971729.578225
ALB,1986,16778610000.0,6220947386.673054
ALB,1987,16646369999.999998,6171936109.614931
ALB,1988,16409890000.0,6084292169.38809
ALB,1989,18024720000.0,6682776548.136801
ALB,1990,16228430000.0,6042857912.556395
ALB,1991,15833650000.0,4350728279.80877
ALB,1992,48934320000.0,4038036612.669059
ALB,1993,120976260000.0,4424049156.84258
ALB,1994,177981840000.0,4791372056.261168
ALB,1995,221803320000.0,5429694612.201466
ALB,1996,334359130000.0,5923796791.701104
ALB,1997,331324240000.0,5276919124.81347
ALB,1998,384848410000.0,5742875711.8515415
ALB,1999,443593640000.0,6483126460.624594
ALB,2000,501198990000.0,6933706092.265776
ALB,2001,563448810000.0,7508515182.798763
ALB,2002,610494270000.0,7849398816.77983
ALB,2003,677737520000.0,8283474557.110243
ALB,2004,737655550000.0,8739893896.958439
ALB,2005,804163210000.0,9223202583.880383
ALB,2006,872735100000.0,9767379279.888626
ALB,2007,965527760000.0,10351466806.238798
ALB,2008,1080676050000.0,11127823665.750404
ALB,2009,1143937450000.0,11500613161.664745
ALB,2010,1239645590000.0,11926928505.523073
ALB,2011,1300624080000.0,12230507222.18427
ALB,2012,1332810980000.0,12403877841.03209
ALB,2013,1350052650000.0,12528163103.119493
ALB,2014,1395304630000.0,12750473701.781948
ALB,2015,1434306520000.0,13033375121.588427
ALB,2016,1472479120000.0,13465406059.649765
ALB,2017,1550645490000.0,13977387390.594465
ALB,2018,1635714630000.0,14546448944.405584
ALB,2019,1678430507746.2302,14872299622.219772
AND,1970,33075100.0,1012346692.5067089
AND,1971,37328600.0,1059415401.3062038
AND,1972,43809600.0,1145755038.9914472
AND,1973,52817200.0,1234991794.4293325
AND,1974,64679900.0,1304383386.5364954
AND,1975,75943900.0,1311455827.0702696
AND,1976,91389700.0,1354783534.8450344
AND,1977,115960200.0,1393240089.2386975
AND,1978,141930500.0,1413623194.2372396
AND,1979,166030700.0,1414210656.386464
AND,1980,192360700.0,1445446717.5742273
AND,1981,215833200.0,1443531869.0964997
AND,1982,248204100.0,1461524932.5046928
AND,1983,282616900.0,1487395653.041495
AND,1984,318914300.0,1513941005.3420253
AND,1985,354366200.0,1549086131.9280522
AND,1986,405699900.0,1599482888.4227889
AND,1987,453657900.0,1688208158.3404477
AND,1988,505070300.0,1774210988.9158952
AND,1989,565962200.0,1859852760.9128993
AND,1990,630395100.0,1930181002.3994427
AND,1991,691276900.0,1979323466.152936
AND,1992,744521400.0,1997715576.4540627
AND,1993,770274000.0,1977109459.6985278
AND,1994,819228800.0,2024227688.9794242
AND,1995,883347000.0,2080045751.052737
AND,1996,931789600.0,2176762473.451809
AND,1997,1038925600.0,2374144159.09756
AND,1998,1088194100.0,2449993086.3068404
AND,1999,1163747900.0,2550420283.406509
AND,2000,1551090000.0,2640408325.5998936
AND,2001,1728690000.0,2854792522.868885
AND,2002,1865830000.0,2984581731.4066024
AND,2003,2092489999.9999998,3244067347.2093334
AND,2004,2331570000.0,3507994166.7771444
AND,2005,2540880000.0,3697348535.0656238
AND,2006,2755130000.0,3875142516.240223
AND,2007,2887770000.0,3935330770.2505636
AND,2008,2789260000.0,3716558398.5151796
AND,2009,2644840000.0,3519475009.9429936
AND,2010,2602310000.0,3449966856.6883206
AND,2011,2607220000.0,3449688452.870211
AND,2012,2481850000.0,3278085642.317381
AND,2013,2404540000.0,3161792390.295639
AND,2014,2462690000.0,3240978390.5607853
AND,2015,2514510000.0,3287458570.8604007
AND,2016,2616860000.0,3409412700.517036
AND,2017,2655760000.0,3421211719.4750104
AND,2018,2725270000.0,3475566750.6297235
AND,2019,2817520000.0,3539838260.6390038
ARE,1975,58313000000.0,56806673982.30089
ARE,1976,75951000000.0,66195031477.19537
ARE,1977,97082000000.0,80386802831.85841
ARE,1978,92041000000.0,79108971545.2689
ARE,1979,119147000000.0,95661395017.0184
ARE,1980,161638000000.0,118500337753.57388
ARE,1981,181103000000.0,124021477848.87682
ARE,1982,171152000000.0,115688082614.02316
ARE,1983,157131000000.0,110197733641.9333
ARE,1984,153477000000.0,114624322913.54663
ARE,1985,149056000000.0,110504178543.22668
ARE,1986,124607000000.0,93974812607.21579
ARE,1987,133569000000.0,97153023580.66711
ARE,1988,133168000000.0,94608675561.60654
ARE,1989,152218000000.0,106281391095.98367
ARE,1990,186125000000.0,125760629081.00749
ARE,1991,189248000000.0,126842273546.63036
ARE,1992,199112000000.0,131085077658.27094
ARE,1993,204200000000.0,132738310796.46017
ARE,1994,217709000000.0,141892141892.44385
ARE,1995,241345000000.0,151381727243.02246
ARE,1996,270080000000.0,160159451463.58066
ARE,1997,289418000000.0,173277148999.31924
ARE,1998,277914000000.0,173783108481.96048
ARE,1999,310126000000.0,178826665568.41385
ARE,2000,383179000000.0,198234194635.80664
ARE,2001,379412000000.0,201007659577.94412
ARE,2002,403300000000.0,205899094159.29196
ARE,2003,456662000000.0,224019327978.21637
ARE,2004,542885000000.0,245449995044.2477
ARE,2005,663317651100.0,257366938869.97952
ARE,2006,815723000000.0,282684947637.8488
ARE,2007,947197000000.0,291686739332.87946
ARE,2008,1158580526300.0,300996902491.4908
ARE,2009,931152675000.0,285215869952.3485
ARE,2010,1064244000000.0,289787338325.3914
ARE,2011,1287821000000.0,309870388019.06055
ARE,2012,1375684000000.0,323766916269.5711
ARE,2013,1432670000000.0,340127978216.47375
ARE,2014,1480521000000.0,354700093723.62146
ARE,2015,1315251000000.0,372810856991.1504
ARE,2016,1311248000000.0,384222464261.4022
ARE,2017,1416136223924.55,393342125492.11426
ARE,2018,1550584747565.8,398022328963.2157
ARE,2019,1546644979001.02,404700030656.5799
ARG,1960,0.1315089166,115573868508.1503
ARG,1961,0.1668071896,121847036500.54704
ARG,1962,0.2131359279,120808873523.8374
ARG,1963,0.2534708977,114396100733.29382
ARG,1964,0.359472096,125984766250.65018
ARG,1965,0.4818600118,139300642138.4994
ARG,1966,0.6012399793,138381639345.11362
ARG,1967,0.8004699945,142798776600.3741
ARG,1968,0.9252899885,149685248718.023
ARG,1969,1.0939699411,164174071297.9268
ARG,1970,1.2001999617,169174227931.94778
ARG,1971,1.664659977,178746327507.29572
ARG,1972,2.7786400318,181657062226.624
ARG,1973,4.7289600372,186764812014.46622
ARG,1974,6.5193099976,197100011389.72284
ARG,1975,19.402299881,197044011131.9329
ARG,1976,102.3389968872,193067167388.7441
ARG,1977,283.9049987793,206454730042.606
ARG,1978,708.6110229492,197151622246.2693
ARG,1979,1932.1400146484,217305966255.66473
ARG,1980,3840.3999023438,220606374392.25427
ARG,1981,7474.2998046875,209157368731.7785
ARG,1982,21852.5,207618683386.4846
ARG,1983,109490.0,216648213592.78668
ARG,1984,790920.0,220051190931.37866
ARG,1985,5305000.0,208632681046.7417
ARG,1986,9984100.0,221470636587.6631
ARG,1987,23332300.0,227461126795.48633
ARG,1988,111062000.0,224981952135.0645
ARG,1989,3244039936.0,208880107086.68497
ARG,1990,68921999360.0,203726588308.53625
ARG,1991,180898005000.0,222333162871.504
ARG,1992,226638004200.0,239980394235.24936
ARG,1993,236504973300.0,259675534967.5488
ARG,1994,257440000000.0,274830720366.62335
ARG,1995,258031750000.0,267011210297.95126
ARG,1996,272149750000.0,281768091694.8445
ARG,1997,292859000000.0,304622433397.251
ARG,1998,298948250000.0,316350941905.0263
ARG,1999,283523000000.0,305641016669.19476
ARG,2000,284203750000.0,303229512290.35205
ARG,2001,268696750000.0,289860609223.1843
ARG,2002,312580000000.0,258281789127.30515
ARG,2003,375909500000.0,281106256200.5278
ARG,2004,485115194700.0,306488951656.95605
ARG,2005,582538172900.0,333618311350.41486
ARG,2006,715904271700.0,360465082297.9599
ARG,2007,896980174100.0,392934518437.81305
ARG,2008,1149646090600.0,408876787794.8091
ARG,2009,1247929268900.0,384677312577.8011
ARG,2010,1661720925900.0,423627422092.4897
ARG,2011,2179024103600.0,449061807872.40125
ARG,2012,2637913848200.0,444452545623.3563
ARG,2013,3348308488200.0,455143068397.5809
ARG,2014,4579086425400.0,443707073929.4006
ARG,2015,5954510895700.0,455825423287.8389
ARG,2016,8228159556500.0,446342760088.1626
ARG,2017,10660228494808.5,458922944048.57495
ARG,2018,14542722148095.3,447149955692.0012
ARG,2019,21447249859798.7,437813398153.622
ARM,1990,50310000.0,6352022584.9139805
ARM,1991,79690000.0,5608836038.836928
ARM,1992,310190000.0,3264342420.598129
ARM,1993,4218410000.0,2977080326.976526
ARM,1994,187065008100.0,3137842747.371577
ARM,1995,522255990800.0,3354353847.3540344
ARM,1996,661209022500.0,3551100143.0554614
ARM,1997,804334993400.0,3669035009.049821
ARM,1998,955384987600.0,3936874564.259533
ARM,1999,987443691500.0,4066791424.9029965
ARM,2000,1031338300000.0,4306732119.099195
ARM,2001,1175876800000.0,4720178402.501534
ARM,2002,1362471700000.0,5343241951.534292
ARM,2003,1624642700000.0,6091295824.831922
ARM,2004,1907945400000.0,6730881886.367408
ARM,2005,2242880900000.0,7666474468.512793
ARM,2006,2656189800000.0,8678449098.315554
ARM,2007,3149283400000.0,9867396624.919014
ARM,2008,3568227600000.0,10548246992.080814
ARM,2009,3141651000000.0,9060944166.123604
ARM,2010,3460202700000.0,9260284937.797813
ARM,2011,3777945600000.0,9695518329.75153
ARM,2012,4266460500000.0,10393595649.587187
ARM,2013,4555638200000.0,10736584306.023563
ARM,2014,4828626300000.0,11123101341.10375
ARM,2015,5043633200000.0,11479040583.904085
ARM,2016,5067293500000.0,11501998665.051918
ARM,2017,5564493300000.0,12364648565.11961
ARM,2018,6017035200000.0,13007610290.462954
ARM,2019,6569030800000.0,13996188672.34812
ASM,2002,514000000.0,623365638.76652
ASM,2003,527000000.0,628440528.6343614
ASM,2004,512000000.0,631823788.5462557
ASM,2005,503000000.0,629286343.612335
ASM,2006,496000000.0,603066079.2951543
ASM,2007,520000000.0,614907488.9867842
ASM,2008,563000000.0,598837004.4052864
ASM,2009,678000000.0,573462555.0660794
ASM,2010,576000000.0,576000000.0
ASM,2011,574000000.0,577691629.9559472
ASM,2012,644000000.0,552317180.6167401
ASM,2013,641000000.0,537092511.0132159
ASM,2014,642000000.0,542167400.8810574
ASM,2015,661000000.0,549779735.6828195
ASM,2016,652000000.0,534555066.0792953
ASM,2017,602000000.0,503259911.8942733
ASM,2018,636000000.0,514255506.60792965
ATG,1977,209241235.0,323050296.7766695
ATG,1978,237274222.0,337211619.78460896
ATG,1979,294515943.0,364457459.9088287
ATG,1980,354863772.0,394202403.28371763
ATG,1981,399172683.0,409240894.4915392
ATG,1982,443797053.0,408897081.9514694
ATG,1983,491789051.0,430830387.9659999
ATG,1984,562606685.0,474624277.923985
ATG,1985,650494597.0,510903578.09176517
ATG,1986,784188380.0,569625959.4919723
ATG,1987,910372127.0,607371476.6141518
ATG,1988,1076321865.0,639035409.2069626
ATG,1989,1184745929.0,672599304.0481867
ATG,1990,1240570000.0,692856076.0644474
ATG,1991,1300610000.0,707936633.1632909
ATG,1992,1348060000.0,716137903.4294659
ATG,1993,1444970000.0,753949116.1169753
ATG,1994,1591460000.0,804288090.307591
ATG,1995,1558660000.0,769224448.2044544
ATG,1996,1711070000.0,820027567.0488404
ATG,1997,1837670000.0,864896264.9628766
ATG,1998,1965220000.0,905815589.1711698
ATG,1999,2068739999.9999998,939399770.1904131
ATG,2000,2231200000.0,997674789.1307636
ATG,2001,2161300000.0,952300505.0760134
ATG,2002,2198830000.0,962084840.1434412
ATG,2003,2312270000.0,1020546345.7750387
ATG,2004,2483270000.0,1079401545.5326023
ATG,2005,2762000000.0,1149280180.8172126
ATG,2006,3125690000.0,1295332413.2531943
ATG,2007,3544450000.0,1415997590.7874134
ATG,2008,3699190000.0,1415794527.5013888
ATG,2009,3316490000.0,1246427314.5108337
ATG,2010,3101490000.0,1148700000.0
ATG,2011,3071620000.0,1126201416.738219
ATG,2012,3239860000.0,1164186683.6708925
ATG,2013,3189910000.0,1157191360.6747816
ATG,2014,3374280000.0,1201115192.6864994
ATG,2015,3609070000.0,1247061369.2610738
ATG,2016,3878780000.0,1315622165.260872
ATG,2017,3963540000.0,1357005634.1229355
ATG,2018,4334450000.0,1457277455.9321177
ATG,2019,4487300000.0,1525166899.8434265
AUS,1960,16588000000.0,199140913998.19693
AUS,1961,17548000000.0,204091098084.21402
AUS,1962,17762000000.0,206736296993.3237
AUS,1963,19204000000.0,219584193744.78708
AUS,1964,21219000000.0,234907925364.0018
AUS,1965,23159000000.0,248963655147.25748
AUS,1966,24348000000.0,254895110718.513
AUS,1967,27142000000.0,270960181431.0418
AUS,1968,29167000000.0,284767807750.2024
AUS,1969,32706000000.0,304827789929.50793
AUS,1970,36851000000.0,326690607759.5883
AUS,1971,40314000000.0,339770265830.8052
AUS,1972,44484000000.0,353063857427.9484
AUS,1973,49747000000.0,362291969207.7489
AUS,1974,60272000000.0,377158120785.39905
AUS,1975,71159000000.0,382249441572.5481
AUS,1976,83234000000.0,392140895847.66876
AUS,1977,96074000000.0,406247880538.17755
AUS,1978,104919000000.0,409891435901.61005
AUS,1979,118587000000.0,426465341562.9566
AUS,1980,134424000000.0,439405348582.5271
AUS,1981,152142000000.0,454071680304.3641
AUS,1982,175614000000.0,469185192521.36646
AUS,1983,189157000000.0,458767075503.6009
AUS,1984,213378000000.0,479784558776.37524
AUS,1985,234973000000.0,504970031680.99866
AUS,1986,260240000000.0,525358342396.6216
AUS,1987,285710000000.0,538761129230.9563
AUS,1988,323889000000.0,569704236717.02
AUS,1989,367536000000.0,591701505825.5472
AUS,1990,403860000000.0,612831155634.4843
AUS,1991,414485000000.0,610393204828.6157
AUS,1992,422447000000.0,612909152232.4783
AUS,1993,443397000000.0,637608817755.3107
AUS,1994,465760000000.0,663010452660.0887
AUS,1995,494567000000.0,688455171399.9492
AUS,1996,527599000000.0,715157492429.3695
AUS,1997,555291000000.0,743524483707.4039
AUS,1998,588097000000.0,777553285175.0575
AUS,1999,620141000000.0,817003221615.6633
AUS,2000,661159000000.0,849137077164.4349
AUS,2001,705066000000.0,865532704887.5096
AUS,2002,754253000000.0,900166165695.8024
AUS,2003,800960000000.0,927044536189.2662
AUS,2004,861039000000.0,964640382071.8439
AUS,2005,922371000000.0,995550062444.4816
AUS,2006,996430000000.0,1023371077536.5582
AUS,2007,1086593000000.0,1062711818739.9723
AUS,2008,1177313000000.0,1101585323180.1655
AUS,2009,1260145000000.0,1122922963917.0867
AUS,2010,1301211000000.0,1146138465603.8052
AUS,2011,1416622000000.0,1174365063005.4504
AUS,2012,1499458000000.0,1220378598873.434
AUS,2013,1536307000000.0,1251924137225.9084
AUS,2014,1598530000000.0,1283636811145.5125
AUS,2015,1624601000000.0,1311782440650.1924
AUS,2016,1660714000000.0,1348127369665.8953
AUS,2017,1762371000000.0,1379142531152.0107
AUS,2018,1848560000000.0,1419817385593.4932
AUS,2019,1952680000000.0,1450499018770.0916
AUT,1960,12456853504.0,91836704603.82729
AUT,1961,13815504896.0,96922602310.05954
AUT,1962,14655121408.0,99489767156.27213
AUT,1963,15822951424.0,103606919937.47998
AUT,1964,17326626816.0,109952174211.11273
AUT,1965,18883733504.0,113778702199.79865
AUT,1966,20572207104.0,120199076680.0912
AUT,1967,21879263232.0,123814722359.08841
AUT,1968,23506483200.0,129352104013.72209
AUT,1969,25664612352.0,137470070238.14032
AUT,1970,29047294000.0,146159749454.68445
AUT,1971,32427439000.0,153635774723.1999
AUT,1972,37057943000.0,163173270197.04764
AUT,1973,41997559000.0,171153153430.91733
AUT,1974,47801145000.0,177900247052.1094
AUT,1975,50702938000.0,177253160816.3121
AUT,1976,56006921000.0,185368600063.12393
AUT,1977,61911611000.0,194785288974.1805
AUT,1978,65483749000.0,194374966565.3231
AUT,1979,71830084000.0,204787050205.44098
AUT,1980,77151790000.0,208332908481.19583
AUT,1981,82215016000.0,208032295155.55447
AUT,1982,88359974000.0,212216354485.08136
AUT,1983,94146775000.0,218525733518.6421
AUT,1984,98857490000.0,218637782070.52533
AUT,1985,104329954000.0,224100837318.4981
AUT,1986,109880625000.0,229258278776.51935
AUT,1987,114085965000.0,232369698920.50433
AUT,1988,119645441000.0,240028325117.26782
AUT,1989,127981232000.0,249358405698.53748
AUT,1990,137548696000.0,260194627809.65198
AUT,1991,147464360000.0,269149558393.81607
AUT,1992,155789392000.0,274784270655.5846
AUT,1993,160927978000.0,276231859483.73596
AUT,1994,168954605000.0,282867277668.304
AUT,1995,176608750000.0,290414130050.78674
AUT,1996,182540880000.0,297237508346.44214
AUT,1997,188723760000.0,303460471006.6193
AUT,1998,196346610000.0,314328682652.3707
AUT,1999,203850580000.0,325507251810.6942
AUT,2000,213606480000.0,336495472200.4349
AUT,2001,220525080000.0,340759435782.3578
AUT,2002,226735220000.0,346387261608.1521
AUT,2003,231862460000.0,349648396949.2897
AUT,2004,242348260000.0,359211700961.5829
AUT,2005,254075030000.0,367272646184.9069
AUT,2006,267824450000.0,379958397036.8364
AUT,2007,283977970000.0,394121024465.17554
AUT,2008,293761910000.0,399876861217.52844
AUT,2009,288044020000.0,384823184161.5948
AUT,2010,295896640000.0,391892746544.68994
AUT,2011,310128660000.0,403346977095.65985
AUT,2012,318653040000.0,406091533760.53125
AUT,2013,323910200000.0,406195106237.4742
AUT,2014,333146070000.0,408881164188.39056
AUT,2015,344269230000.0,413029270083.549
AUT,2016,357607950000.0,421246227873.7866
AUT,2017,369341260000.0,431354400137.30615
AUT,2018,385361890000.0,442483864448.169
AUT,2019,397575280000.0,448761534683.3329
AZE,1990,293200.0,22672997489.25978
AZE,1991,534400.0,22514286465.40536
AZE,1992,4820100.0,17426057713.95019
AZE,1993,31400000.0,13400638502.346876
AZE,1994,374700000.0,10760712620.576006
AZE,1995,2133800000.0000002,9490948560.19303
AZE,1996,2732600000.0,9614330840.70045
AZE,1997,3158300000.0,10171962030.646488
AZE,1998,3440600000.0,11189158352.2522
AZE,1999,3775100000.0,12017156024.087845
AZE,2000,4718100000.0,13351060283.095928
AZE,2001,5315600000.0,14672815268.508448
AZE,2002,6062500000.0,16057770026.775837
AZE,2003,7146500000.0,17696995366.19731
AZE,2004,8530200000.000001,19334640158.10578
AZE,2005,12522500000.0,24740902926.32673
AZE,2006,18746200000.0,33268154327.407867
AZE,2007,28360500000.0,41739296291.77746
AZE,2008,40137200000.0,46160087685.64209
AZE,2009,35601500000.0,50484860818.0919
AZE,2010,42465000000.0,52902703376.105644
AZE,2011,52082000000.0,52070545110.51046
AZE,2012,54743700000.0,53217627468.07115
AZE,2013,58182000000.0,56327354699.90121
AZE,2014,59014100000.0,57903160570.3635
AZE,2015,54380000000.0,58510881089.1125
AZE,2016,60425200000.0,56718342640.9299
AZE,2017,70337800000.0,56805470322.58409
AZE,2018,80092000000.0,57657780568.97005
AZE,2019,81681000000.0,58937036212.30547
BDI,1960,9799999500.0,597069961.5460724
BDI,1961,10149999599.999998,514995918.26074994
BDI,1962,10675000300.0,561670811.6894473
BDI,1963,11637499900.000002,584898188.1107632
BDI,1964,13037500400.000002,621589073.1452389
BDI,1965,13415200000.000002,646248914.0357034
BDI,1966,14476400000.0,676060330.5301976
BDI,1967,15601000000.0,769502134.8753917
BDI,1968,16030000000.0,767209913.650335
BDI,1969,16643000000.0,756012169.3058506
BDI,1970,21239100000.0,917236835.2320638
BDI,1971,22123700000.0,942431759.9734652
BDI,1972,21595400000.0,882078760.6423757
BDI,1973,24355100000.0,942845613.83468
BDI,1974,27189500000.0,935992638.9036497
BDI,1975,33152699999.999996,942525120.9396248
BDI,1976,38675600000.0,1017386695.9091802
BDI,1977,49278200000.0,1134075385.2751603
BDI,1978,54920300000.0,1123408544.5021913
BDI,1979,70424700000.0,1142112790.6755817
BDI,1980,82775399999.99998,1153431764.8750346
BDI,1981,87214200000.0,1293726848.951544
BDI,1982,91190000000.0,1280096145.1970677
BDI,1983,100658000000.0,1327655902.7958457
BDI,1984,118171000000.0,1329720991.9572563
BDI,1985,138791000000.0,1486404412.372714
BDI,1986,137200999999.99998,1534715238.1149511
BDI,1987,139804000000.0,1619172092.818958
BDI,1988,151964000000.0,1700633035.3732295
BDI,1989,176742999999.99997,1723583116.108348
BDI,1990,193878000000.0,1783905459.6078484
BDI,1991,211898000000.0,1873044297.811815
BDI,1992,225599995900.00003,1891962014.7077537
BDI,1993,227899998200.0,1773903584.9636831
BDI,1994,233721003999.99997,1705963077.7270124
BDI,1995,249864994800.0,1570850801.9070983
BDI,1996,263100000000.0,1445182737.7868752
BDI,1997,342800000000.0,1422204332.3014677
BDI,1998,400200000000.0,1489759038.0160444
BDI,1999,455399999999.99994,1474712471.7842515
BDI,2000,627333193100.0001,1462076190.6484337
BDI,2001,728046498300.0,1492133656.9053125
BDI,2002,768235261400.0,1558481669.6162927
BDI,2003,849482572099.9999,1539410093.6700695
BDI,2004,1007615939900.0,1613819909.245584
BDI,2005,1208244000000.0,1628344288.4433496
BDI,2006,1309900000000.0,1716499707.8749018
BDI,2007,1467231000000.0,1775752462.2735996
BDI,2008,1911139000000.0002,1862084450.4923637
BDI,2009,2191509000000.0,1933081018.3339553
BDI,2010,2501047000000.0,2032135246.5000358
BDI,2011,2819534000000.0,2114083183.1776326
BDI,2012,3365810000000.0,2208090293.906986
BDI,2013,3812500000000.0,2316820971.5245214
BDI,2014,4184999000000.0,2415069278.1346173
BDI,2015,4879793000000.0,2320881501.7598386
BDI,2016,4897101000000.0,2306955748.560296
BDI,2017,5485068000000.001,2318490757.9705153
BDI,2018,5414485000000.0,2355816907.694199
BDI,2019,5559586343900.0,2399222284.7642164
BEL,1960,14450609152.0,119193551296.98758
BEL,1961,15369578496.0,125127510544.59435
BEL,1962,16440317952.0,131649160785.22238
BEL,1963,17674829824.0,137377984972.90324
BEL,1964,19782035456.0,146934938280.6221
BEL,1965,21531359232.0,152166791618.70383
BEL,1966,23118405632.0,156969015759.26425
BEL,1967,24779487232.0,163040807949.93698
BEL,1968,26495297536.0,169878950776.91876
BEL,1969,29388689408.0,181141585107.77567
BEL,1970,33102330000.0,191254463098.30417
BEL,1971,36266123000.0,198877535338.49554
BEL,1972,40599196000.0,209409303532.3247
BEL,1973,46130061000.0,222773181155.0342
BEL,1974,54105540000.0,232943351569.07053
BEL,1975,59878805000.0,228363821395.69424
BEL,1976,68055986000.0,241272648022.49362
BEL,1977,73603256000.0,242783388419.5122
BEL,1978,79043163000.0,249683041015.30676
BEL,1979,84538074000.0,255528303163.15622
BEL,1980,91938570000.0,266884118625.16095
BEL,1981,96393509000.0,266138755906.56787
BEL,1982,104307846000.0,267722246299.38
BEL,1983,110506023000.0,268557118587.66177
BEL,1984,119389867000.0,275180765182.8633
BEL,1985,126978258000.0,279726181521.83514
BEL,1986,132908805000.0,284824923589.9791
BEL,1987,138264521000.0,291394864935.8615
BEL,1988,147935633000.0,305158053073.3336
BEL,1989,160411128000.0,315744495498.60474
