Country_Code,year,GDP_PC_Constant_USD,ln_GDP_PC_Constant_USD,GDP_Current_LCU,GDP_Constant_USD
ABW,1986,15669.365906279463,9.659462869073721,725779516.640253,981607427.198877
ABW,1987,18426.121539003405,9.821524585707223,872808399.366085,1139434503.7288926
ABW,1988,22136.55424598453,10.0049855593709,1067598256.7353401,1351923640.9107673
ABW,1989,24837.54399859657,10.120111658316846,1244594809.82567,1515909822.8663445
ABW,1990,25356.562954781337,10.14079286919188,1369147939.77813,1575961100.7655697
ABW,1991,26328.905711764957,10.178422691116436,1561128300.0,1701452873.8113868
ABW,1992,26400.03424643556,10.181120586347035,1715649100.0,1801538336.9767625
ABW,1993,26666.51790396774,10.191164046371139,1938533700.0,1933189215.4481413
ABW,1994,27270.532301106214,10.213561995308321,2229782000.0,2091786180.156352
ABW,1995,26705.181320996355,10.192612882527879,2363650000.0,2145066984.4277112
ABW,1996,26084.32701208991,10.1690899153188,2470130000.0,2170502935.0030136
ABW,1997,27190.819678427197,10.210634683491625,2742180000.0,2323455541.521604
ABW,1998,27150.99045826372,10.209168805664023,2980530000.0,2369738447.1972575
ABW,1999,26953.193575595673,10.201857069338674,3083810000.0,2399076806.9701953
ABW,2000,28413.318598970258,10.254613278972169,3353480000.0,2581804607.8140316
ABW,2001,26967.79663259024,10.202398715821618,3437000000.0,2505092564.794573
ABW,2002,25508.302719847594,10.146759275008133,3475000000.0,2423084691.9637628
ABW,2003,25469.550128244515,10.14523890500811,3618000000.0,2470953875.24177
ABW,2004,27003.61499729142,10.203726024812733,3989000000.0,2666444959.292544
ABW,2005,26980.694568431616,10.202876873256608,4172000000.0,2698824916.2910776
ABW,2006,27047.297173739888,10.205342359642398,4340000000.0,2727178974.028193
ABW,2007,27426.49475636311,10.219264787080713,4681000000.0,2776274358.207612
ABW,2008,27364.851265530826,10.217014668355166,4914000000.0,2773756053.9767356
ABW,2009,24464.415606400114,10.104974916513754,4473000000.0,2481963892.1005044
ABW,2010,23513.527696809022,10.065331181183986,4279000000.0,2390502793.296089
ABW,2011,24232.05123334616,10.09543146698951,4564000000.0,2472880828.3629756
ABW,2012,23780.097972236013,10.076604290178928,4537000000.0,2439005748.5223866
ABW,2013,24634.332149685924,10.111896364794712,4882851000.0,2541400876.222348
ABW,2014,24562.760935582555,10.108986791886796,4995620000.0,2549025078.851015
ABW,2015,25822.746342904185,10.159011023690224,5303600000.0,2694319530.67228
ABW,2016,26232.777663214794,10.174764963678795,5340710000.0,2750900229.6530194
ABW,2017,26631.469040818312,10.189848842168852,5535450000.0,2805918209.6096582
AFE,1960,1180.425370711965,7.0736301361552965,,154443036827.87924
AFE,1961,1163.432401111558,7.059129881451197,,156085841958.59277
AFE,1962,1218.764174547833,7.105592652642646,,167719798000.35388
AFE,1963,1255.9860479343502,7.1356762386339225,,177347787155.92383
AFE,1964,1290.7499065591035,7.162978651367041,,187055716538.0279
AFE,1965,1327.6863933596433,7.191193152570095,,197519870220.2679
AFE,1966,1345.5518452616489,7.2045595017632555,,205536638332.69556
AFE,1967,1386.3426523733333,7.234424373129631,,217484519333.2832
AFE,1968,1404.1342718191202,7.247176215211806,,226285266487.019
AFE,1969,1437.1198927356668,7.270396315260974,,238003954766.965
AFE,1970,1465.7903680945958,7.2901498763790125,,249561347735.06116
AFE,1971,1497.950483893962,7.3118531087204035,,262291379887.56354
AFE,1972,1488.1218415373478,7.305270094794421,,268071976898.4119
AFE,1973,1510.571660188792,7.320243441071028,,280024562893.5706
AFE,1974,1553.3273751218092,7.348154602685733,,296376099621.8318
AFE,1975,1530.413453387113,7.333293208852638,,300588409963.7153
AFE,1976,1522.88819579245,7.32836393968994,,307936774162.5703
AFE,1977,1490.0840508241868,7.3065878072976425,,310225135847.0222
AFE,1978,1471.001480232382,7.293698726877194,,315336223418.037
AFE,1979,1473.8862897070044,7.29565792574843,,325346225562.2594
AFE,1980,1513.00350797863,7.321852032343917,,343914692169.3975
AFE,1981,1530.7949345579682,7.333542444529851,,358295419233.9225
AFE,1982,1489.7475229349839,7.30636193688698,,359027862905.97626
AFE,1983,1444.4106229026545,7.2754566439197745,,358425137309.88275
AFE,1984,1453.1687586971827,7.2815018018343585,,371328304459.5229
AFE,1985,1406.644840629812,7.248962602101627,,370174697301.8051
AFE,1986,1390.311290349105,7.237282950943146,,376843965619.3588
AFE,1987,1398.7565059275896,7.24333891085935,,390511186084.37537
AFE,1988,1415.8377652955553,7.255476695158344,,407087702914.98267
AFE,1989,1411.5790674046448,7.252464262706073,,417862183848.4166
AFE,1990,1372.3495349534103,7.224279538924803,,418083554847.9819
AFE,1991,1332.8886064434168,7.1951037506279185,,417720215619.5325
AFE,1992,1268.2416478402197,7.145386690846735,,408716328431.1079
AFE,1993,1225.585057929791,7.111173607275088,,405994143828.8607
AFE,1994,1217.6637355638004,7.104689330977109,,414468301945.39984
AFE,1995,1236.614781589625,7.120132910465307,,432327526883.39667
AFE,1996,1269.5765898563711,7.146438730050683,,455719081056.785
AFE,1997,1279.353785336847,7.154110374225777,,471365864767.59503
AFE,1998,1267.3410487210738,7.144676322253165,,479179613904.3727
AFE,1999,1268.0745120259376,7.145254896698064,,491985000346.0541
AFE,2000,1277.9074189457401,7.152979190173938,,508751612506.6719
AFE,2001,1287.5024102475056,7.160459504573036,,525973225726.94244
AFE,2002,1305.7934903502567,7.174566173558806,,547419600659.0382
AFE,2003,1312.5023254056339,7.179690766201835,,564699708935.449
AFE,2004,1348.0196214462742,7.206391847335361,,595326106274.2417
AFE,2005,1395.8964081126214,7.241292074345849,,632905121112.022
AFE,2006,1452.2614995736274,7.280877275294469,,676145901474.2668
AFE,2007,1514.4941560971274,7.322836771824738,,724180992348.5153
AFE,2008,1545.1142520276983,7.342853136130205,,758918649729.481
AFE,2009,1519.619025120467,7.326214941056411,,766806859735.873
AFE,2010,1550.1212252248777,7.346088416677565,,803688606377.6525
AFE,2011,1571.9252003690704,7.360056389394647,,837459536244.9109
AFE,2012,1579.2300632609056,7.364692705517332,,864601396369.7517
AFE,2013,1605.490912733179,7.38118485342833,,903251720968.3468
AFE,2014,1626.4367134260278,7.394146835489039,,940203009774.6451
AFE,2015,1626.9218795667587,7.394445091048922,,966183101543.0226
AFE,2016,1615.7125160171934,7.387531324751013,,985550617559.1757
AFE,2017,1617.9370451053126,7.388907187779452,,1013464245342.2067
AFE,2018,1613.5277486510508,7.386178209144601,,1037643771252.1394
AFE,2019,1598.3769823912444,7.376744007384724,,1055002768477.9504
AFE,2020,1502.096219817122,7.314616891402162,,1017284599324.3768
AFG,2002,330.3034944380207,5.800011911929096,182162721300.0,7465114629.203963
AFG,2003,343.0808897310816,5.83796624948216,221358563000.0,8124454292.286968
AFG,2004,333.2166171240718,5.808792780369898,249791940700.0,8239343661.258997
AFG,2005,357.2347616525137,5.878393161323656,308163225800.0,9164598457.75828
AFG,2006,365.2843705597538,5.90067614766762,348048404600.0,9655582953.499466
AFG,2007,405.54888927572864,6.00524143170291,485419056200.0,10990594706.870234
AFG,2008,412.01421235915774,6.021057844771925,515046858600.0,11421973771.014244
AFG,2009,488.3003713269335,6.190930731515684,611692107000.0,13865194313.556238
AFG,2010,543.3029674019087,6.297667115353548,726231122700.0,15856574731.44105
AFG,2011,528.7366831256179,6.270490544465298,850347275400.0,15924179996.470999
AFG,2012,576.1900884532461,6.3564376209288005,1028794220100.0,17954877146.145035
AFG,2013,587.5650354913955,6.375986938600422,1138809791300.0,18960483968.772854
AFG,2014,583.656017892664,6.369311798835654,1176469485800.0,19477070576.516582
AFG,2015,574.1841142629302,6.352950101443808,1222756495400.0,19759744157.151115
AFG,2016,571.0753884737237,6.3475212297916235,1222916881100.0,20206376460.476643
AFG,2017,571.4452408519777,6.3481686621121955,1285460326500.0,20741239892.385117
AFG,2018,564.6170394783516,6.336147695098938,1327690394700.0,20987900551.360203
AFG,2019,573.2875058055891,6.35138734621024,1469596303300.0,21808863986.99231
AFG,2020,549.391787084908,6.308811824668673,1520390483500.0,21386910830.240692
AFW,1960,1052.7380723504198,6.959149736985375,,101480180319.54338
AFW,1961,1050.8058032024842,6.957312580447909,,103406878903.82938
AFW,1962,1068.114697610618,6.973650408520231,,107352961188.16246
AFW,1963,1118.9995587316935,7.020190313970197,,114911563026.56674
AFW,1964,1152.1787388880114,7.049409984505233,,120925156706.52074
AFW,1965,1174.1460036495014,7.068296356922485,,125973977963.30453
AFW,1966,1127.7018567823065,7.0279370857583965,,123710935957.08165
AFW,1967,998.9668728601794,6.906721617798618,,112080037319.07704
AFW,1968,990.3609361702219,6.898069458674894,,113674733496.42284
AFW,1969,1113.9006750258666,7.015623255853175,,130848509894.3387
AFW,1970,1279.653102054857,7.154344306163084,,153902655235.7721
AFW,1971,1382.1607732886869,7.231403331344786,,170260518402.31177
AFW,1972,1392.2755895747332,7.238694802315041,,175730939287.28964
AFW,1973,1413.898879108756,7.254106329831908,,182937241434.13797
AFW,1974,1523.7923094879502,7.328957447096098,,202206533953.2117
AFW,1975,1456.5821055501801,7.283847946626779,,198347947439.7501
AFW,1976,1543.129975862399,7.341568084630429,,215749895190.47546
AFW,1977,1567.4147678090828,7.357182896425267,,225105392580.46042
AFW,1978,1486.4261974030578,7.304129992637211,,219353494021.81708
AFW,1979,1521.4204077364336,7.327399656260823,,230744481070.13852
AFW,1980,1513.9819810593006,7.322498532380534,,236002947946.62076
AFW,1981,1375.2251738050477,7.226372759460321,,220343511654.96835
AFW,1982,1296.5801889367667,7.167485453383666,,213533485323.07153
AFW,1983,1183.5486484768257,7.076272533708573,,200350431123.03824
AFW,1984,1160.3169188372285,7.056448452680638,,201885688455.10614
AFW,1985,1190.8961727325539,7.08246138900823,,212963857550.65518
AFW,1986,1174.2767032361828,7.068407665322316,,215815162561.60425
AFW,1987,1156.4442668428085,7.053105289280522,,218415971493.96686
AFW,1988,1180.6691625754654,7.073836643655042,,229132557653.8844
AFW,1989,1175.8994439951362,7.069788617995799,,234454103671.9029
AFW,1990,1218.465292493272,7.105347388862522,,249546401270.9776
AFW,1991,1200.923109091592,7.09084579762546,,252592880027.92288
AFW,1992,1200.9295557816044,7.090851165723267,,259372401279.70523
AFW,1993,1156.0568386461305,7.052770216402603,,256361159978.94595
AFW,1994,1123.3657029960364,7.024084549986608,,255781536424.30914
AFW,1995,1115.9921764887938,7.017499132601983,,260927482535.41006
AFW,1996,1136.6297453771374,7.035822799008999,,272920918138.2104
AFW,1997,1149.044818068764,7.0466862832401365,,283370251502.0057
AFW,1998,1159.052395743687,7.055358050034641,,293590649252.9101
AFW,1999,1144.288161566972,7.042538029702532,,297709849207.1593
AFW,2000,1154.3612284796004,7.051302421032512,,308462109279.45624
AFW,2001,1187.6956707485638,7.079770297702038,,325943947810.4703
AFW,2002,1271.3184251271364,7.147809770989679,,358311537807.5264
AFW,2003,1310.5190133318663,7.178178531114427,,379355322845.2391
AFW,2004,1378.0566734711597,7.22842957806546,,409769421076.22375
AFW,2005,1421.7628701741394,7.259652838492791,,434377828092.1707
AFW,2006,1456.171078221781,7.283565720632886,,457216566220.557
AFW,2007,1495.829583515901,7.310436237283545,,482766516877.7122
AFW,2008,1544.9734416728586,7.342761999328344,,512579438531.9234
AFW,2009,1595.3051925838963,7.374820340227936,,544079692609.6263
AFW,2010,1655.1301381372778,7.411634918035302,,580217267150.1539
AFW,2011,1691.0381253879646,7.43309789470472,,609256413371.1399
AFW,2012,1732.322036431386,7.457218005113404,,641380137183.9403
AFW,2013,1784.2109764198528,7.486731566472783,,678781469889.2744
AFW,2014,1837.835075801022,7.5163435686399165,,718378449339.7943
AFW,2015,1837.778448191565,7.516312756037291,,738027292289.2277
AFW,2016,1788.8989172631339,7.489355579544113,,738012572096.5994
AFW,2017,1779.223223317733,7.483932156645164,,753981300799.7301
AFW,2018,1781.4297660401025,7.485171560210422,,775330574368.6086
AFW,2019,1789.4679081064498,7.489673596603782,,799733962381.5707
AFW,2020,1726.0226449262902,7.453574991445078,,791905189146.8958
AGO,1980,3193.4034786173816,8.068842548219651,177.4288007461,26637104502.15638
AGO,1981,2947.1831974178804,7.988605144842876,166.0593514683,25465071579.258854
AGO,1982,2844.315208801509,7.953077617693541,166.0593514683,25465071579.258854
AGO,1983,2859.916740458605,7.958547791662383,173.05593188,26534604949.315945
AGO,1984,2925.366158078554,7.981174934080391,183.4414710018,28126681820.582726
AGO,1985,2922.2180281321384,7.980098205588654,226.0025289364,29111115540.726166
AGO,1986,2902.6164433338176,7.973367831056328,211.5961352958,29955338398.712425
AGO,1987,2916.794753525797,7.978240605213852,241.8694506132,31178339568.741367
AGO,1988,2989.6163157548967,8.002900335660696,262.3759764481,33089225853.207302
AGO,1989,2889.8840932068515,7.968971674145406,305.2168832638,33102998072.720352
AGO,1990,2697.4910059033105,7.900077362892556,335.9646476978,31960911971.979694
AGO,1991,2635.155549517923,7.876697491308252,700.0,32277759445.64564
AGO,1992,2401.2346044996275,7.783738302609689,3800.0,30393293234.84401
AGO,1993,1767.0260110744298,7.477053192683581,29400.0,23103942843.942657
AGO,1994,1733.843073609214,7.458095653596481,678100.0,23413388606.779644
AGO,1995,1930.7996479474114,7.565689521451233,15015300.0,26925396904.55448
AGO,1996,2122.9680164186407,7.66057039631358,835493000.0,30572272219.33628
AGO,1997,2205.2937035960467,7.698615977920531,1751785000.0,32796184094.175266
AGO,1998,2235.3903174790653,7.712171130493202,2555800000.0,34334701120.351448
AGO,1999,2211.1296609858905,7.701258822731777,17171000000.0,35083709095.136856
AGO,2000,2205.204799802468,7.698575663296902,91666100000.0,36155384575.45097
AGO,2001,2223.334633089555,7.70676343483939,197110800000.0,37676079528.68123
AGO,2002,2444.4176428255614,7.801562190645491,665385000000.0,42824774451.23571
AGO,2003,2433.861819023794,7.797234500787119,1328940035000.0,44105170974.61784
AGO,2004,2608.78501823161,7.866639881677115,1967571431000.0,48935949384.32106
AGO,2005,2896.5544310319433,7.971277182361473,3222352000000.0,56290491777.120094
AGO,2006,3116.1804200551796,8.044363306487467,4209762000000.0,62790739426.97196
AGO,2007,3424.372193321462,8.138673432674592,5006335000000.0,71587733475.37476
