Country_Code,year,GDP_Constant_USD
GTM,1962,6541158740.806293
GTM,1963,7165253569.748603
GTM,1964,7497219225.399647
GTM,1965,7824230633.065704
GTM,1966,8255510361.914543
GTM,1967,8594991446.093048
GTM,1968,9348431409.1841
GTM,1969,9791258099.395134
GTM,1970,10350131714.585922
GTM,1971,10928057665.103931
GTM,1972,11729417774.820665
GTM,1973,12525004750.565376
GTM,1974,13323477548.891424
GTM,1975,13583284138.75171
GTM,1976,14586717418.35391
GTM,1977,15725826372.256212
GTM,1978,16511597137.822147
GTM,1979,17289864018.232666
GTM,1980,17939959129.893265
GTM,1981,18056005300.270966
GTM,1982,17418612241.765034
GTM,1983,16970589606.57177
GTM,1984,17054882143.069658
GTM,1985,16950960102.64937
GTM,1986,16975208382.958862
GTM,1987,17576806934.000584
GTM,1988,18260964292.73777
GTM,1989,18980919156.952637
GTM,1990,19569814166.03024
GTM,1991,20285726642.99756
GTM,1992,21267218835.34243
GTM,1993,22102410587.91989
GTM,1994,22993964692.372967
GTM,1995,24131831960.00039
GTM,1996,24845598433.227592
GTM,1997,25929882688.802113
GTM,1998,27224698597.162476
GTM,1999,28272049680.03956
GTM,2000,29292350841.65022
GTM,2001,29975616851.15923
GTM,2002,31126466837.745106
GTM,2003,31923421943.502056
GTM,2004,32925152375.32387
GTM,2005,34003789232.52942
GTM,2006,35823467257.05437
GTM,2007,38093857836.86878
GTM,2008,39348488187.36044
GTM,2009,39536140382.50027
GTM,2010,40676432028.593414
GTM,2011,42370160781.563774
GTM,2012,43630549584.81027
GTM,2013,45242619507.41943
GTM,2014,47253191376.22449
GTM,2015,49186872683.45136
GTM,2016,50504000017.05488
GTM,2017,52059448214.724525
GTM,2018,53788914101.297134
GTM,2019,55868854262.793144
GTM,2020,55020023100.3896
GUM,2002,4370607843.137254
GUM,2003,4409039215.686274
GUM,2004,4695352941.17647
GUM,2005,4866372549.019608
GUM,2006,4688627450.980392
GUM,2007,4722254901.960785
GUM,2008,4818333333.333333
GUM,2009,4839470588.235294
GUM,2010,4949000000.0
GUM,2011,4952843137.254902
GUM,2012,5058529411.764706
GUM,2013,5144039215.686274
GUM,2014,5236274509.80392
GUM,2015,5279509803.921567
GUM,2016,5289117647.058822
GUM,2017,5336196078.431371
GUM,2018,5288156862.745096
GUM,2019,5392882352.9411745
GUY,1960,1470217924.3839934
GUY,1961,1539164151.3472202
GUY,1962,1556170773.3267055
GUY,1963,1365093897.679693
GUY,1964,1520172419.2017894
GUY,1965,1680414079.1169004
GUY,1966,1768354750.4387615
GUY,1967,1844634886.981317
GUY,1968,1863539213.54936
GUY,1969,1993882351.655129
GUY,1970,2078731155.6260011
GUY,1971,2143438955.9699721
GUY,1972,2072326704.6999364
GUY,1973,2098121356.2508173
GUY,1974,2259736286.277435
GUY,1975,2451430201.5690846
GUY,1976,2489106557.8468766
GUY,1977,2423427009.389392
GUY,1978,2379655342.8393445
GUY,1979,2335972098.69343
GUY,1980,2376475278.933196
GUY,1981,2412031292.150119
GUY,1982,2093881120.8142343
GUY,1983,1951656618.2741754
GUY,1984,1853512922.937969
GUY,1985,1897991069.376352
GUY,1986,1880897719.3663998
GUY,1987,1897814449.4042718
GUY,1988,1827718044.52534
GUY,1989,1737855240.6695144
GUY,1990,1684546797.7041943
GUY,1991,1786594388.517309
GUY,1992,1925196340.460252
GUY,1993,2082583172.2410276
GUY,1994,2260277981.2945495
GUY,1995,2374002659.9883575
GUY,1996,2562866858.0334973
GUY,1997,2721269088.5631714
GUY,1998,2675576137.060495
