year,Country_Code,GDP_Curr_USD,GDP_Curr_LCU,LCU_USD_ex_rate
2004,KWT,59439090600.61079,17516700000.0,3.39328130302002
2005,KWT,80798630136.98631,23593200000.0,3.4246575342465757
2006,KWT,101548931771.19228,29469500000.0,3.4458993797381114
2007,KWT,114639690358.90216,32580599999.999996,3.5186488388458828
2008,KWT,147395089285.7143,39619800000.0,3.7202380952380953
2009,KWT,105963168867.26895,30496200000.000004,3.4746351633078527
2010,KWT,115419399860.43263,33079199999.999996,3.489183531053733
2011,KWT,154068115942.02896,42522800000.0,3.6231884057971007
2012,KWT,174070382279.3855,48722300000.0,3.5727045373347623
2013,KWT,174161142454.16077,49392100000.0,3.5260930888575452
2014,KWT,162631412508.78424,46284900000.0,3.513703443429374
2015,KWT,114567298105.68295,34473300000.0,3.3233632436025258
2016,KWT,109419728566.69977,33055699999.999996,3.3101621979476996
2017,KWT,120707220573.6894,36610500000.0,3.297065611605671
2018,KWT,140645364238.4106,42474900000.0,3.311258278145696
2019,KWT,134761198945.98157,40913500000.0,3.293807641633729
1960,LAC,73153738156.6434,,
1961,LAC,76526614142.02844,,
1962,LAC,87603713900.53723,,
1963,LAC,88014649999.93216,,
1964,LAC,98268086143.92244,,
1965,LAC,105189609504.25882,,
1966,LAC,115239096361.55815,,
1967,LAC,118361322250.87408,,
1968,LAC,127916461488.58156,,
1969,LAC,142675261346.06665,,
1970,LAC,155226365181.83224,,
1971,LAC,172347605941.3055,,
1972,LAC,194969494240.98663,,
1973,LAC,254734667786.3723,,
1974,LAC,339408326160.051,,
1975,LAC,364906236112.8138,,
1976,LAC,404287305731.2405,,
1977,LAC,441289975573.74536,,
1978,LAC,500564125249.6091,,
1979,LAC,592908483785.5256,,
1980,LAC,709844972592.231,,
1981,LAC,819350699770.333,,
1982,LAC,767568369444.8038,,
1983,LAC,677029009556.0182,,
1984,LAC,682618305925.8044,,
1985,LAC,705531082576.3923,,
1986,LAC,709054945006.1293,,
1987,LAC,744601713477.8031,,
1988,LAC,842387306516.6649,,
1989,LAC,920339470909.5406,,
1990,LAC,1083345539027.4281,,
1991,LAC,1344223892180.5085,,
1992,LAC,1251770245377.0193,,
1993,LAC,1448544701716.5305,,
1994,LAC,1658550212158.057,,
1995,LAC,1755437480663.5789,,
1996,LAC,1902844447810.414,,
1997,LAC,2085143078585.5435,,
1998,LAC,2099574001534.6812,,
1999,LAC,1877278363843.7476,,
2000,LAC,2082603151884.8108,,
2001,LAC,2033468830587.9197,,
2002,LAC,1809122295475.2092,,
2003,LAC,1841571035573.042,,
2004,LAC,2118757594428.2874,,
2005,LAC,2575421861180.524,,
2006,LAC,3023226791857.5103,,
2007,LAC,3586011331189.623,,
2008,LAC,4198477048356.384,,
2009,LAC,3933619244497.239,,
2010,LAC,4905141248773.079,,
2011,LAC,5585656091712.782,,
2012,LAC,5622186709733.099,,
2013,LAC,5748179330799.9,,
2014,LAC,5883202489743.053,,
2015,LAC,4998227561602.273,,
2016,LAC,4858334202372.372,,
2017,LAC,5416130983383.756,,
2018,LAC,5219475893094.712,,
2019,LAC,5136327518155.873,,
1960,LAO,,,
1961,LAO,,,
1962,LAO,,,
1963,LAO,,,
1964,LAO,,,
1965,LAO,,,
1966,LAO,,,
1967,LAO,,,
1968,LAO,,,
1969,LAO,,,
1970,LAO,,,
1971,LAO,,,
1972,LAO,,,
1973,LAO,,,
1974,LAO,,,
1975,LAO,,,
1976,LAO,,,
1977,LAO,,,
1978,LAO,,,
1979,LAO,,,
1980,LAO,,,
1981,LAO,,,
1982,LAO,,,
1983,LAO,,,
1984,LAO,1757142805.7142856,61499998200.0,0.02857142857142857
1985,LAO,2366666615.555556,106499997700.00002,0.022222222222222223
1986,LAO,1776842041.0526316,168799993900.0,0.010526315789473684
1987,LAO,1087273103.6963856,190400004099.99997,0.005710467858631657
1988,LAO,598961269.2978786,234800005100.0,0.0025509423180923034
1989,LAO,714046821.093797,416300007400.0,0.0017152217352898297
1990,LAO,865559856.1638997,612599988200.0,0.001412928293889085
1991,LAO,1028087972.3108478,721800003600.0,0.0014243391066545122
1992,LAO,1127806944.6151268,807599996900.0001,0.0013964920120656907
1993,LAO,1327748654.6596859,950999973900.0,0.0013961605584642235
1994,LAO,1543606345.1168365,1107799965700.0,0.001393398079897446
1995,LAO,1763536304.5396364,1419100028900.0,0.0012427145857410928
1996,LAO,1873671550.3463552,1725688971300.0,0.0010857527523832273
1997,LAO,1747011857.3310688,2201200000000.0,0.0007936633914824044
1998,LAO,1280177838.7190535,4222449098800.0,0.00030318372318161843
1999,LAO,1454430642.4918334,10329402638300.0,0.0001408049132579076
2000,LAO,1731198022.4549377,13638378020900.0,0.00012693577050012692
2001,LAO,1768619058.3464744,15701800000000.0,0.00011263798152737103
2002,LAO,1758176653.0774584,17681982600000.0,9.943323058566172e-05
2003,LAO,2023324407.3031573,21277279467200.0,9.509319132750097e-05
2004,LAO,2366398119.882102,25049270658200.0,9.446974134184821e-05
2005,LAO,2735558726.2562494,29147834245900.004,9.385118301340138e-05
2006,LAO,3452882514.0016584,35081076406999.996,9.842578585509646e-05
2007,LAO,4222962987.538592,40553790510300.0,0.00010413238650197269
2008,LAO,5443915120.507947,47602813795100.0,0.00011436120444351374
2009,LAO,5832915387.089084,49673414247800.0,0.00011742529631627686
2010,LAO,7127792629.582945,58866800648200.0,0.00012108340441635493
2011,LAO,8749241114.189129,70256887355199.99,0.00012453214828541024
2012,LAO,10191350119.680822,81609860356000.0,0.0001248789064853675
2013,LAO,11942230508.333982,93867573852200.0,0.0001272242374894841
2014,LAO,13268458231.928415,106797293551000.0,0.0001242396486910241
2015,LAO,14390442307.399641,117252000000000.0,0.0001227308899413199
2016,LAO,15805692545.872347,129279000000000.0,0.00012226032492417444
2017,LAO,16853087485.4118,140749000000000.0,0.00011973859484196549
2018,LAO,17953786416.143097,152414000000000.0,0.0001177961763102018
2019,LAO,18173839128.269855,163369000000000.0,0.00011124411074481606
1960,LBN,,,
1961,LBN,,,
1962,LBN,,,
1963,LBN,,,
1964,LBN,,,
1965,LBN,,,
1966,LBN,,,
1967,LBN,,,
1968,LBN,,,
1969,LBN,,,
1970,LBN,,,
1971,LBN,,,
1972,LBN,,,
1973,LBN,,,
1974,LBN,,,
1975,LBN,,,
1976,LBN,,,
1977,LBN,,,
1978,LBN,,,
1979,LBN,,,
1980,LBN,,,
1981,LBN,,,
1982,LBN,,,
1983,LBN,,,
1984,LBN,,,
1985,LBN,,,
1986,LBN,,,
1987,LBN,,,
1988,LBN,3313540067.9324584,1356000002000.0,0.002443613615815067
1989,LBN,2717998687.710016,1350000050200.0,0.0020133322864005444
1990,LBN,2838485353.9618664,1972999946200.0,0.001438664688982274
1991,LBN,4690415092.536633,4353769930100.0005,0.001077322680766666
1992,LBN,5843579160.901219,10008823951000.0,0.0005838427361205985
1993,LBN,7941744492.121101,13829436188800.0,0.0005742637938163275
1994,LBN,9599127049.937504,16127493356600.0,0.0005952026665079459
1995,LBN,11718795528.493893,19000855069900.0,0.0006167509559639817
1996,LBN,13690217333.269695,21512807517500.0,0.0006363752068219422
1997,LBN,15751867489.444624,24250000000000.0,0.0006495615459564793
1998,LBN,17247179005.521946,26149000000000.0,0.000659573177005696
1999,LBN,17391056369.226524,26223000000000.0,0.0006631985802244794
2000,LBN,17260364842.454395,26020000000000.0,0.0006633499170812604
2001,LBN,17649751243.781094,26607000000000.0,0.0006633499170812604
2002,LBN,19152238805.970146,28872000000000.0,0.0006633499170812603
2003,LBN,20082918739.635155,30275000000000.0,0.0006633499170812603
2004,LBN,21159827992.0398,31898440698000.0,0.0006633499170812603
2005,LBN,21497336498.971806,32407234772200.0,0.0006633499170812603
2006,LBN,22022709851.542286,33199235101200.0,0.0006633499170812603
2007,LBN,24827355014.66003,37427237684600.0,0.0006633499170812603
2008,LBN,29118916105.6053,43896766029200.0,0.0006633499170812603
2009,LBN,35399582928.62354,53364871264900.0,0.0006633499170812603
2010,LBN,38443907042.32172,57954189866300.0,0.0006633499170812603
2011,LBN,39927125961.19402,60190142386500.0,0.0006633499170812603
2012,LBN,44035991745.67163,66384257556599.99,0.0006633499170812603
2013,LBN,46909335135.124374,70715822716200.0,0.0006633499170812604
2014,LBN,48134486624.61028,72562738586600.02,0.0006633499170812603
2015,LBN,49939374832.70314,75283607560300.0,0.0006633499170812603
2016,LBN,51205122503.814255,77191722174500.0,0.0006633499170812603
2017,LBN,53140638269.121056,80109512190700.0,0.0006633499170812603
2018,LBN,54961275741.55886,82854123180400.0,0.0006633499170812603
2019,LBN,53367042272.17246,80450816225300.0,0.0006633499170812603
1960,LBR,,,
1961,LBR,,,
1962,LBR,,,
1963,LBR,,,
1964,LBR,,,
1965,LBR,,,
1966,LBR,,,
1967,LBR,,,
1968,LBR,,,
1969,LBR,,,
1970,LBR,,,
1971,LBR,,,
1972,LBR,,,
1973,LBR,,,
1974,LBR,,,
1975,LBR,,,
1976,LBR,,,
1977,LBR,,,
1978,LBR,,,
1979,LBR,,,
1980,LBR,,,
1981,LBR,,,
1982,LBR,,,
1983,LBR,,,
1984,LBR,,,
1985,LBR,,,
1986,LBR,,,
1987,LBR,,,
1988,LBR,,,
1989,LBR,,,
1990,LBR,,,
1991,LBR,,,
1992,LBR,,,
1993,LBR,,,
1994,LBR,,,
1995,LBR,,,
1996,LBR,,,
1997,LBR,,,
1998,LBR,,,
1999,LBR,,,
2000,LBR,874000000.0,874000000.0,1.0
2001,LBR,906000000.0,906000000.0,1.0
2002,LBR,927000000.0,927000000.0,1.0
2003,LBR,748000000.0,748000000.0,1.0
2004,LBR,897000000.0,897000000.0,1.0
2005,LBR,949000000.0,949000000.0,1.0
2006,LBR,1119000000.0,1119000000.0,1.0
2007,LBR,1373000000.0,1373000000.0,1.0
2008,LBR,1726000000.0,1726000000.0,1.0
2009,LBR,1768000000.0,1768000000.0,1.0
2010,LBR,1998000000.0,1998000000.0,1.0
2011,LBR,2398000000.0,2398000000.0,1.0
2012,LBR,2720999999.9999995,2720999999.9999995,1.0
2013,LBR,3067000000.0,3067000000.0,1.0
2014,LBR,3144000000.0,3144000000.0,1.0
2015,LBR,3177000000.0,3177000000.0,1.0
2016,LBR,3277826000.0000005,3277826000.0000005,1.0
2017,LBR,3285455000.0,3285455000.0,1.0
2018,LBR,3264000000.0000005,3264000000.0000005,1.0
2019,LBR,3070518099.9999995,3070518099.9999995,1.0
1960,LBY,,,
1961,LBY,,,
1962,LBY,,,
1963,LBY,,,
1964,LBY,,,
1965,LBY,,,
1966,LBY,,,
1967,LBY,,,
1968,LBY,,,
1969,LBY,,,
1970,LBY,,,
1971,LBY,,,
1972,LBY,,,
1973,LBY,,,
1974,LBY,,,
1975,LBY,,,
1976,LBY,,,
1977,LBY,,,
1978,LBY,,,
1979,LBY,,,
1980,LBY,,,
1981,LBY,,,
1982,LBY,,,
1983,LBY,,,
1984,LBY,,,
1985,LBY,,,
1986,LBY,,,
1987,LBY,,,
1988,LBY,,,
1989,LBY,,,
1990,LBY,28901836158.19209,8185000000.0,3.5310734463276834
1991,LBY,31995012468.82793,8981000000.0,3.562522265764161
1992,LBY,33881392045.454544,9541000000.0,3.5511363636363633
1993,LBY,30657030223.390274,9332000000.0,3.2851511169513796
1994,LBY,28607921928.81745,9967000000.0,2.8702640642939152
1995,LBY,25544128198.995453,10680000000.0,2.3917723032767277
1996,LBY,27884615384.615383,12180000000.0,2.2893772893772892
1997,LBY,30698633109.134304,14149000000.0,2.1696680407897593
1998,LBY,27249786142.00171,12742000000.0,2.13857998289136
1999,LBY,35976714100.90556,16686000000.0,2.1561017680034498
2000,LBY,38270206950.409996,19602000000.0,1.952362358453729
2001,LBY,34110064452.15667,20640000000.0,1.6526194017517766
2002,LBY,20481889763.779526,26012000000.0,0.7874015748031495
2003,LBY,26265625000.0,33620000000.0,0.78125
2004,LBY,33122307692.30769,43059000000.0,0.7692307692307692
2005,LBY,47334148578.41639,61932000000.0,0.7642922653622746
2006,LBY,54961936662.606575,72198000000.0,0.761266747868453
2007,LBY,67516236337.71583,85246000000.0,0.7920164739426581
2008,LBY,87140405361.22916,106625000000.0,0.8172605426610003
2009,LBY,63028320702.0343,79006000000.0,0.7977662544874351
2010,LBY,74773444900.53679,94723000000.0,0.7893905904641617
2011,LBY,34699395523.607254,42479000000.0,0.8168599901976801
2012,LBY,81873662518.8238,103300000000.0,0.792581437742728
2013,LBY,65502870173.78312,83300000000.0,0.7863489816780687
2014,LBY,41142722414.33511,52350000000.0,0.7859163784973279
2015,LBY,27842131479.872574,38455552000.0,0.7240081088908196
2016,LBY,26197143268.12428,36424508000.0,0.7192174913693901
2017,LBY,37883243650.452,52801665000.0,0.7174630506528914
2018,LBY,52607888717.948715,71809768100.0,0.7326007326007326
2019,LBY,52076250947.579185,72818221699.99998,0.7151541157119359
1960,LCA,,,
1961,LCA,,,
1962,LCA,,,
1963,LCA,,,
1964,LCA,,,
1965,LCA,,,
1966,LCA,,,
1967,LCA,,,
1968,LCA,,,
1969,LCA,,,
1970,LCA,,,
1971,LCA,,,
1972,LCA,,,
1973,LCA,,,
1974,LCA,,,
1975,LCA,,,
1976,LCA,,,
1977,LCA,,,
1978,LCA,,,
1979,LCA,,,
1980,LCA,170370370.37037036,460000000.0,0.37037037037037035
1981,LCA,194444444.44444442,525000000.0,0.3703703703703703
1982,LCA,183333333.3333333,495000000.0,0.37037037037037035
1983,LCA,197037037.03703701,532000000.0,0.37037037037037035
1984,LCA,251481481.48148146,679000000.0,0.37037037037037035
1985,LCA,284444444.4444444,768000000.0,0.37037037037037035
1986,LCA,340000000.0,918000000.0,0.37037037037037035
1987,LCA,375555555.5555555,1014000000.0,0.37037037037037035
1988,LCA,429629629.6296296,1160000000.0,0.37037037037037035
1989,LCA,486666666.6666666,1314000000.0,0.37037037037037035
1990,LCA,579629629.6296296,1565000000.0,0.37037037037037035
1991,LCA,613703703.7037036,1657000000.0,0.37037037037037035
1992,LCA,674074074.074074,1820000000.0,0.37037037037037035
1993,LCA,684814814.8148148,1849000000.0,0.37037037037037035
1994,LCA,713703703.7037036,1927000000.0,0.37037037037037035
1995,LCA,762962962.9629629,2060000000.0,0.37037037037037035
1996,LCA,788888888.8888888,2130000000.0,0.37037037037037035
1997,LCA,805925925.9259259,2176000000.0,0.37037037037037035
1998,LCA,877407407.4074074,2369000000.0,0.37037037037037035
1999,LCA,921851851.8518518,2489000000.0,0.37037037037037035
2000,LCA,932592592.5925925,2518000000.0,0.37037037037037035
2001,LCA,892592592.5925925,2410000000.0,0.37037037037037035
2002,LCA,900000000.0,2430000000.0,0.37037037037037035
2003,LCA,987407407.4074073,2666000000.0,0.37037037037037035
2004,LCA,1066666666.6666666,2880000000.0,0.37037037037037035
2005,LCA,1135555555.5555556,3066000000.0,0.3703703703703704
2006,LCA,1268319185.1851852,3424461800.0,0.37037037037037035
2007,LCA,1336088814.8148148,3607439800.0,0.37037037037037035
2008,LCA,1437731111.111111,3881874000.0,0.37037037037037035
2009,LCA,1401507888.8888888,3784071300.0,0.37037037037037035
2010,LCA,1486758037.037037,4014246700.0,0.37037037037037035
2011,LCA,1576988407.4074073,4257868700.0,0.37037037037037035
2012,LCA,1605146777.7777777,4333896300.0,0.37037037037037035
2013,LCA,1664816740.7407405,4495005200.0,0.37037037037037035
2014,LCA,1755130814.8148148,4738853200.0,0.37037037037037035
2015,LCA,1808079888.8888888,4881815700.0,0.37037037037037035
2016,LCA,1865375222.222222,5036513100.0,0.37037037037037035
2017,LCA,1999090407.4074073,5397544100.0,0.37037037037037035
2018,LCA,2065875074.074074,5577862700.0,0.37037037037037035
2019,LCA,2122450629.6296294,5730616700.0,0.37037037037037035
1960,LCN,81652434337.40215,,
1961,LCN,86451332969.16217,,
1962,LCN,98888515839.39354,,
1963,LCN,99800594009.44875,,
1964,LCN,111216192098.3661,,
1965,LCN,118564680313.3732,,
1966,LCN,130041728891.50624,,
1967,LCN,133467888100.55727,,
1968,LCN,143752132636.07556,,
1969,LCN,160981410218.64148,,
1970,LCN,175256762874.16592,,
1971,LCN,195822640276.07812,,
1972,LCN,219973259921.125,,
1973,LCN,288107198684.3133,,
1974,LCN,374430596919.46375,,
1975,LCN,392087073172.3935,,
1976,LCN,435586655849.382,,
1977,LCN,478745096242.3027,,
1978,LCN,543524303563.1466,,
1979,LCN,647987923272.8124,,
1980,LCN,780564715736.3708,,
1981,LCN,900099627876.08,,
1982,LCN,839705904280.334,,
1983,LCN,740185005693.5592,,
1984,LCN,747419091499.7164,,
1985,LCN,769890901518.6926,,
1986,LCN,775531817898.2101,,
1987,LCN,818705375985.0608,,
1988,LCN,923101993321.1842,,
1989,LCN,1007694004967.3998,,
1990,LCN,1179437621738.8503,,
1991,LCN,1450733582931.116,,
1992,LCN,1371250323012.9219,,
1993,LCN,1576879367128.4414,,
1994,LCN,1802146174666.0056,,
1995,LCN,1921660892738.7393,,
1996,LCN,2079424444810.2588,,
1997,LCN,2279660020401.3843,,
1998,LCN,2300331017863.278,,
1999,LCN,2075464726178.9265,,
2000,LCN,2289336070722.221,,
2001,LCN,2239859024045.2983,,
2002,LCN,2009818821334.0093,,
2003,LCN,2053348063541.6794,,
2004,LCN,2366443152413.2236,,
2005,LCN,2861530721087.117,,
2006,LCN,3353310966446.293,,
2007,LCN,3949993512887.808,,
2008,LCN,4590314143267.973,,
2009,LCN,4313422191680.441,,
2010,LCN,5348215099512.506,,
2011,LCN,6081032499511.412,,
2012,LCN,6143728571910.903,,
2013,LCN,6294812403097.389,,
2014,LCN,6417117884851.688,,
2015,LCN,5520203132554.661,,
2016,LCN,5390740209889.8545,,
2017,LCN,5985647360814.567,,
2018,LCN,5816094715343.338,,
2019,LCN,5719252824663.023,,
1960,LDC,,,
1961,LDC,,,
1962,LDC,,,
1963,LDC,,,
1964,LDC,,,
1965,LDC,,,
1966,LDC,,,
1967,LDC,,,
1968,LDC,,,
1969,LDC,,,
1970,LDC,,,
1971,LDC,,,
1972,LDC,,,
1973,LDC,,,
1974,LDC,,,
1975,LDC,,,
1976,LDC,,,
1977,LDC,,,
1978,LDC,,,
1979,LDC,,,
1980,LDC,116293140664.8959,,
1981,LDC,117798501285.89302,,
1982,LDC,117329848172.43425,,
1983,LDC,110476105362.66362,,
1984,LDC,109606769952.43103,,
1985,LDC,121424911115.4179,,
1986,LDC,131659292620.88408,,
1987,LDC,147543358599.4917,,
1988,LDC,153004350134.06348,,
1989,LDC,156409800376.25623,,
1990,LDC,164420803437.47797,,
1991,LDC,165168568521.83865,,
1992,LDC,150227636548.2033,,
1993,LDC,149152354948.43277,,
1994,LDC,138425128104.19345,,
1995,LDC,157941665355.8371,,
1996,LDC,174065651199.3938,,
1997,LDC,183569635426.3804,,
1998,LDC,187919746240.9062,,
1999,LDC,191078550587.91663,,
2000,LDC,215731036356.97812,,
2001,LDC,206138843504.13696,,
2002,LDC,223899466355.62756,,
2003,LDC,254074195392.72876,,
2004,LDC,291137429244.68823,,
2005,LDC,341320981214.98,,
2006,LDC,398927972777.2763,,
2007,LDC,478177432347.06683,,
2008,LDC,592415992781.9524,,
2009,LDC,596222650618.022,,
2010,LDC,680391283139.8433,,
2011,LDC,773831032863.2334,,
2012,LDC,820295956440.1967,,
2013,LDC,895292008579.1876,,
2014,LDC,967971704374.6597,,
2015,LDC,954665136321.5825,,
2016,LDC,943028286096.1873,,
2017,LDC,1027031212048.5508,,
2018,LDC,1066997465485.2893,,
2019,LDC,1105397168763.6294,,
1960,LIC,,,
1961,LIC,,,
1962,LIC,,,
1963,LIC,,,
1964,LIC,,,
1965,LIC,,,
1966,LIC,,,
1967,LIC,,,
1968,LIC,,,
1969,LIC,,,
1970,LIC,25998766981.918453,,
1971,LIC,28963348628.117443,,
1972,LIC,31617255070.403275,,
1973,LIC,37749478166.02693,,
1974,LIC,47001731558.300545,,
1975,LIC,55469781775.21817,,
1976,LIC,58909133095.55302,,
1977,LIC,68409091551.38509,,
1978,LIC,76837536902.738,,
1979,LIC,83287350252.44885,,
1980,LIC,88483800046.63235,,
1981,LIC,91279061283.59712,,
1982,LIC,94152288669.31982,,
1983,LIC,91278598683.30727,,
1984,LIC,88689503408.81837,,
1985,LIC,92872035444.96672,,
1986,LIC,99356839684.26305,,
1987,LIC,106717046210.19562,,
1988,LIC,105200272538.14235,,
1989,LIC,103703709989.27771,,
1990,LIC,109249954121.48415,,
1991,LIC,109979397737.12325,,
1992,LIC,96392040778.34741,,
1993,LIC,96685314333.05878,,
1994,LIC,83343858955.74188,,
1995,LIC,93893168062.2606,,
1996,LIC,99198793946.39296,,
1997,LIC,105912851042.44974,,
1998,LIC,107093744758.60883,,
1999,LIC,106999831949.822,,
2000,LIC,130127815325.64417,,
2001,LIC,121820352364.78032,,
2002,LIC,131160409847.24197,,
2003,LIC,144031457407.06476,,
2004,LIC,167584144014.34225,,
2005,LIC,195975160142.055,,
2006,LIC,230347128589.57034,,
2007,LIC,282119507700.689,,
2008,LIC,341791213249.4138,,
2009,LIC,351484929707.3713,,
2010,LIC,390052983240.4958,,
2011,LIC,421622870682.16064,,
2012,LIC,442152712908.2123,,
2013,LIC,485102886087.96246,,
2014,LIC,519928792724.9476,,
2015,LIC,519124716837.8176,,
2016,LIC,479250262076.18274,,
2017,LIC,494892781230.87897,,
2018,LIC,509033861008.98425,,
2019,LIC,521273843020.4659,,
1960,LIE,,,
1961,LIE,,,
1962,LIE,,,
1963,LIE,,,
1964,LIE,,,
1965,LIE,,,
1966,LIE,,,
1967,LIE,,,
1968,LIE,,,
1969,LIE,,,
1970,LIE,90098330.66544706,394000000.0,0.228675966155957
1971,LIE,104888628.17194419,433599100.00000006,0.2419023198432473
1972,LIE,124941925.0104734,477178200.0,0.2618349392542941
1973,LIE,165930611.7290192,525137200.0,0.3159757330637007
1974,LIE,193983720.46186894,577916300.0,0.33566058002148225
1975,LIE,246387479.17715877,636000000.0,0.38740169681943204
1976,LIE,272493879.0206433,681125700.0,0.4000640102416386
1977,LIE,303496276.26378196,729453300.0,0.4160599126274183
1978,LIE,436918176.73378074,781209700.0,0.5592841163310962
1979,LIE,503180669.9945871,836638500.0,0.6014314067480604
1980,LIE,534701915.617354,896000000.0,0.5967655308229397
1981,LIE,511658690.56104267,1005000000.0,0.5091131249363609
1982,LIE,522090331.4781066,1059999999.9999999,0.4925380485642516
1983,LIE,524034109.85660523,1100000000.0,0.47639464532418657
1984,LIE,502617355.40707326,1181000000.0,0.42558624505255993
1985,LIE,529078995.5638761,1300000000.0,0.40698384274144317
1986,LIE,779365167.6024239,1402000000.0000002,0.555895269331258
1987,LIE,1052843347.6394849,1570000000.0,0.6706008583690987
1988,LIE,1161757671.017563,1700000000.0,0.6833868653044489
1989,LIE,1120000916.9264624,1832209499.9999998,0.6112843083318051
1990,LIE,1421466239.562338,1974700900.0,0.7198387561186295
1991,LIE,1484152022.3152022,2128274000.0,0.697350069735007
1992,LIE,1631197909.258996,2293790500.0,0.7111363959607453
1993,LIE,1673104493.7736871,2472179200.0,0.676773145641581
1994,LIE,1948118227.6815088,2664441299.9999995,0.7311544929443592
1995,LIE,2428461395.348837,2871655600.0,0.8456659619450316
1996,LIE,2504033252.4271846,3094985100.0,0.8090614886731392
1997,LIE,2298410390.684214,3335683000.0,0.68903741473162
1998,LIE,2479721340.8746033,3595099999.9999995,0.6897503103876398
1999,LIE,2664026095.060578,4001900000.0,0.6656903208627347
2000,LIE,2483953102.7948837,4194900000.0,0.5921364282330649
2001,LIE,2491822706.8025594,4205199999.9999995,0.5925574780753733
2002,LIE,2688630822.533043,4190500000.0000005,0.6416014371872193
2003,LIE,3070691319.5217943,4135300000.0000005,0.742555877329769
2004,LIE,3454362685.9670286,4295500000.0,0.8041817450743868
2005,LIE,3659251525.8592997,4556500000.0,0.8030838419530999
2006,LIE,4000239272.611262,5015500000.0,0.7975753708725475
2007,LIE,4601299566.811063,5523399999.999999,0.8330556481172944
2008,LIE,5081432924.014403,5503700000.0,0.9232757824762257
2009,LIE,4504549214.226632,4901399999.999999,0.919033177097693
2010,LIE,5082366478.089941,5300399999.999999,0.9588647041902388
2011,LIE,5739977477.477478,5097100000.000001,1.126126126126126
2012,LIE,5456009384.664606,5116100000.000001,1.0664391596459422
2013,LIE,6391735893.839681,5924500000.0,1.0788650339842485
2014,LIE,6657170923.379175,6099300000.0,1.0914647456887143
2015,LIE,6268391521.197007,6032700000.0,1.0390689941812137
2016,LIE,6237264055.206006,6146199999.999999,1.0148163182463974
2017,LIE,6552858738.702143,6452600000.0,1.0155377272265664
2018,LIE,,,
2019,LIE,,,
1960,LKA,1409873949.579832,6711000000.0,0.2100840336134454
1961,LKA,1444327731.092437,6875000000.0,0.21008403361344538
1962,LKA,1434156378.600823,6970000000.0,0.20576131687242796
1963,LKA,1240672268.907563,7382000000.0,0.1680672268907563
1964,LKA,1309747899.159664,7793000000.0,0.16806722689075632
1965,LKA,1698319327.7310925,8084000000.0,0.21008403361344538
1966,LKA,1751470588.235294,8337000000.0,0.21008403361344538
1967,LKA,1859465020.5761316,9037000000.0,0.20576131687242796
1968,LKA,1801344537.815126,10718000000.0,0.1680672268907563
1969,LKA,1965546218.4873948,11695000000.0,0.1680672268907563
1970,LKA,2296470588.235294,13664000000.0,0.1680672268907563
1971,LKA,2369308600.3372684,14050000000.0,0.16863406408094436
1972,LKA,2553936348.4087105,15247000000.0,0.16750418760469013
1973,LKA,2875625000.0,18404000000.0,0.15625
1974,LKA,3574586466.1654134,23771000000.0,0.15037593984962405
1975,LKA,3791298145.506419,26576999999.999996,0.14265335235378032
1976,LKA,3591319857.3127227,30203000000.0,0.11890606420927466
1977,LKA,4104509582.8635855,36407000000.0,0.11273957158962797
1978,LKA,2733183856.502242,42665000000.0,0.06406149903907751
1979,LKA,3364611432.24149,52387000000.0,0.06422607578676942
1980,LKA,4024621899.576527,66527000000.0,0.06049606775559588
1981,LKA,4415844155.844156,85005000000.0,0.05194805194805195
1982,LKA,4768765016.818837,99238000000.0,0.04805382027871216
1983,LKA,5167913302.167445,121601000000.0,0.04249893752656183
1984,LKA,6043474842.767295,153746000000.0,0.03930817610062893
1985,LKA,5978460972.0176735,162375000000.0,0.036818851251840944
1986,LKA,6405210563.882941,179474000000.0,0.03568879371877231
1987,LKA,6682167119.565218,196723000000.00003,0.033967391304347824
1988,LKA,6978371581.263754,221982000000.0,0.03143665513989312
1989,LKA,6987267683.772539,251891000000.0,0.02773925104022192
1990,LKA,8032551173.240141,321784000000.00006,0.02496255616575137
1991,LKA,9000362581.580856,372345000000.0,0.024172105390379502
1992,LKA,9703011635.865847,425283000000.0,0.022815423226100848
1993,LKA,10338679635.76159,499565000000.0,0.020695364238410594
1994,LKA,11717604208.822338,579084000000.0,0.020234722784297852
1995,LKA,13029697560.975609,667772000000.0,0.01951219512195122
1996,LKA,13897738375.248777,768128000000.0,0.01809299800977022
1997,LKA,15091913883.709103,890272000000.0,0.016952025767079167
1998,LKA,15794972847.168344,1017985999999.9999,0.01551590380139643
1999,LKA,15656327859.569649,1105963000000.0,0.014156285390713477
2000,LKA,16330814179.976625,1257636000000.0,0.01298532658096351
2001,LKA,15749753804.834377,1407398000000.0,0.011190689346463742
2002,LKA,16536535647.083422,1581885000000.0,0.010453690152623877
2003,LKA,18881765437.215084,1822468000000.0,0.010360547036883548
2004,LKA,20662525941.29855,2090841000000.0,0.009882399446585631
2005,LKA,24405791044.77612,2452782000000.0,0.009950248756218905
2006,LKA,28279814924.591778,2938680000000.0,0.009623305335930343
2007,LKA,32350248410.821606,3578688000000.0005,0.00903969510916336
2008,LKA,40713812309.73159,4410682000000.0,0.00923072946762691
2009,LKA,42066217871.53486,4835293000000.0,0.008699828091396914
2010,LKA,56725749221.90432,6413668472900.001,0.008844509107633253
