year,Country_Code,GDP_Curr_USD,GDP_Curr_LCU,LCU_USD_ex_rate
1986,CZE,,,
1987,CZE,,,
1988,CZE,,,
1989,CZE,,,
1990,CZE,40477403219.51763,726690820000.0,0.05570099704784716
1991,CZE,29675502269.5661,874744780400.0,0.033924754893645895
1992,CZE,34590052812.16837,977860793000.0,0.035373187124159884
1993,CZE,40614350197.235275,1184030151300.0,0.03430178712310911
1994,CZE,47554674590.93278,1368861308100.0,0.03474031613687684
1995,CZE,59775697061.03994,1586447000000.0,0.037678975131876416
1996,CZE,66985765439.19367,1818342000000.0,0.036838925482221535
1997,CZE,61792161168.001114,1958725000000.0,0.031547134573766664
1998,CZE,66490372105.126205,2146389000000.0,0.030977782734223015
1999,CZE,64867483193.131454,2242417000000.0,0.028927484581650717
2000,CZE,61649492816.52006,2379393000000.0,0.02590975631874182
2001,CZE,67523642262.400856,2568309000000.0,0.02629108968679425
2002,CZE,81910771993.91545,2681644000000.0,0.03054498359734381
2003,CZE,99627140274.38052,2810382000000.0,0.03544967918040342
2004,CZE,119162172468.26823,3062444000000.0,0.03891080864442525
2005,CZE,136280689891.22359,3264931000000.0,0.041740756509470976
2006,CZE,155463807112.88922,3512798000000.0,0.044256403901644564
2007,CZE,189227050759.59534,3840117000000.0,0.04927637641238414
2008,CZE,235718586901.12878,4024117000000.0,0.058576474516304766
2009,CZE,206179982164.40225,3930409000000.0,0.05245764045533232
2010,CZE,207477857918.91928,3962464000000.0,0.052360818399591585
2011,CZE,227948349666.35385,4033755000000.0,0.056510211866202545
2012,CZE,207376427020.8147,4059912000000.0,0.051079044821861826
2013,CZE,209402444996.10422,4098128000000.0,0.05109709725906663
2014,CZE,207818330723.83475,4313789000000.0,0.04817535830422739
2015,CZE,186829940545.75946,4595783000000.0,0.040652472178464356
2016,CZE,195090272402.72888,4767990000000.0,0.04091666979224556
2017,CZE,215913545038.4295,5047267000000.0,0.04277830854568017
2018,CZE,244987409830.5328,5323556000000.0,0.046019504600032915
2019,CZE,246489245494.88165,5652553000000.0,0.043606711072834106
1960,DEU,,,
1961,DEU,,,
1962,DEU,,,
1963,DEU,,,
1964,DEU,,,
1965,DEU,,,
1966,DEU,,,
1967,DEU,,,
1968,DEU,,,
1969,DEU,,,
1970,DEU,215838448404.85223,403898488500.0,0.5343878587078501
1971,DEU,249985055651.59204,448298200300.0,0.5576311827357386
1972,DEU,299801542231.49115,488766454300.0,0.6133840397472858
1973,DEU,398374022246.6154,544378101400.0,0.7317965605561654
1974,DEU,445303484014.8137,589181039700.0,0.7558007709167863
1975,DEU,490636517529.21533,617171675400.0,0.7949757532395262
1976,DEU,519754453161.4106,669131883000.0,0.7767593599502873
1977,DEU,600498238103.2595,712971558100.0,0.8422471153036302
1978,DEU,740469983154.82,760462672700.0,0.9737098344693282
1979,DEU,881345176395.262,825908564800.0,1.0671219720414042
1980,DEU,950290856574.1338,883200322100.0,1.0759629868732514
1981,DEU,800472055214.193,924945459800.0,0.8654262224145391
1982,DEU,776576439268.1552,963498388200.0,0.8059966148142179
1983,DEU,770684323247.7977,1006128384000.0,0.7659900421294523
1984,DEU,725111123771.562,1055109196200.0,0.6872379905161157
1985,DEU,732534886726.0165,1102611511500.0,0.6643635397289397
1986,DEU,1046259375123.8403,1161661784200.0,0.900657479960371
1987,DEU,1298176105440.6963,1193023840900.0,1.088139281828074
1988,DEU,1401233225526.2278,1258167313200.0,1.1137097672346585
1989,DEU,1398967436284.1985,1344827396500.0,1.040257983980027
1990,DEU,1771671207359.8838,1463577584400.0,1.210507202517855
1991,DEU,1868945197407.189,1585800000000.0,1.1785503830288744
1992,DEU,2131571696931.747,1702060000000.0,1.2523481527864746
1993,DEU,2071323790370.2827,1750890000000.0,1.1830119484206791
1994,DEU,2205074123177.052,1829550000000.0,1.2052549114137638
1995,DEU,2585792275146.718,1894610000000.0,1.364815067558346
1996,DEU,2497244606186.639,1921380000000.0,1.2997140629061608
1997,DEU,2211989623279.946,1961150000000.0,1.1279043537108053
1998,DEU,2238990774702.6787,2014420000000.0,1.1114816049794376
1999,DEU,2194204133816.3223,2059480000000.0,1.065416577881952
2000,DEU,1943145384190.1604,2109090000000.0,0.9213193292795283
2001,DEU,1944107382550.3357,2172540000000.0,0.894854586129754
2002,DEU,2068624129493.6948,2198120000000.0,0.9410878976096367
2003,DEU,2496128668171.5576,2211570000000.0,1.1286681715575622
2004,DEU,2809187981127.39,2262520000000.0,1.2416190712689348
2005,DEU,2845802760850.64,2288310000000.0,1.2436264146250464
2006,DEU,2992196713084.9326,2385080000000.0,1.2545477355413372
2007,DEU,3421229126745.1406,2499550000000.0,1.368738023542294
2008,DEU,3730027830672.3306,2546490000000.0,1.4647722279185587
2009,DEU,3397791053070.2974,2445730000000.0,1.3892747985551543
2010,DEU,3396354075663.728,2564400000000.0,1.3244244562719263
2011,DEU,3744408602683.935,2693560000000.0,1.3901337273659897
2012,DEU,3527344944139.8257,2745310000000.0,1.2848621627939378
2013,DEU,3732743446218.9185,2811350000000.0,1.3277405681323629
2014,DEU,3883920155292.2583,2927430000000.0,1.3267337409578566
2015,DEU,3360549973888.579,3030070000000.0,1.1090667786185069
2016,DEU,3466790065011.8267,3134100000000.0,1.1061517070329048
2017,DEU,3665804120835.3003,3244990000000.0,1.12968117647059
2018,DEU,3949548833952.9385,3344370000000.0,1.1809545098039207
2019,DEU,3845630030823.5234,3435210000000.0,1.1194745098039198
1960,DJI,,,
1961,DJI,,,
1962,DJI,,,
1963,DJI,,,
1964,DJI,,,
1965,DJI,,,
1966,DJI,,,
1967,DJI,,,
1968,DJI,,,
1969,DJI,,,
1970,DJI,,,
1971,DJI,,,
1972,DJI,,,
1973,DJI,,,
1974,DJI,,,
1975,DJI,,,
1976,DJI,,,
1977,DJI,,,
1978,DJI,,,
1979,DJI,,,
1980,DJI,,,
1981,DJI,,,
1982,DJI,,,
1983,DJI,,,
1984,DJI,,,
1985,DJI,340989527.9679948,60600999900.00001,0.005626797058310498
1986,DJI,,,
1987,DJI,373371738.2864152,66355998700.0,0.005626797058310498
1988,DJI,395794538.6307752,70341001200.0,0.005626797058310498
1989,DJI,409220087.1028184,72727003100.0,0.005626797058310497
1990,DJI,452328087.28287596,80388200000.0,0.005626797058310498
1991,DJI,462421998.52577925,82182100000.00002,0.005626797058310498
1992,DJI,478058304.8711182,84961000000.0,0.005626797058310497
1993,DJI,466048469.2298603,82826600000.0,0.005626797058310498
1994,DJI,491689220.7448754,87383500000.0,0.005626797058310497
1995,DJI,497723960.58991337,88456000000.0,0.005626797058310497
1996,DJI,494004647.7343702,87795000000.0,0.005626797058310498
1997,DJI,502675542.0012266,89336000000.0,0.005626797058310497
1998,DJI,514267869.3007578,91396199999.99998,0.005626797058310498
1999,DJI,536080148.09729856,95272700000.0,0.005626797058310498
2000,DJI,551230861.8565055,97965300000.00002,0.005626797058310498
2001,DJI,572417440.8201619,101730600000.0,0.005626797058310498
2002,DJI,591122039.6013976,105054800000.0,0.005626797058310497
2003,DJI,622044665.5150489,110550400000.0,0.005626797058310498
2004,DJI,666072101.7775052,118375000000.0,0.005626797058310497
2005,DJI,708633194.7265658,125939000000.0,0.005626797058310498
2006,DJI,768873684.032838,136645000000.0,0.005626797058310498
2007,DJI,847918929.1079838,150693000000.0,0.005626797058310497
2008,DJI,999105339.2677286,177562000000.0,0.005626797058310497
2009,DJI,1049110684.724934,186449000000.0,0.005626797058310497
2010,DJI,1128611700.361803,200578000000.0,0.005626797058310498
2011,DJI,1239144501.7752545,220222000000.0,0.005626797058310498
2012,DJI,1353632941.520698,240569000000.0,0.005626797058310497
2013,DJI,2042817162.8563871,363051509000.0,0.005626797058310497
2014,DJI,2214681573.569329,393594981000.0,0.0056268033904866505
2015,DJI,2430287967.026784,431910777500.00006,0.005626828719333783
2016,DJI,2603554906.594643,462703778000.0,0.005626828719333783
2017,DJI,2751461055.5930676,488989658800.0,0.005626828719333783
2018,DJI,3012820409.6331306,535438443200.0,0.005626828719333783
2019,DJI,3318716359.4418178,589802271399.9999,0.005626828719333783
1960,DMA,,,
1961,DMA,,,
1962,DMA,,,
1963,DMA,,,
1964,DMA,,,
1965,DMA,,,
1966,DMA,,,
1967,DMA,,,
1968,DMA,,,
1969,DMA,,,
1970,DMA,,,
1971,DMA,,,
1972,DMA,,,
1973,DMA,,,
1974,DMA,,,
1975,DMA,,,
1976,DMA,,,
1977,DMA,45872947.40740741,123856958.00000001,0.37037037037037035
1978,DMA,57130215.55555555,154251582.0,0.37037037037037035
1979,DMA,55017758.88888889,148547949.0,0.37037037037037035
1980,DMA,72804653.33333333,196572564.0,0.37037037037037035
1981,DMA,82107391.1111111,221689956.0,0.37037037037037035
1982,DMA,89527576.66666666,241724456.99999997,0.37037037037037035
1983,DMA,98665191.48148145,266396016.99999994,0.37037037037037035
1984,DMA,109157070.74074073,294724091.0,0.37037037037037035
1985,DMA,119491932.96296296,322628219.0,0.37037037037037035
1986,DMA,135161958.5185185,364937288.0,0.37037037037037035
1987,DMA,151868754.44444445,410045637.0,0.3703703703703704
1988,DMA,171106184.07407403,461986696.99999994,0.37037037037037035
1989,DMA,185137242.96296296,499870556.0,0.37037037037037035
1990,DMA,201428730.0,543857571.0,0.37037037037037035
1991,DMA,219763222.22222215,593360699.9999999,0.3703703703703703
1992,DMA,234058259.25925928,631957300.0000001,0.37037037037037035
1993,DMA,245527592.59259254,662924499.9999999,0.37037037037037035
1994,DMA,264375666.66666666,713814300.0,0.37037037037037035
1995,DMA,274522148.1481481,741209800.0,0.37037037037037035
1996,DMA,292286000.0,789172200.0,0.37037037037037035
1997,DMA,302989185.18518513,818070799.9999999,0.37037037037037035
1998,DMA,322409851.8518518,870506600.0,0.37037037037037035
1999,DMA,331758999.99999994,895749299.9999999,0.37037037037037035
2000,DMA,333468888.88888884,900365999.9999999,0.37037037037037035
2001,DMA,340205074.0740741,918553700.0000001,0.37037037037037035
2002,DMA,333195185.18518513,899627000.0,0.3703703703703703
2003,DMA,343310666.6666666,926938800.0,0.37037037037037035
2004,DMA,367199111.1111111,991437600.0,0.37037037037037035
2005,DMA,364255074.07407403,983488700.0,0.37037037037037035
2006,DMA,390250148.1481482,1053675400.0000001,0.37037037037037035
2007,DMA,421375851.8518518,1137714800.0,0.37037037037037035
2008,DMA,458190185.18518513,1237113500.0,0.37037037037037035
2009,DMA,489074333.3333333,1320500700.0,0.37037037037037035
2010,DMA,493825925.9259258,1333329999.9999998,0.37037037037037035
2011,DMA,501025925.92592597,1352770000.0000002,0.37037037037037035
2012,DMA,485996296.29629624,1312190000.0,0.37037037037037035
2013,DMA,498296296.29629624,1345400000.0,0.37037037037037035
2014,DMA,520207407.40740734,1404560000.0,0.37037037037037035
2015,DMA,540737037.037037,1459990000.0,0.37037037037037035
2016,DMA,576229629.6296295,1555819999.9999998,0.37037037037037035
2017,DMA,519837037.0370369,1403559999.9999998,0.37037037037037035
2018,DMA,550892592.5925926,1487410000.0,0.37037037037037035
2019,DMA,596033333.3333333,1609290000.0,0.3703703703703703
1960,DNK,,,
1961,DNK,,,
1962,DNK,,,
1963,DNK,,,
1964,DNK,,,
1965,DNK,,,
1966,DNK,11931739858.704626,82414195000.0,0.14477772741339798
1967,DNK,13059064374.628677,90845930000.0,0.14374958101731886
1968,DNK,13505573866.666666,101291804000.0,0.13333333333333333
1969,DNK,15414902266.666666,115611767000.0,0.13333333333333333
1970,DNK,17075457600.0,128065932000.0,0.13333333333333333
1971,DNK,19085731252.44065,141736366000.0,0.1346565584476792
1972,DNK,23232379951.937607,161448778000.0,0.14389938554962373
1973,DNK,30730626663.360607,185904926000.0,0.16530291759649557
1974,DNK,34160444798.109894,208204495000.0,0.16407160084660946
1975,DNK,40474406216.28207,232574033000.0,0.17402805332219554
1976,DNK,44575892473.11828,269461270000.0,0.1654259718775848
1977,DNK,49784338519.45629,298865341000.0,0.1665778251599147
1978,DNK,60362931853.62492,332877424000.0,0.18133681500018134
1979,DNK,70366241969.20737,370196799000.0,0.19007793195210035
1980,DNK,71127528699.94144,400867639000.0,0.17743395021203354
